precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
18,GALAŢI,"CĂMIN CULTURAL PECHEA",374,PECHEA,76969,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:31:55",1936,1928,2,6,0,769,763,0,6,0,735,34,2200,1431,416,6,46,194,46,27
18,GALAŢI,"GRĂDINIŢA CU PROGRAM NORMAL ”VIOLETA” PECHEA",373,PECHEA,76969,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:59:44",1279,1273,0,5,1,509,503,0,5,1,486,23,1450,941,259,4,27,160,31,5
18,GALAŢI,"ȘCOALA GIMNAZIALĂ „ALEXANDRU MORUZI” PECHEA",371,PECHEA,76969,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:33:24",1403,1397,0,5,1,616,610,0,5,1,595,21,1550,934,311,3,36,192,34,19
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 1 PECHEA",370,PECHEA,76969,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:57:26",1206,1203,0,3,0,516,513,0,3,0,503,13,1371,855,244,10,44,144,33,28
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 3 PECHEA",372,PECHEA,76969,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:53:01",1652,1645,1,4,2,643,637,0,4,2,617,26,1610,967,293,8,43,228,35,10
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 4 PECHEA",375,PECHEA,76969,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:20:27",1718,1701,0,6,11,696,679,0,6,11,640,39,1900,1204,289,56,52,120,88,35
