precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MAXIM VIOREL-PARTIDUL SOCIAL DEMOCRAT-voturi","LUPUŞANSCHI ANDREI-CIPRIAN-PARTIDUL NAȚIONAL LIBERAL-voturi"
35,SUCEAVA,"CASA NAȚIONALĂ",361,IACOBENI,149138,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:01:25",854,841,0,3,10,501,488,0,3,10,488,13,885,384,317,171
35,SUCEAVA,"CLUBUL FERMIERILOR MESTECANIS STR FERMIERILOR NR 14 SAT MESTECANIS COMUNA IACOBENI JUDETUL SUCEAVA",363,IACOBENI,149138,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:28:03",266,259,0,2,5,185,178,0,2,5,184,1,279,94,144,40
35,SUCEAVA,"LICEUL TEHNOLOGIC LIVIU SUHAR IACOBENI CORP A STR. MINELOR NR 17 COMUNA IACOBENI JUDETUL SUCEAVA",362,IACOBENI,149138,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:48:54",554,536,0,5,13,338,320,0,5,13,330,8,566,228,192,138
