precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CIUCĂ ADRIAN-MARIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","GROSU CRISTINEL-PARTIDUL NAȚIONAL LIBERAL-voturi","BALABAN SERGIU-voturi"
18,GALAŢI,"CĂMIN CULTURAL",239,BEREŞTI-MERIA,75356,1,PROV,PRCNCT,P,P_SV,"2024-06-10 02:55:30",219,209,0,10,0,118,108,0,10,0,118,0,228,110,84,33,1
18,GALAŢI,"GRĂDINIŢA CU PROGRAM NORMAL NR. 1 SAT PLEŞA",238,BEREŞTI-MERIA,75356,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:07:53",512,502,0,5,5,281,271,0,5,5,270,11,552,271,142,117,11
18,GALAŢI,"SALĂ DE ACTIVITĂȚI SOCIAL-CULTURALE, SAT BALINTEȘTI",237,BEREŞTI-MERIA,75356,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:17:36",725,710,1,7,7,398,383,1,7,7,392,6,800,402,271,114,7
18,GALAŢI,"ŞCOALA GIMNAZIALĂ NR. 1 SAT BEREŞTI - MERIA",235,BEREŞTI-MERIA,75356,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:47:00",405,392,0,5,8,236,223,0,5,8,227,9,432,196,95,129,3
18,GALAŢI,"ŞCOALA GIMNAZIALĂ NR. 1 SAT SLIVNA",240,BEREŞTI-MERIA,75356,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:36:38",512,503,0,1,8,287,278,0,1,8,273,14,564,277,217,52,4
18,GALAŢI,"ŞCOALA PRIMARĂ ANDRONACHI GOGA NR. 1 SAT ALDEŞTI",236,BEREŞTI-MERIA,75356,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:10:53",320,310,0,5,5,163,153,0,5,5,145,15,342,164,82,57,6
