precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"SMEU FLORINA-RAMONA-PARTIDUL NAȚIONAL LIBERAL-voturi","BĂNICĂ LAURENŢIU-IONUŢ-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","SLĂTINEANU DUMITRU DORU-PARTIDUL SOCIAL DEMOCRAT-voturi","NASTEA GHEORGHE-MIHĂIŢĂ-PARTIDUL S.O.S. ROMÂNIA-voturi","DIACONU GHEORGHE-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
3,ARGEŞ,"PRIMĂRIA TIGVENI",491,TIGVENI,19249,3,PART,PRCNCT,P,P_SV,"2024-06-10 10:29:07",1538,1530,0,7,1,953,945,0,7,1,867,86,1600,647,340,44,438,32,13
3,ARGEŞ,"ȘCOALA CU CLASELE I-IV BÎRSEȘTII DE JOS",492,TIGVENI,19249,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:16:45",957,955,0,2,0,570,568,0,2,0,555,15,1100,530,296,26,180,32,21
3,ARGEŞ,"ŞCOALA CU CLASELE I-IV VLĂDEŞTI",493,TIGVENI,19249,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:38:31",191,187,0,4,0,115,111,0,4,0,113,2,230,115,78,21,7,2,5
