precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"DUMINICĂ BOGDAN-IOAN-PARTIDUL SOCIAL DEMOCRAT-voturi","CEPREAGĂ ŞTEFAN-PARTIDUL NAȚIONAL LIBERAL-voturi","PĂTRAŞCU NECULAI-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
29,NEAMŢ,"ŞCOALA GENERALĂ",338,ONICENI,123255,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:25:14",1073,1063,2,8,0,726,718,0,8,0,660,58,1200,462,468,187,5
29,NEAMŢ,"ŞCOALA GENERALĂ",335,ONICENI,123255,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:05:45",619,617,0,2,0,356,354,0,2,0,338,18,700,344,311,17,10
29,NEAMŢ,"ŞCOALA GENERALĂ",337,ONICENI,123255,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:20:11",332,330,0,2,0,181,179,0,2,0,174,7,400,219,156,5,13
29,NEAMŢ,"ŞCOALA GENERALĂ",339,ONICENI,123255,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:30:03",281,277,0,4,0,163,159,0,4,0,154,9,280,117,137,6,11
29,NEAMŢ,"ŞCOALA GENERALĂ",336,ONICENI,123255,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:53:09",259,256,0,3,0,185,182,0,3,0,179,6,300,115,154,16,9
