precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"LELA FLORIN-PARTIDUL NAȚIONAL LIBERAL-voturi","HĂLMĂGEAN MARCEL-PARTIDUL SOCIAL DEMOCRAT-voturi","PLEŞ MARIUS-GHEORGHE-DĂNUŢ-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
2,ARAD,"CĂMINUL CULTURAL MINIŞU DE SUS",391,TAUŢ,12457,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:53:49",50,41,0,9,0,33,24,0,9,0,33,0,50,17,14,7,12
2,ARAD,"CĂMINUL CULTURAL NADĂŞ",392,TAUŢ,12457,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:52:12",576,527,0,14,35,506,457,0,14,35,448,9,630,173,189,46,213
2,ARAD,"CĂMINUL CULTURAL TAUŢ",389,TAUŢ,12457,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:49:07",630,545,2,47,36,427,344,0,47,36,417,10,591,164,149,99,169
2,ARAD,"ŞCOALA PRIMARĂ MINIŞEL",390,TAUŢ,12457,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:43:45",121,109,0,10,2,96,84,0,10,2,92,4,120,24,61,15,16
