precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"VOINICIUC DANIELA-LORENA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","VRAJOTIS LAZĂR-CLAUDIU-PARTIDUL SOCIAL DEMOCRAT-voturi","HAVRILIUC ALINA-MIHAELA-PARTIDUL NAȚIONAL LIBERAL-voturi","RUSU DUMITRU-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
7,BOTOŞANI,"CAMIN CULTURAL CALARASI",171,CĂLĂRAŞI,36499,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:56:03",970,923,1,6,40,559,515,0,6,38,531,28,996,437,105,322,7,97
7,BOTOŞANI,"SCOALA CALARASI",172,CĂLĂRAŞI,36499,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:35:20",907,865,1,5,36,514,474,0,5,35,500,14,902,388,109,279,8,104
7,BOTOŞANI,"SCOALA LIBERTATEA",173,CĂLĂRAŞI,36499,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:19:50",347,340,0,2,5,214,207,0,2,5,208,6,400,186,23,160,1,24
7,BOTOŞANI,"SCOALA PLESANI",174,CĂLĂRAŞI,36499,3,PART,PRCNCT,P,P_SV,"2024-06-12 00:52:52",496,481,0,6,9,264,249,0,6,9,248,16,580,316,50,178,5,15
