precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PĂLĂŞAN VOICA-ROXANA-PARTIDUL NAȚIONAL LIBERAL-voturi","TODEA IOAN RADU-PARTIDUL SOCIAL DEMOCRAT-voturi","CHIŞ IOAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","RADU CRISTIAN-VASILE-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","MUNTEANU DANIEL-IOAN-PARTIDUL PATRIOȚILOR-voturi","IORGULESCU VASILE-PARTIDUL S.O.S. ROMÂNIA-voturi"
8,BRAŞOV,"CĂMINUL CULTURAL MEŞENDORF",318,BUNEŞTI,40704,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:07:19",312,300,1,9,2,181,170,0,9,2,169,11,350,170,74,6,42,38,6,3
8,BRAŞOV,"PRIMĂRIA BUNEŞTI",316,BUNEŞTI,40704,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:43:55",647,644,0,3,0,429,426,0,3,0,406,23,709,280,152,82,17,50,90,15
8,BRAŞOV,"ŞCOALA PRIMARĂ CRIȚ",317,BUNEŞTI,40704,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:59:05",578,573,0,3,2,282,277,0,3,2,270,12,600,318,68,17,108,57,20,0
8,BRAŞOV,"ŞCOALA PRIMARĂ ROADEŞ",319,BUNEŞTI,40704,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:13:04",283,277,0,6,0,149,143,0,6,0,138,8,300,151,61,6,7,40,16,8
8,BRAŞOV,"ŞCOALA PRIMARĂ VISCRI",320,BUNEŞTI,40704,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:12:58",405,378,10,12,5,287,263,7,12,5,257,6,451,187,90,6,22,124,14,1
