precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"SBÎRN AUREL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","CLIPA PETRICĂ-PARTIDUL SOCIAL DEMOCRAT-voturi","LUNGU ANDREI-UNIUNEA SALVAȚI ROMÂNIA-voturi","ANDREICA IONUŢ-DRAGOMIR-PARTIDUL NAȚIONAL LIBERAL-voturi","RUSU ANA-MARIA-voturi"
35,SUCEAVA,"CĂMIN CULTURAL JAHALIA",450,RÂŞCA,150114,1,PROV,PRCNCT,P,P_SV,"2024-06-10 02:20:38",298,272,0,26,0,153,127,0,26,0,143,10,282,129,30,19,5,40,49
35,SUCEAVA,"CĂMIN CULTURAL RÎŞCA",446,RÂŞCA,150114,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:35:26",1501,1494,0,5,2,839,832,0,5,2,797,42,1700,861,120,63,15,262,337
35,SUCEAVA,"ȘCOALA DUMBRĂVENI",449,RÂŞCA,150114,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:59:41",324,320,0,3,1,209,205,0,3,1,204,5,350,141,77,22,2,70,33
35,SUCEAVA,"ŞCOALA GENERALĂ RÎŞCA 3",447,RÂŞCA,150114,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:02:59",742,733,0,6,3,427,418,0,6,3,411,16,835,408,75,24,24,148,140
35,SUCEAVA,"ȘCOALA PRIMARĂ NR. 2 RÎȘCA",448,RÂŞCA,150114,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:01:24",609,603,0,5,1,348,342,0,5,1,342,6,650,302,26,43,4,191,78
35,SUCEAVA,"ȘCOALA SLĂTIOARA",451,RÂŞCA,150114,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:47:25",680,670,0,10,0,396,386,0,10,0,376,20,700,304,36,75,8,141,116
