precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
30,OLT,"CASA DE CULTURĂ",95,"ORAŞ DRĂGĂNEŞTI-OLT",125622,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 19:36:58",1215,1178,0,20,17,739,702,0,20,17,676,61,1297,550,339,262,8,60,7
30,OLT,"CASA DE CULTURĂ",96,"ORAŞ DRĂGĂNEŞTI-OLT",125622,3,PART,PRCNCT,CL,CL_SV,"2024-06-11 09:55:48",870,846,0,13,11,442,418,0,13,11,395,47,937,495,160,188,7,31,9
30,OLT,"GRĂDINIȚA COMANI",99,"ORAŞ DRĂGĂNEŞTI-OLT",125622,2,PART,PRCNCT,CL,CL_SV,"2024-06-11 10:59:44",1222,1189,0,17,16,831,798,0,17,16,777,54,1348,517,272,433,16,33,23
30,OLT,"GRĂDINIȚA COMANI",98,"ORAŞ DRĂGĂNEŞTI-OLT",125622,2,PART,PRCNCT,CL,CL_SV,"2024-06-11 13:47:17",1159,1128,0,17,14,797,766,0,17,14,755,42,1273,476,280,388,14,35,38
30,OLT,"LICEUL TEORETIC TUDOR VLADIMIRESCU",97,"ORAŞ DRĂGĂNEŞTI-OLT",125622,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 19:30:22",1882,1769,1,62,50,1276,1164,0,62,50,1213,63,1994,718,610,475,19,83,26
30,OLT,"LICEUL T.VLADIMIRESCU DRĂGĂNEŞTI-OLT",93,"ORAŞ DRĂGĂNEŞTI-OLT",125622,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 19:01:10",1569,1528,1,21,19,984,943,1,21,19,922,62,1733,749,455,356,22,67,22
30,OLT,"LICEUL T.VLADIMIRESCU DRĂGĂNEŞTI-OLT",94,"ORAŞ DRĂGĂNEŞTI-OLT",125622,3,PART,PRCNCT,CL,CL_SV,"2024-06-11 12:19:00",1417,1361,1,47,8,893,838,0,47,8,875,18,1561,668,396,336,29,83,31
