precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PASCUI PETRU-PARTIDUL SOCIAL DEMOCRAT-voturi","DEJEU GAVRIL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","MERŢ MARIN-PARTIDUL NAȚIONAL LIBERAL-voturi","SECARĂ OVIDIU-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
5,BIHOR,"CĂMIN CULTURAL",450,MĂGEŞTI,30069,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:00:29",386,365,0,14,7,276,255,0,14,7,268,8,427,151,113,11,93,51
5,BIHOR,"CĂMINUL CULTURAL BUTANI",448,MĂGEŞTI,30069,2,PART,PRCNCT,P,P_SV,"2024-06-10 05:54:51",278,273,0,3,2,182,179,0,1,2,175,7,315,133,51,8,47,69
5,BIHOR,"CĂMINUL CULTURAL CACUCIU NOU",449,MĂGEŞTI,30069,2,PART,PRCNCT,P,P_SV,"2024-06-10 08:26:22",305,286,0,17,2,215,196,0,17,2,211,4,321,106,157,3,40,11
5,BIHOR,"CĂMINUL CULTURAL GĂLĂŞENI",451,MĂGEŞTI,30069,2,PART,PRCNCT,P,P_SV,"2024-06-10 04:23:39",219,211,0,5,3,156,148,0,5,3,154,2,251,95,39,12,82,21
5,BIHOR,"CĂMINUL CULTURAL JOSANI",452,MĂGEŞTI,30069,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:40:14",267,249,2,5,11,185,169,0,5,11,185,0,289,103,31,5,82,67
5,BIHOR,"PRIMĂRIA MĂGEŞTI",447,MĂGEŞTI,30069,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:54:09",222,204,0,12,6,157,139,0,12,6,150,7,237,80,27,1,85,37
5,BIHOR,"ŞCOALA GENERALĂ",453,MĂGEŞTI,30069,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:03:38",463,443,2,13,5,337,318,1,13,5,312,25,493,156,133,10,134,35
