precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"LUCA ANDREI-CLAUDIU-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","MIRIŢĂ VASILE-TUDOREL-PARTIDUL NAȚIONAL LIBERAL-voturi","BOGHEZ GRIGORIŢĂ-MAUREL-PARTIDUL SOCIAL DEMOCRAT-voturi","ŞIPOTEANU CRISTIAN-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
3,ARGEŞ,"CĂMIN CULTURAL LĂZĂREŞTI",465,"SCHITU GOLEŞTI",18670,1,PROV,PRCNCT,P,P_SV,"2024-06-10 11:58:40",1775,1765,0,8,2,977,967,0,8,2,913,64,1930,953,59,657,113,84
3,ARGEŞ,"CLĂDIREA SOCIAL CULTURALĂ",464,"SCHITU GOLEŞTI",18670,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:39:33",1527,1523,1,1,2,817,814,0,1,2,790,23,1680,867,60,550,59,121
3,ARGEŞ,"GRĂDINIȚA VALEA PECHII",466,"SCHITU GOLEŞTI",18670,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:20:19",728,724,0,2,2,381,377,0,2,2,362,19,800,419,18,280,44,20
