precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BÎSCĂ REMUS-ALIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PISTOLEA CONSTANTIN-PARTIDUL SOCIAL DEMOCRAT-voturi","FILIP ROBERT-DORIN-PARTIDUL NAȚIONAL LIBERAL-voturi","CIMPOERU ROMEO-ALIN-ALIANȚA DREAPTA UNITĂ USR - PMP-voturi"
20,GORJ,"COLEGIUL ”GHEORGHE TĂTĂRESCU” ROVINARI",90,"ORAŞ ROVINARI",82895,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:42:22",1281,1261,2,11,7,522,504,0,11,7,510,12,1400,878,34,49,419,8
20,GORJ,"COLEGIUL ”GHEORGHE TĂTĂRESCU” ROVINARI",91,"ORAŞ ROVINARI",82895,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:11:25",1142,1129,1,12,0,520,508,0,12,0,493,27,1200,676,39,46,389,19
20,GORJ,"GRĂDINIȚA CARTIER VÎRȚ",94,"ORAŞ ROVINARI",82895,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:23:43",586,570,0,11,5,389,373,0,11,5,378,11,624,235,30,40,299,9
20,GORJ,"GRĂDINIŢA NR. 3 ROVINARI",92,"ORAŞ ROVINARI",82895,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:01:41",1237,1230,0,7,0,583,576,0,7,0,561,11,1400,817,56,49,439,17
20,GORJ,"GRĂDINIȚA NR. 3 ROVINARI",93,"ORAŞ ROVINARI",82895,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:34:51",1181,1165,1,14,1,485,470,0,14,1,467,18,1300,815,37,42,377,11
20,GORJ,"ŞCOALA GIMNAZIALĂ NR. 1 ROVINARI",87,"ORAŞ ROVINARI",82895,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:44:24",1157,1133,0,24,0,502,478,0,24,0,490,12,1300,798,48,67,355,20
20,GORJ,"ŞCOALA GIMNAZIALĂ NR. 1 ROVINARI",86,"ORAŞ ROVINARI",82895,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:18:05",1312,1295,1,13,3,614,598,0,13,3,575,24,1400,801,47,74,441,13
20,GORJ,"ŞCOALA GIMNAZIALĂ NR. 3 ROVINARI",89,"ORAŞ ROVINARI",82895,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:39:46",1239,1216,0,20,3,506,483,0,20,3,479,27,1400,894,32,58,367,22
20,GORJ,"ŞCOALA GIMNAZIALĂ NR. 3 ROVINARI",88,"ORAŞ ROVINARI",82895,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:49:20",1305,1286,2,17,0,577,560,0,17,0,552,25,1400,823,42,57,440,13
