precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ICONARU MARIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","BĂNICĂ VASILE-PARTIDUL NAȚIONAL LIBERAL-voturi","ANDONE AURAŞ-MIREL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
9,BRĂILA,"CAMINUL CULTURAL JUGUREANU",266,ULMU,44328,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:19:30",738,723,0,13,2,470,455,0,13,2,454,16,800,330,48,399,7
9,BRĂILA,"CAMINUL CULTURAL MOHREANU",265,ULMU,44328,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:31:08",906,899,0,6,1,607,600,0,6,1,591,16,1000,393,140,450,1
9,BRĂILA,"CAMINUL CULTURAL ULMU",264,ULMU,44328,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:08:00",1149,1138,0,4,7,765,754,0,4,7,748,17,1172,407,87,647,14
