precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL ROMÂNIA ÎN ACȚIUNE-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ZANFIR GHEORGHE-voturi"
31,PRAHOVA,"CASA DE CULTURĂ PLOPENI",246,"ORAŞ PLOPENI",131443,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 09:29:02",1207,1185,2,10,10,721,701,0,10,10,696,25,1300,579,221,63,357,15,24,16
31,PRAHOVA,"LICEUL CAROL I ORAŞUL PLOPENI",251,"ORAŞ PLOPENI",131443,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:32:29",1317,1284,5,14,14,812,784,0,14,14,778,34,1400,588,203,49,479,9,21,17
31,PRAHOVA,"LICEUL CAROL I ORAŞUL PLOPENI",250,"ORAŞ PLOPENI",131443,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:26:10",1355,1340,0,9,6,772,757,0,9,6,744,28,1578,806,212,57,417,16,21,21
31,PRAHOVA,"LICEUL CAROL I ORAŞUL PLOPENI",249,"ORAŞ PLOPENI",131443,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:06:25",1077,1052,2,18,5,605,581,1,18,5,582,23,1200,595,229,63,238,28,18,6
31,PRAHOVA,"SALA POLIVALENTĂ PLOPENI",248,"ORAŞ PLOPENI",131443,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:28:36",1044,1027,0,15,2,583,566,0,15,2,561,22,1100,517,213,44,253,15,24,12
31,PRAHOVA,"SALA POLIVALENTĂ PLOPENI",247,"ORAŞ PLOPENI",131443,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:23:04",1134,1117,0,15,2,634,617,0,15,2,616,18,1200,566,227,58,276,19,21,15
