precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ŢINTĂ VASILE-PARTIDUL SOCIAL DEMOCRAT-voturi","BOBE MARIAN-NICOLAE-PARTIDUL NAȚIONAL LIBERAL-voturi","SAVA STROE-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
10,BUZĂU,"CĂMIN CULTURAL CU BIBLIOTECĂ",236,GHERĂSENI,46803,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:55:21",1437,1411,0,4,22,881,855,0,4,22,855,26,1604,723,696,80,79
10,BUZĂU,"ŞCOALA CU CLASELE I-IV GHERASENI",237,GHERĂSENI,46803,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:58:40",795,785,0,7,3,493,483,0,7,3,476,17,860,367,393,31,52
10,BUZĂU,"ŞCOALA CU CLS.I-IV SUDITI",238,GHERĂSENI,46803,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:08:43",407,399,0,2,6,225,217,0,2,6,220,5,440,215,179,17,24
