precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MĂLĂUŢI CONSTANTIN-UNIUNEA SALVAȚI ROMÂNIA-voturi","VARTOLOMEI MARIA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","CREŢU VASILE-PARTIDUL SOCIAL DEMOCRAT-voturi","GRIGOROVICI ELVIS-EMILIAN-PARTIDUL NAȚIONAL LIBERAL-voturi"
24,IAŞI,"CASA DE PRAZNUIRE BAHLUI",406,COTNARI,96478,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:46:50",258,253,0,5,0,130,125,0,5,0,119,11,300,170,5,14,40,60
24,IAŞI,"SCOALA CIRJOAIA",407,COTNARI,96478,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:47:02",1306,1304,0,2,0,523,521,0,2,0,504,19,1400,877,12,71,277,144
24,IAŞI,"SCOALA HODORA",408,COTNARI,96478,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:01:25",1279,1279,0,0,0,570,570,0,0,0,532,38,1300,730,40,67,217,208
24,IAŞI,"SCOALA HORODISTEA",409,COTNARI,96478,1,PROV,PRCNCT,P,P_SV,"2024-06-10 02:17:30",440,436,0,4,0,187,183,0,4,0,173,14,500,313,27,20,64,62
24,IAŞI,"SCOALA LUPARIA",410,COTNARI,96478,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:12:01",280,274,0,6,0,129,123,0,6,0,124,5,300,171,7,17,52,48
24,IAŞI,"ŞCOALA PROFESIONALÃ „ŞTEFAN CEL MARE”",405,COTNARI,96478,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:54:35",1426,1422,0,4,0,656,652,0,4,0,627,29,1600,944,10,40,326,251
24,IAŞI,"SCOALA VALEA RACULUI",411,COTNARI,96478,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:31:09",256,253,0,3,0,113,110,0,3,0,107,6,300,187,3,28,49,27
24,IAŞI,"SCOALA ZBERENI",412,COTNARI,96478,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:10:58",603,601,0,2,0,246,244,0,2,0,234,12,700,454,9,25,138,62
