precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","FORȚA DREPTEI-voturi","PARTIDUL OAMENILOR TINERI-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
41,VRANCEA,"DISPENSARUL UMAN MIRCEŞTII VECHI",328,VÂNĂTORI,178607,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:47:35",279,272,1,6,0,143,136,1,6,0,143,0,299,156,25,38,55,12,4,4,4,1
41,VRANCEA,"GRĂDINIŢA CU PROGRAM NORMAL JORĂŞTI",326,VÂNĂTORI,178607,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 08:49:48",1290,1282,0,6,2,656,648,0,6,2,634,22,1411,755,74,103,224,41,54,100,23,15
41,VRANCEA,"GRĂDINIŢA CU PROGRAM NORMAL RĂDULEŞTI",330,VÂNĂTORI,178607,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:54:13",707,701,1,5,0,346,340,1,5,0,325,21,775,429,47,92,141,6,11,12,11,5
41,VRANCEA,"GRĂDINIŢA CU PROGRAM PRELUNGIT PETREŞTI",329,VÂNĂTORI,178607,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:03:31",1273,1260,1,12,0,591,579,0,12,0,557,22,1404,825,63,138,169,63,54,17,42,11
41,VRANCEA,"ŞCOALA GIMNAZIALĂ MIRCEŞTII NOI",327,VÂNĂTORI,178607,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:56:21",776,772,0,4,0,387,383,0,4,0,360,27,850,463,72,81,115,32,26,10,8,16
41,VRANCEA,"ŞCOALA GIMNAZIALĂ VÎNĂTORI",324,VÂNĂTORI,178607,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 11:38:40",1391,1377,0,13,1,761,747,0,13,1,755,6,1513,752,51,233,169,53,97,107,30,15
41,VRANCEA,"ŞCOALA PRIMARĂ BALTA RAŢEI",325,VÂNĂTORI,178607,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:21:30",254,243,0,11,0,114,103,0,11,0,106,8,269,155,11,11,25,7,7,5,14,26
