precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"DEACU COSTICĂ-PARTIDUL NAȚIONAL LIBERAL-voturi","CHIRNOAGĂ MĂDĂLIN-PARTIDUL SOCIAL DEMOCRAT-voturi","CIOBANU VIOREL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALECU SĂNDEL-PARTIDUL MIȘCAREA POPULARĂ-voturi"
38,TULCEA,"CĂMINUL CULTURAL",137,JIJILA,160617,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:57:50",1009,1006,0,3,0,400,397,0,3,0,389,11,1120,720,113,134,131,11
38,TULCEA,"ȘCOALA GIMNAZIALĂ JIJILA",135,JIJILA,160617,2,PART,PRCNCT,P,P_SV,"2024-06-10 10:05:49",1797,1792,0,3,2,898,893,0,3,2,883,15,1975,1077,458,372,28,25
38,TULCEA,"ȘCOALA GIMNAZIALĂ JIJILA (CORP GRĂDINIȚA CU PROGRAM NORMAL JIJILA)",136,JIJILA,160617,2,PART,PRCNCT,P,P_SV,"2024-06-10 12:45:04",1593,1588,1,2,2,806,802,0,2,2,781,25,1754,948,364,366,30,21
