precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","AXENTIOI SEVERIN-voturi"
35,SUCEAVA,"CĂMIN CULTURAL VAMA",517,VAMA,150935,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:51:28",1001,993,1,6,1,556,549,0,6,1,522,34,1093,537,63,90,293,47,29
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ ”IORGU G. TOMA” LOCALUL DIN SATUL PRISACA DORNEI",520,VAMA,150935,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:13:45",696,688,0,7,1,340,332,0,7,1,321,19,763,423,33,78,140,9,61
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ ”IORGU G. TOMA” LOCALUL DIN SATUL STRÂMTURA",521,VAMA,150935,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:27:29",1086,1079,0,4,3,607,600,0,4,3,574,33,1191,584,76,100,334,31,33
35,SUCEAVA,"SCOALA GIMNAZIALĂ ”IORGU G. TOMA” LOCALUL NR.2",518,VAMA,150935,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:31:27",1714,1705,4,3,2,997,992,0,3,2,965,32,1881,884,76,268,529,53,39
35,SUCEAVA,"ŞCOLA GIMNAZIALĂ ”IORGU G. TOMA” LOCALUL DIN SATUL MOLID",519,VAMA,150935,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:49:48",525,520,0,5,0,303,298,0,5,0,293,10,580,277,34,52,135,57,15
