precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA CREȘTIN DEMOCRATĂ DIN ROMÂNIA-voturi"
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALA SCHEIU DE JOS",281,LUDEŞTI,67835,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:06:53",788,783,0,5,0,442,437,0,5,0,415,27,860,418,22,150,238,5
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ TELEȘTI",283,LUDEŞTI,67835,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:58:01",1357,1352,1,3,1,764,760,0,3,1,742,22,1480,716,112,26,577,27
16,DÂMBOVIŢA,"ȘCOALA PRIMARĂ POTOCELU",280,LUDEŞTI,67835,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:19:48",1020,1015,1,4,0,484,480,0,4,0,443,41,1115,631,30,18,234,161
16,DÂMBOVIŢA,"ȘCOALA PRIMARĂ SCHEIU DE SUS",282,LUDEŞTI,67835,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:11:17",750,748,0,2,0,437,435,0,2,0,398,39,830,393,17,132,244,5
