precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","FORȚA DREPTEI-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
36,TELEORMAN,"DISPENSARUL BRᾸTᾸŞANI",309,TRIVALEA-MOŞTENI,154754,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:04:20",559,490,0,46,23,398,329,0,46,23,398,0,540,142,240,63,84,6,5
36,TELEORMAN,"GRᾸDINIṬA CU PROGRAM NORMAL NR.2",310,TRIVALEA-MOŞTENI,154754,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:21:41",832,701,0,74,57,580,452,0,74,54,556,24,767,187,94,278,142,16,26
36,TELEORMAN,"GRᾸDINIṬA TRIVALEA-SAT (FOSTA)",308,TRIVALEA-MOŞTENI,154754,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:08:37",807,706,0,55,46,584,483,0,55,46,549,35,767,183,268,113,152,11,5
