precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MIKE GABRIELLA-PARTIDUL SOCIAL DEMOCRAT-voturi","FLOROIAN STELIAN-OLIMPIU-PARTIDUL NAȚIONAL LIBERAL-voturi","POPA MARIUS-CĂTĂLIN-UNIUNEA SALVAȚI ROMÂNIA-voturi","POGORAN DUMITRU-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","TAMÁS SÁNDOR-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","FAZAKAS PÉTER-ALIANȚA MAGHIARĂ DIN TRANSILVANIA - ERDÉLYI MAGYAR SZÖVETSÉG-voturi","NAGY GÁBOR-LEVENTE-FORȚA CIVICĂ MAGHIARĂ - MAGYAR POLGÁRI ERŐ-voturi"
15,COVASNA,"ARENA SEPSI",47,"MUNICIPIUL SFÂNTU GHEORGHE",63394,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:43:51",127,115,2,8,2,90,80,0,8,2,87,3,200,110,1,3,4,2,70,3,4
15,COVASNA,"BIROUL INFOTURISM",183,SÂNZIENI,64826,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:17:59",1196,1120,1,6,69,693,618,0,6,69,674,19,1228,535,5,1,1,2,632,29,4
15,COVASNA,"CĂMIN CULTURAL",50,"MUNICIPIUL SFÂNTU GHEORGHE",63394,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:40:49",393,387,0,6,0,193,187,0,6,0,191,2,505,312,2,2,4,1,152,4,26
15,COVASNA,"CĂMIN CULTURAL",49,"MUNICIPIUL SFÂNTU GHEORGHE",63394,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:31:23",712,703,0,5,4,312,303,0,5,4,299,13,800,488,6,7,13,2,253,9,9
15,COVASNA,"CĂMIN CULTURAL FLOROAIA",89,"ORAŞ ÎNTORSURA BUZĂULUI",63580,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:15:44",1180,1171,2,7,0,631,624,0,7,0,584,47,1300,669,71,169,179,158,5,2,0
15,COVASNA,"CĂMIN CULTURAL RACOŞUL DE SUS",74,"ORAŞ BARAOLT",63447,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:39:37",748,734,3,3,8,355,344,0,3,8,338,17,800,445,9,5,2,3,281,23,15
15,COVASNA,"CĂMIN CULTURAL ZĂLAN",106,BODOC,63893,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:14:17",533,523,1,0,9,297,288,0,0,9,287,10,600,303,2,0,0,3,278,3,1
15,COVASNA,"CĂMINUL CULTURAL BAŢANII MICI",99,BĂŢANI,63802,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:42:29",436,436,0,0,0,234,234,0,0,0,220,14,491,257,3,0,2,1,207,1,6
15,COVASNA,"CĂMINUL CULTURAL BIBORŢENI",70,"ORAŞ BARAOLT",63447,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:09:06",563,556,1,0,6,341,334,1,0,6,334,7,600,259,3,1,1,1,303,16,9
15,COVASNA,"CĂMINUL CULTURAL BIXAD",103,BIXAD,65121,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:53:30",1390,1362,4,3,21,645,621,0,3,21,624,21,1528,883,15,0,3,9,548,15,34
15,COVASNA,"CĂMINUL CULTURAL BRĂDET",88,"ORAŞ ÎNTORSURA BUZĂULUI",63580,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 14:25:23",990,981,3,5,1,460,454,0,5,1,435,25,1091,631,73,140,105,110,6,1,0
15,COVASNA,"CĂMINUL CULTURAL CĂPENI",72,"ORAŞ BARAOLT",63447,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:31:48",807,800,1,0,6,405,399,0,0,6,388,17,881,476,2,1,4,0,333,17,31
15,COVASNA,"CĂMINUL CULTURAL CATALINA",123,CATALINA,64130,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 14:20:53",1085,1082,1,0,2,621,619,0,0,2,582,39,1122,501,17,5,4,8,430,114,4
15,COVASNA,"CĂMINUL CULTURAL CHICHIŞ",133,CHICHIŞ,64238,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:19:15",849,800,4,5,40,582,536,1,5,40,570,12,913,331,22,18,8,34,483,2,3
15,COVASNA,"CĂMINUL CULTURAL DALNIC",136,DALNIC,65147,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:31:55",756,754,0,2,0,407,405,0,2,0,366,41,828,421,6,5,0,2,270,81,2
15,COVASNA,"CĂMINUL CULTURAL DIN BODOC",104,BODOC,63893,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:45:02",935,916,3,1,15,629,612,1,1,15,609,20,982,353,3,3,1,7,582,10,3
15,COVASNA,"CĂMINUL CULTURAL DIN SATUL FOTOŞ",149,GHIDFALĂU,64345,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:22:31",297,291,0,0,6,215,209,0,0,6,211,4,300,85,1,1,0,0,201,8,0
15,COVASNA,"CĂMINUL CULTURAL DIN SATUL GHIDFALĂU",147,GHIDFALĂU,64345,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:23:21",933,914,4,2,13,427,409,3,2,13,414,13,1059,632,10,1,2,0,374,24,3
15,COVASNA,"CĂMINUL CULTURAL ESTELNIC",141,ESTELNIC,65154,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:12:48",714,687,2,4,21,401,375,1,4,21,385,16,690,289,3,0,1,4,360,15,2
15,COVASNA,"CĂMINUL CULTURAL HĂGHIG",151,HĂGHIG,64390,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 15:13:50",1494,1441,1,20,32,868,816,0,20,32,712,156,1613,745,207,143,24,157,162,11,8
15,COVASNA,"CĂMINUL CULTURAL HĂTIUCA",124,CATALINA,64130,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:27:30",369,366,1,2,0,260,258,0,2,0,254,6,401,141,2,3,1,0,194,54,0
15,COVASNA,"CĂMINUL CULTURAL HILIB",169,OJDULA,64602,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:43:59",212,204,1,6,1,132,125,0,6,1,128,4,300,168,1,4,0,1,114,7,1
15,COVASNA,"CĂMINUL CULTURAL ILIENI",153,ILIENI,64425,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 14:32:59",905,876,4,4,21,647,623,0,4,20,629,18,938,291,6,5,4,4,479,110,21
15,COVASNA,"CĂMINUL CULTURAL LISNĂU",173,OZUN,64639,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:29:53",441,436,2,3,0,199,196,0,3,0,187,12,500,301,9,4,6,6,157,5,0
15,COVASNA,"CĂMINUL CULTURAL LUNGA",65,"MUNICIPIUL TÂRGU SECUIESC",63740,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:29:29",978,957,1,6,14,422,402,0,6,14,408,14,1100,678,6,4,1,3,361,18,15
15,COVASNA,"CĂMINUL CULTURAL LUTOASA",162,MERENI,65105,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-14 13:41:36",338,321,2,3,12,201,186,0,3,12,191,10,400,199,1,0,1,0,185,3,1
15,COVASNA,"CĂMINUL CULTURAL MĂRCUŞA",126,CATALINA,64130,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:09:40",503,503,0,0,0,267,267,0,0,0,251,16,600,333,1,4,3,0,204,39,0
15,COVASNA,"CĂMINUL CULTURAL MERENI",161,MERENI,65105,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-14 13:27:52",693,662,2,6,23,396,367,0,6,23,388,8,724,328,4,1,1,0,373,6,3
15,COVASNA,"CĂMINUL CULTURAL NR.1 ZAGON",206,ZAGON,65011,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-14 14:41:39",1625,1527,3,23,72,1140,1044,1,23,72,1094,46,1800,660,37,24,3,19,1003,6,2
15,COVASNA,"CĂMINUL CULTURAL OZUN",170,OZUN,64639,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:18:17",941,929,3,0,9,403,394,0,0,9,382,21,1022,619,8,20,5,7,321,18,3
15,COVASNA,"CĂMINUL CULTURAL PĂPĂUŢI",208,ZAGON,65011,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:27:24",989,965,2,3,19,601,579,0,3,19,585,16,1100,499,115,38,82,42,305,3,0
15,COVASNA,"CĂMINUL CULTURAL PETENI",212,ZĂBALA,65048,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:51:03",147,133,1,6,7,64,51,0,6,7,57,7,200,136,5,1,1,2,45,2,1
15,COVASNA,"CĂMINUL CULTURAL PETRICENI",186,SÂNZIENI,64826,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:29:06",694,665,0,2,27,329,300,0,2,27,321,8,800,471,1,1,2,1,307,7,2
15,COVASNA,"CĂMINUL CULTURAL RECI",179,RECI,64773,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:10:48",1190,1160,0,3,27,649,619,0,3,27,630,19,1200,551,8,9,4,0,593,15,1
15,COVASNA,"CĂMINUL CULTURAL SACIOVA",182,RECI,64773,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:39:19",108,98,0,4,6,79,69,0,4,6,74,5,200,121,1,1,1,0,69,0,2
15,COVASNA,"CĂMINUL CULTURAL SURCEA",213,ZĂBALA,65048,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:50:52",488,480,0,4,4,272,264,0,4,4,250,22,500,228,3,1,0,1,233,7,5
15,COVASNA,"CĂMINUL CULTURAL TĂLIŞOARA",118,BRĂDUŢ,64041,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:03:56",609,581,1,3,24,394,367,0,3,24,388,6,689,295,6,2,0,1,367,8,4
15,COVASNA,"CĂMINUL CULTURAL TAMAŞFALĂU",214,ZĂBALA,65048,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:08:04",386,375,0,7,4,186,175,0,7,4,175,11,400,214,1,1,0,2,152,13,6
15,COVASNA,"CĂMINUL CULTURAL TINOASA",64,"MUNICIPIUL TÂRGU SECUIESC",63740,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:37:04",352,346,0,6,0,155,149,0,6,0,151,4,400,245,1,2,2,1,131,10,4
15,COVASNA,"CĂMINUL CULTURAL ŢUFALAU",111,"BOROŞNEU MARE",63937,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:48:35",200,170,0,17,13,132,102,0,17,13,126,6,200,68,24,1,2,0,89,4,6
15,COVASNA,"CĂMINUL CULTURAL TURIA",193,TURIA,64871,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-14 13:06:56",1002,966,1,1,34,474,439,0,1,34,459,15,1061,587,7,1,0,3,434,11,3
15,COVASNA,"CĂMINUL CULTURAL VALEA SCURTĂ",142,ESTELNIC,65154,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:58:38",225,211,0,3,11,142,128,0,3,11,140,2,300,158,1,0,1,0,132,0,6
15,COVASNA,"CĂMINUL CULTURAL VÎRGHIŞ",205,VÂRGHIŞ,64997,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:02:37",1521,1443,5,7,66,814,740,1,7,66,781,33,1599,785,6,5,2,3,660,86,19
15,COVASNA,"CĂMINUL CULTURAL ZĂBALA",209,ZĂBALA,65048,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:52:48",1268,1232,2,8,26,597,563,0,8,26,561,36,1310,713,18,11,5,9,490,24,4
15,COVASNA,"CĂMINUL CULTURAL ZĂBALA (PAVA)",211,ZĂBALA,65048,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:15:56",695,683,2,5,5,242,231,1,5,5,217,25,800,558,7,5,0,10,183,9,3
15,COVASNA,"CĂMINUL CULTURAL ”ZSÖGÖN ZOLTÁN” OJDULA CLUBUL TINERETULUI",167,OJDULA,64602,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:47:16",1422,1409,0,5,8,557,544,0,5,8,445,112,1479,922,13,3,0,9,335,81,4
15,COVASNA,"CĂMINUL CULTURAL ”ZSÖGÖN ZOLTÁN” OJDULA SALA MARE",168,OJDULA,64602,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:01:57",1372,1336,1,13,22,713,678,0,13,22,669,44,1500,787,19,4,5,13,517,106,5
15,COVASNA,"CASA CANTORIALĂ AITA MEDIE",91,"AITA MARE",63777,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 11:53:38",636,615,3,3,15,303,286,1,3,13,288,15,700,397,24,26,2,3,199,33,1
15,COVASNA,"CASA COMUNALA MĂRTINENI",127,CATALINA,64130,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:49:59",486,483,0,3,0,293,290,0,3,0,271,22,496,203,8,2,2,1,183,73,2
15,COVASNA,"CASA COMUNITARĂ - PARTER",185,SÂNZIENI,64826,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:12:37",214,210,0,0,4,125,121,0,0,4,119,6,300,175,3,2,1,0,111,1,1
15,COVASNA,"CASA DE CULTURĂ BARAOLT",67,"ORAŞ BARAOLT",63447,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:11:59",1216,1190,2,7,17,599,575,0,7,17,575,24,1300,701,6,8,3,7,436,46,69
15,COVASNA,"CASA DE CULTURĂ-CHIURUŞ",82,"ORAŞ COVASNA",63526,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:39:55",414,406,0,7,1,241,233,0,7,1,217,24,491,250,17,3,2,1,189,1,4
15,COVASNA,"CASA DE CULTURĂ ÎNTORSURA BUZĂULUI",86,"ORAŞ ÎNTORSURA BUZĂULUI",63580,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:22:08",1209,1197,1,11,0,580,569,0,11,0,559,21,1294,714,72,194,189,98,5,0,1
15,COVASNA,"CASA DE CULTURĂ ”KÓNYA ÁDÁM”",1,"MUNICIPIUL SFÂNTU GHEORGHE",63394,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:27:09",1379,1357,5,9,8,669,652,0,9,8,650,19,1522,853,18,9,17,11,563,13,19
15,COVASNA,"CASA MULTIFUNCȚIONALĂ ”CONACUL FARKAS”",128,CERNAT,64194,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:21:46",663,636,3,0,24,377,353,0,0,24,360,17,626,249,2,0,0,0,302,31,25
15,COVASNA,"CASA MULTIFUNCȚIONALĂ ICAFĂLĂU",132,CERNAT,64194,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:05:22",222,211,1,0,10,127,116,1,0,10,124,3,300,173,0,0,0,1,114,6,3
15,COVASNA,"CASA MUNICIPALĂ DE CULTURĂ ”VIGADÓ” TÂRGU SECUIESC",51,"MUNICIPIUL TÂRGU SECUIESC",63740,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-14 12:23:27",1297,1285,3,7,2,543,534,0,7,2,525,18,1385,842,10,3,5,5,421,72,9
15,COVASNA,"CASA PAROHIALĂ-ANINOASA",180,RECI,64773,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:07:29",338,335,0,2,1,156,153,0,2,1,148,8,400,244,6,2,0,2,136,1,1
15,COVASNA,"CENTRUL CULTURAL BREŢCU",119,BREŢCU,64096,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:55:24",1103,1060,1,1,41,583,541,0,1,41,564,19,1212,629,28,53,4,13,439,23,4
15,COVASNA,"CENTRUL CULTURAL BREŢCU",120,BREŢCU,64096,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:58:54",855,830,1,0,24,440,415,1,0,24,393,47,900,460,67,75,15,30,196,7,3
15,COVASNA,"CENTRUL DE ZI PENTRU COPII IARĂȘ",152,HĂGHIG,64390,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 14:26:20",419,393,0,20,6,285,265,0,14,6,235,50,400,115,91,88,7,41,6,1,1
15,COVASNA,"CENTRUL MULTICULTURAL ”NÉRI SZENT FÜLÖP”",2,"MUNICIPIUL SFÂNTU GHEORGHE",63394,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-14 14:57:11",1365,1355,2,7,1,543,534,1,7,1,433,110,1500,957,88,4,4,7,310,7,13
15,COVASNA,"CENTRUL MULTIFUNCŢIONAL BELIN VALE",102,BELIN,63866,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 12:28:27",1186,1184,1,0,1,693,692,0,0,1,254,439,1299,606,32,36,10,104,67,3,2
15,COVASNA,"CLĂDIREA CĂMINULUI CULTURAL BICFALĂU",172,OZUN,64639,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:38:11",314,302,4,2,6,168,160,0,2,6,159,9,300,132,8,2,3,4,136,6,0
15,COVASNA,"CLĂDIREA CĂMINULUI CULTURAL VALEA MARE",199,"VALEA MARE",65099,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:29:54",938,902,1,31,4,611,575,1,31,4,587,24,993,382,465,10,16,88,7,1,0
15,COVASNA,"CLĂDIREA CONSILIULUI LOCAL CERNAT, ALBIŞ",131,CERNAT,64194,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:12:58",337,317,2,3,15,210,192,0,3,15,204,6,400,190,1,0,1,1,186,9,6
15,COVASNA,"CLĂDIRE ADMINISTRATIVĂ (FOSTUL SEDIU AL ŞCOLII) LUNCA OZUNULUI",174,OZUN,64639,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:43:35",156,144,0,5,7,89,77,0,5,7,80,9,200,111,21,10,17,16,16,0,0
15,COVASNA,"CLĂDIREA FOSTEI BIBLIOTECI (CONACUL PÜNKÖSTI)",171,OZUN,64639,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:56:39",1187,1181,1,0,5,604,599,0,0,5,580,24,1300,696,16,32,10,12,486,19,5
15,COVASNA,"CLĂDIREA FOSTEI ŞCOLI GENERALE CU CLASELE I-IV ERESTEGHIN",165,MOACŞA,64568,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:22:46",171,171,0,0,0,108,108,0,0,0,101,7,150,42,0,6,1,0,92,2,0
15,COVASNA,"CLĂDIREA POPICĂRIEI ZOLTAN",150,GHIDFALĂU,64345,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:22:23",364,353,0,0,11,204,193,0,0,11,195,9,400,196,1,1,3,1,176,12,1
15,COVASNA,"CLĂDIREA ȘCOLII ELEMENTARE",175,OZUN,64639,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:01:47",102,95,0,6,1,53,46,0,6,1,51,2,100,47,0,0,1,0,46,3,1
15,COVASNA,"CLĂDIRE PRIMARIEI CĂMINUL CULTURAL BAŢANII MARI",97,BĂŢANI,63802,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-14 12:00:39",1653,1635,3,3,12,885,870,0,3,12,833,52,1841,956,12,7,5,12,739,36,22
15,COVASNA,"CLUBUL CĂMINULUI CULTURAL BRĂDUŢ",115,BRĂDUŢ,64041,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:54:38",686,653,0,6,27,471,438,0,6,27,462,9,800,329,5,1,1,2,438,6,9
15,COVASNA,"CLUBUL CĂMINULUI CULTURAL DOBOŞENI",116,BRĂDUŢ,64041,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:03:06",1567,1522,1,7,37,838,794,0,7,37,774,64,1700,862,38,18,4,187,521,0,6
15,COVASNA,"CLUBUL CĂMINULUI CULTURAL FILIA",117,BRĂDUŢ,64041,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:59:34",938,885,0,0,53,629,580,0,0,49,621,8,964,335,3,0,1,0,605,5,7
15,COVASNA,"CLUBUL CĂMINULUI CULTURAL SÂNZIENI",184,SÂNZIENI,64826,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:47:42",990,957,0,0,33,543,510,0,0,33,532,11,1100,557,18,4,2,0,493,12,3
15,COVASNA,"CLUBUL NR. 2 ZĂBALA",210,ZĂBALA,65048,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:07:41",829,817,2,5,5,374,363,1,5,5,334,40,900,526,48,92,17,48,121,7,1
15,COVASNA,"CLUBUL ORĂȘENESC- COVASNA",76,"ORAŞ COVASNA",63526,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 17:22:49",1292,1275,4,7,6,582,569,0,7,6,561,21,1390,808,28,21,12,16,460,10,14
15,COVASNA,"COLEGIUL NAȚIONAL ”NAGY MÓZES” TÂRGU SECUIESC",52,"MUNICIPIUL TÂRGU SECUIESC",63740,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-14 12:41:29",1101,1090,1,5,5,515,505,0,5,5,481,34,1200,685,10,7,2,6,365,76,15
15,COVASNA,"COLEGIUL NAȚIONAL ”SZÉKELY MIKÓ”",3,"MUNICIPIUL SFÂNTU GHEORGHE",63394,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:30:49",1088,1062,11,8,7,528,513,0,8,7,518,10,1200,672,16,19,26,12,398,29,18
15,COVASNA,"DIRECŢIA FINANŢE PUBLICE MUNICIPALE",5,"MUNICIPIUL SFÂNTU GHEORGHE",63394,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-14 15:11:59",815,793,5,11,6,410,393,0,11,6,406,4,900,490,24,9,16,10,322,15,10
15,COVASNA,"DIRECȚIA FINANȚE PUBLICE MUNICIPALE",4,"MUNICIPIUL SFÂNTU GHEORGHE",63394,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-14 15:09:51",818,799,2,11,6,380,363,0,11,6,372,8,900,520,22,11,19,11,278,18,13
15,COVASNA,"GRĂDINIȚA CU PROGRAM NORMAL BELIN",101,BELIN,63866,5,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-13 11:10:57",1078,1035,0,4,39,717,674,0,4,39,646,71,1186,469,19,22,5,42,487,10,61
15,COVASNA,"GRĂDINIŢA CU PROGRAM NORMAL ”BENEDEK ELEK” TÂRGU SECUIESC",55,"MUNICIPIUL TÂRGU SECUIESC",63740,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:44:01",1243,1229,2,7,5,462,450,0,7,5,452,10,1400,938,15,15,8,7,327,66,14
15,COVASNA,"GRĂDINIȚA CU PROGRAM NORMAL CRASNA",191,"SITA BUZĂULUI",63688,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:13:01",451,451,0,0,0,248,248,0,0,0,230,18,500,252,23,83,10,114,0,0,0
15,COVASNA,"GRĂDINIȚA CU PROGRAM NORMAL NR.2 CERNAT",130,CERNAT,64194,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-14 13:30:07",885,858,5,0,22,503,481,0,0,22,473,30,1000,497,2,2,1,2,370,42,54
15,COVASNA,"GRĂDINIȚA CU PROGRAM NORMAL NR.3 SITA BUZĂULUI",190,"SITA BUZĂULUI",63688,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:11:31",873,870,0,1,2,512,509,0,1,2,484,28,1000,488,74,282,18,96,10,3,1
15,COVASNA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 3 TÂRGU SECUIESC",60,"MUNICIPIUL TÂRGU SECUIESC",63740,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:43:06",903,890,1,10,2,404,392,0,10,2,395,9,1000,596,14,5,1,2,319,41,13
15,COVASNA,"GRĂDINIȚA CU PROGRAM NORMAL PĂDURENI",166,MOACŞA,64568,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:42:09",265,265,0,0,0,144,144,0,0,0,137,7,300,156,2,15,0,0,120,0,0
15,COVASNA,"GRĂDINIŢA CU PROGRAM NORMAL SÂNCRAIU",155,ILIENI,64425,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:23:32",470,453,5,2,10,325,312,1,2,10,311,14,500,175,7,13,5,9,241,29,7
15,COVASNA,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”ÁRVÁCSKA”",24,"MUNICIPIUL SFÂNTU GHEORGHE",63394,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:41:05",817,811,0,3,3,280,274,0,3,3,266,14,900,620,15,11,5,19,204,8,4
15,COVASNA,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”ÁRVÁCSKA”",23,"MUNICIPIUL SFÂNTU GHEORGHE",63394,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:55:55",1237,1223,1,5,8,452,439,0,5,8,435,17,1400,948,20,20,13,26,334,13,9
15,COVASNA,"GRĂDINIȚA CU PROGRAM PRELUNGIT ”ÁRVÁCSKA”",25,"MUNICIPIUL SFÂNTU GHEORGHE",63394,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:22:44",1151,1136,1,9,5,392,378,0,9,5,382,10,1300,908,14,10,10,18,311,10,9
15,COVASNA,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”BENEDEK ELEK”",39,"MUNICIPIUL SFÂNTU GHEORGHE",63394,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:07:54",902,888,1,8,5,443,430,0,8,5,437,6,1000,557,23,25,21,16,332,12,8
15,COVASNA,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”CIMBORA”",69,"ORAŞ BARAOLT",63447,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 11:59:44",1135,1128,2,4,1,575,570,0,4,1,552,23,1224,649,6,4,2,2,428,32,78
15,COVASNA,"GRĂDINIȚA CU PROGRAM PRELUNGIT ” CSIPKERÓZSIKA”",57,"MUNICIPIUL TÂRGU SECUIESC",63740,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-14 12:45:33",1326,1316,1,8,1,518,509,0,8,1,508,10,1500,982,19,10,3,2,391,67,16
15,COVASNA,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”GULLIVER”",13,"MUNICIPIUL SFÂNTU GHEORGHE",63394,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-14 15:06:34",856,841,4,5,6,378,363,4,5,6,367,11,900,522,9,7,8,6,315,17,5
15,COVASNA,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”GULLIVER”",12,"MUNICIPIUL SFÂNTU GHEORGHE",63394,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:18:55",943,926,6,2,9,426,415,0,2,9,421,5,1000,574,3,5,4,4,377,9,19
15,COVASNA,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”GULLIVER”",10,"MUNICIPIUL SFÂNTU GHEORGHE",63394,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:16:39",1614,1589,8,8,9,794,778,0,8,8,786,8,1700,906,12,15,23,14,635,41,46
