precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MIKE GABRIELLA-PARTIDUL SOCIAL DEMOCRAT-voturi","FLOROIAN STELIAN-OLIMPIU-PARTIDUL NAȚIONAL LIBERAL-voturi","POPA MARIUS-CĂTĂLIN-UNIUNEA SALVAȚI ROMÂNIA-voturi","POGORAN DUMITRU-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","TAMÁS SÁNDOR-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","FAZAKAS PÉTER-ALIANȚA MAGHIARĂ DIN TRANSILVANIA - ERDÉLYI MAGYAR SZÖVETSÉG-voturi","NAGY GÁBOR-LEVENTE-FORȚA CIVICĂ MAGHIARĂ - MAGYAR POLGÁRI ERŐ-voturi"
15,COVASNA,"ȘCOALA PRIMARĂ ÎNTORSURA BUZĂULUI",87,"ORAŞ ÎNTORSURA BUZĂULUI",63580,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-14 12:56:19",812,807,1,4,0,492,488,0,4,0,421,71,900,408,73,138,94,107,4,5,0
15,COVASNA,"ŞCOALA PRIMARĂ ”JÓKAI MÓR” TURIA",194,TURIA,64871,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:29:52",668,630,0,3,35,348,310,0,3,35,338,10,700,352,1,2,0,0,321,12,2
15,COVASNA,"ŞCOALA PRIMARĂ LEŢ",110,"BOROŞNEU MARE",63937,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:56:49",519,487,0,13,19,320,288,0,13,19,312,8,600,280,56,2,0,1,240,11,2
15,COVASNA,"ȘCOALA PRIMARĂ LUNCA MĂRCUȘULUI",138,DOBÂRLĂU,64265,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:00:53",292,287,0,2,3,169,164,0,2,3,156,13,300,131,87,37,14,16,2,0,0
15,COVASNA,"ŞCOALA PRIMARĂ MALNAŞ BĂI",159,MALNAŞ,64504,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:11:27",354,347,0,3,4,150,143,0,3,4,148,2,400,250,7,2,6,4,116,9,4
15,COVASNA,"ŞCOALA PRIMARĂ MĂRCUŞ",139,DOBÂRLĂU,64265,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:36:38",338,331,1,5,1,189,183,0,5,1,182,7,400,211,96,32,13,35,5,1,0
15,COVASNA,"ŞCOALA PRIMARĂ MĂRTĂNUŞ",121,BREŢCU,64096,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:11:22",603,588,0,5,10,274,259,0,5,10,255,19,700,426,20,44,1,18,160,10,2
15,COVASNA,"ȘCOALA PRIMARĂ MICLOŞOARA",73,"ORAŞ BARAOLT",63447,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:52:29",328,308,1,3,16,181,162,0,3,16,168,13,402,221,3,0,1,0,144,17,3
15,COVASNA,"ŞCOALA PRIMARĂ NR.2 GHELINŢA",145,GHELINŢA,64318,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:57:40",1151,1102,0,1,48,692,643,0,1,48,673,19,1200,508,2,2,2,8,642,3,14
15,COVASNA,"ŞCOALA PRIMARĂ NR.2 LEMNIA DE SUS",157,LEMNIA,64461,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:26:31",851,826,0,2,23,390,365,0,2,23,376,14,900,510,4,1,1,0,356,10,4
15,COVASNA,"ŞCOALA PRIMARĂ NR.3 TURIA",195,TURIA,64871,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:23:53",1172,1147,0,0,25,535,510,0,0,25,506,29,1300,765,19,2,5,4,465,9,2
15,COVASNA,"ŞCOALA PRIMARĂ ”REMÉNYIK SÁNDOR” ALUNGENI",196,TURIA,64871,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:14:26",250,226,4,0,20,146,126,0,0,20,142,4,300,154,1,0,0,0,140,1,0
15,COVASNA,"ŞCOALA PRIMARĂ RUSENI, TÂRGU SECUIESC",63,"MUNICIPIUL TÂRGU SECUIESC",63740,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:54:58",609,602,1,5,1,353,347,0,5,1,346,7,600,247,3,10,4,1,262,55,11
15,COVASNA,"ŞCOALA PRIMARĂ ”TUZSON JÁNOS” BELANI",178,POIAN,64719,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:04:34",393,379,2,1,11,242,230,0,1,11,234,8,431,189,1,1,1,0,193,38,0
15,COVASNA,"ŞCOALA PRIMARĂ VALEA DOBÂRLĂULUI",140,DOBÂRLĂU,64265,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:03:30",264,258,0,4,2,170,164,0,4,2,161,9,299,129,93,25,5,35,2,0,1
15,COVASNA,"ŞCOALA PRIMARĂ VALEA ZĂLANULUI",160,MALNAŞ,64504,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-09 23:41:36",91,90,0,1,0,43,42,0,1,0,42,1,100,57,0,1,0,0,41,0,0
15,COVASNA,"ȘCOALA PRIMARĂ ” VIDA ANDRÁS” PACHIA",113,BRATEŞ,64005,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:28:14",254,247,0,0,7,151,144,0,0,7,148,3,300,149,1,2,1,1,141,1,1
15,COVASNA,"SCOLA PRIMARĂ DOBOLII DE SUS",109,"BOROŞNEU MARE",63937,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:47:47",214,182,0,32,0,147,115,0,32,0,143,4,200,53,83,0,0,1,58,1,0
15,COVASNA,"SEDIUL CONSILIULUI LOCAL ARCUŞ",92,ARCUŞ,65113,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 13:33:45",1434,1400,7,0,27,875,848,0,0,27,855,20,1586,711,10,6,3,2,791,33,10
15,COVASNA,"SEDIUL DE DEPLASARE AL PRIMARIEI ÎN AITA SEACĂ",98,BĂŢANI,63802,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 11:29:03",566,551,0,7,8,289,274,0,7,8,260,29,600,311,6,2,3,1,236,8,4
15,COVASNA,"SEDIUL DE DEPLASARE AL PRIMARIEI ÎN SATUL HERCULIAN",100,BĂŢANI,63802,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:33:00",932,923,0,0,9,456,447,0,0,9,370,86,1000,544,15,5,1,24,298,17,10
15,COVASNA,"SEDIUL PRIMĂRIEI",158,MALNAŞ,64504,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:01:53",411,400,0,0,11,242,231,0,0,11,231,11,415,173,1,0,1,1,223,2,3
15,COVASNA,"SEDIUL PRIMARIEI COMANDĂU",135,COMANDĂU,63553,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:03:28",801,776,2,2,21,446,423,0,2,21,417,29,876,430,4,8,0,6,359,13,27
15,COVASNA,"SEDIUL PRIMĂRIEI COMUNEI AITA MARE",90,"AITA MARE",63777,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:20:37",715,689,4,8,14,379,357,0,8,14,364,15,772,393,5,8,2,7,335,5,2
15,COVASNA,"SEDIUL PRIMĂRIEI ÎN SATUL ARACI-CORPUL A",200,VÂLCELE,64942,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:32:28",667,649,0,3,15,437,419,0,3,15,359,78,700,263,82,204,5,23,43,1,1
15,COVASNA,"SEDIUL PRIMĂRIEI ÎN SATUL ARACI-CORPUL B",201,VÂLCELE,64942,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:58:12",987,976,1,3,7,653,643,0,3,7,528,125,1100,447,113,307,12,53,38,4,1
15,COVASNA,"SEDIUL PRIMĂRIEI LEMNIA",156,LEMNIA,64461,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 17:17:34",708,676,2,3,27,404,373,1,3,27,379,25,753,349,6,0,4,1,349,13,6
15,COVASNA,"ŞTRAND MUNICIPAL SFÂNTU GHEORGHE",40,"MUNICIPIUL SFÂNTU GHEORGHE",63394,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 16:53:37",1309,1296,5,4,4,517,508,1,4,4,496,21,1400,883,7,39,12,29,382,15,12
15,COVASNA,"ŞTRAND MUNICIPAL SFÂNTU GHEORGHE",41,"MUNICIPIUL SFÂNTU GHEORGHE",63394,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:28:21",1594,1563,15,12,4,703,686,1,12,4,678,25,1700,997,43,32,31,27,509,19,17
15,COVASNA,"UNIVERSITATEA ”SAPIENTIA” SFANTU GHEORGHE",28,"MUNICIPIUL SFÂNTU GHEORGHE",63394,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:50:25",863,842,2,6,13,373,354,0,6,13,364,9,900,527,11,6,27,10,297,4,9
15,COVASNA,"UNIVERSITATEA ”SAPIENTIA” SFANTU GHEORGHE",27,"MUNICIPIUL SFÂNTU GHEORGHE",63394,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-14 15:05:47",1481,1454,2,5,20,671,646,0,5,20,660,11,1600,929,19,19,18,8,565,19,12
