precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","ALIANȚA MAGHIARĂ DIN TRANSILVANIA - ERDÉLYI MAGYAR SZÖVETSÉG-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL PATRIOȚII POPORULUI ROMÂN-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
5,BIHOR,"CLĂDIRE MULTIFUNCȚIONALĂ DE INTERES PUBLIC",625,TILEAGD,31716,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:39:04",477,466,1,7,3,289,279,0,7,3,273,9,514,232,0,51,19,193,6,0,2,0,2
5,BIHOR,"CLĂDIRE MULTIFUNCȚIONALĂ RÂPA",636,TINCA,31789,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:01:55",449,401,0,12,36,330,282,0,12,36,314,15,461,131,3,64,7,236,2,0,2,0,0
5,BIHOR,"CLUBUL COPIILOR",160,"MUNICIPIUL MARGHITA",26877,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:07:11",1197,1174,2,9,12,575,554,0,9,12,567,8,1330,755,278,58,19,198,5,1,5,1,2
5,BIHOR,"CLUBUL TINERETULUI",197,"ORAŞ SĂCUENI",30915,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 22:57:23",753,711,1,6,35,551,510,0,6,35,535,16,824,273,444,9,3,15,3,61,0,0,0
5,BIHOR,"COLEGIUL ECONOMIC ” PARTENIE COSMA ”",1,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:50:28",1675,1542,93,39,1,742,702,0,39,1,733,9,1665,923,81,55,29,530,20,7,6,2,3
5,BIHOR,"COLEGIUL NAŢIONAL ”EMANUIL GOJDU”",125,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:22:15",782,739,37,6,0,303,297,0,6,0,295,8,805,502,72,34,7,149,19,7,2,4,1
5,BIHOR,"COLEGIUL NAŢIONAL ”EMANUIL GOJDU”",126,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:17:35",718,699,8,11,0,317,306,0,11,0,315,2,766,449,58,35,15,172,23,7,4,1,0
5,BIHOR,"COLEGIUL NAŢIONAL ”IOSIF VULCAN”",131,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:43:16",943,890,31,21,1,323,301,0,21,1,315,8,977,654,84,36,16,131,17,21,8,1,1
5,BIHOR,"COLEGIUL NAŢIONAL ”IOSIF VULCAN”",130,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:07:53",750,740,6,4,0,313,309,0,4,0,310,3,810,497,76,21,8,161,18,21,3,1,1
5,BIHOR,"COLEGIUL NAȚIONAL ”IOSIF VULCAN”",135,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:35:30",1096,1061,26,9,0,469,460,0,9,0,461,8,1158,689,45,53,28,296,22,6,7,4,0
5,BIHOR,"COLEGIUL NAȚIONAL ”IOSIF VULCAN”",133,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:02:26",1243,1227,8,8,0,589,581,0,8,0,579,9,1384,796,50,64,33,389,21,8,8,2,4
5,BIHOR,"COLEGIUL NAȚIONAL ”IOSIF VULCAN”",134,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:41:04",1010,1002,5,3,0,436,433,0,3,0,425,11,1138,702,42,55,14,292,10,0,7,1,4
5,BIHOR,"COLEGIUL NAȚIONAL ”IOSIF VULCAN”",132,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:35:00",1754,1725,18,10,1,735,724,0,10,1,725,10,1893,1158,92,90,27,472,24,11,7,0,2
5,BIHOR,"COLEGIUL NAŢIONAL ”MIHAI EMINESCU”",121,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:53:34",1057,1036,8,12,1,435,425,0,9,1,431,4,1215,780,114,31,23,205,26,20,6,2,4
5,BIHOR,"COLEGIUL NAŢIONAL ”OCTAVIAN GOGA”",154,"MUNICIPIUL MARGHITA",26877,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:20:55",1547,1501,2,9,35,862,818,0,9,35,841,21,1657,795,416,87,32,286,15,1,3,1,0
5,BIHOR,"COLEGIUL NAŢIONAL ”OCTAVIAN GOGA”",155,"MUNICIPIUL MARGHITA",26877,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:18:51",1484,1456,2,8,18,793,766,1,8,18,773,20,1606,813,302,91,25,324,14,0,17,0,0
5,BIHOR,"COLEGIUL NAŢIONAL ”OCTAVIAN GOGA”",156,"MUNICIPIUL MARGHITA",26877,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:15:30",1227,1212,0,10,5,644,629,0,10,5,637,6,1340,697,245,82,13,283,5,3,1,2,3
5,BIHOR,"COLEGIUL NAŢIONAL ”OCTAVIAN GOGA”",158,"MUNICIPIUL MARGHITA",26877,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:08:08",1243,1223,2,12,6,641,623,0,12,6,635,6,1349,708,208,72,14,306,18,2,10,0,5
5,BIHOR,"COLEGIUL NAŢIONAL ”OCTAVIAN GOGA”",157,"MUNICIPIUL MARGHITA",26877,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:30:28",1163,1144,5,4,10,595,581,0,4,10,592,3,1270,675,251,68,17,242,10,0,4,0,0
5,BIHOR,"COLEGIUL NAȚIONAL ”ONISIFOR GHIBU”",25,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:41:09",1615,1601,6,8,0,614,606,0,8,0,605,9,1819,1205,109,59,0,393,18,6,13,0,7
5,BIHOR,"COLEGIUL NAȚIONAL ”ONISIFOR GHIBU”",24,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:46:05",1330,1321,1,7,1,539,531,0,7,1,535,4,1453,914,60,50,28,369,6,8,8,4,2
5,BIHOR,"COLEGIUL NAȚIONAL ”ONISIFOR GHIBU”",27,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:12:59",1345,1325,7,12,1,554,541,0,12,1,542,12,1504,950,67,63,15,353,17,9,6,2,10
5,BIHOR,"COLEGIUL NAȚIONAL ”ONISIFOR GHIBU”",26,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:39:49",1419,1394,4,21,0,558,537,0,21,0,533,25,1629,1071,38,45,27,392,9,6,9,2,5
5,BIHOR,"COLEGIUL NAȚIONAL ”ONISIFOR GHIBU”",23,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:02:20",1621,1555,37,11,18,700,672,0,11,17,697,3,1763,1063,71,64,24,484,36,7,6,2,3
5,BIHOR,"COLEGIUL NAȚIONAL TEODOR NEŞ",172,"MUNICIPIUL SALONTA",26975,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:19:54",740,732,3,4,1,382,377,0,4,1,373,9,812,430,200,29,16,95,18,8,2,1,4
5,BIHOR,"COLEGIUL TEHNIC ALEXANDRU ROMAN",183,"ORAŞ ALEŞD",26699,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:46:02",1483,1466,7,10,0,680,670,0,10,0,667,13,1622,942,83,105,36,367,44,3,22,3,4
5,BIHOR,"COLEGIUL TEHNIC ”IOAN CIORDAŞ”",149,"MUNICIPIUL BEIUŞ",26804,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:36:48",1157,1112,0,8,37,693,648,0,8,37,600,48,1278,630,70,120,38,354,9,0,6,2,1
5,BIHOR,"COLEGIUL TEHNIC„UNIREA” ŞTEI",203,"ORAŞ ŞTEI",26840,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:22:28",938,909,0,29,0,524,495,0,29,0,516,8,1117,593,8,103,33,343,27,0,2,0,0
5,BIHOR,"COLEGIUL TEHNIC „UNIREA” ŞTEI - ŞCOALA DE ŞOFERI",204,"ORAŞ ŞTEI",26840,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:00:35",1263,1219,0,38,6,634,590,0,38,6,617,17,1356,722,2,124,44,408,19,0,18,1,1
5,BIHOR,CONTAINER,330,CHIŞLAZ,28530,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:55:56",537,472,0,57,8,403,338,0,57,8,392,11,527,124,5,17,7,347,7,1,4,1,3
5,BIHOR,"CREŞA NR.2 ”PICIORUŞE VESELE”",9,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:57:42",1096,1084,4,8,0,401,393,0,8,0,400,0,1238,838,70,28,20,262,10,3,7,0,0
5,BIHOR,"CREȘA NR. 2 ” PICIORUȘE VESELE ”",7,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:30:26",723,713,3,7,0,247,240,0,7,0,242,5,811,564,31,24,6,158,13,6,3,0,1
5,BIHOR,"CREȘA ORADEA",37,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:29:07",1748,1738,3,7,0,755,748,0,7,0,741,9,1897,1142,47,73,42,547,18,4,5,2,3
5,BIHOR,"FOSTĂ GRADINIȚA PONIȚA",526,ROŞIA,30844,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:40:17",602,591,1,2,8,448,437,1,2,8,430,18,648,200,0,94,26,304,0,0,6,0,0
5,BIHOR,"FOSTA ŞCOALĂ CU CLASELE I - IV",598,ŞOIMI,31422,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:19:44",91,84,0,7,0,57,50,0,7,0,54,3,93,36,0,15,0,38,0,0,1,0,0
5,BIHOR,"FOSTA ȘCOALĂ CU CLASELE I - IV",594,ŞOIMI,31422,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:55:52",88,84,0,3,1,88,84,0,3,1,88,0,141,53,1,26,2,53,3,0,3,0,0
5,BIHOR,"FOSTA ȘCOALĂ CU CLASELE I - IV",597,ŞOIMI,31422,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:05:06",64,59,0,5,0,52,47,0,5,0,51,1,68,16,2,14,0,33,1,0,1,0,0
5,BIHOR,"FOSTA ȘCOALĂ CU CLASELE I- IV",595,ŞOIMI,31422,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:58:28",131,126,0,4,1,109,104,0,4,1,107,2,139,30,3,40,7,54,0,0,3,0,0
5,BIHOR,"FOSTA SCOALA CU CLASELE I-IV CIULEȘTI",576,SPINUŞ,31208,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:51:33",175,144,0,28,3,127,96,0,28,3,124,2,159,33,0,66,1,50,3,0,2,2,0
5,BIHOR,"FOSTA SCOALA CU CLASELE I-IV GURBEŞTI",577,SPINUŞ,31208,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:35:47",97,87,0,8,2,70,60,0,8,2,67,3,96,26,1,12,4,48,1,0,1,0,0
5,BIHOR,"FOSTA SCOALA CU CLASELE I-IV NĂDAR",578,SPINUŞ,31208,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:40:33",200,170,0,25,5,142,112,0,25,5,141,1,188,46,1,56,3,77,2,0,1,1,0
5,BIHOR,"FOSTA ȘCOALĂ CU CLASELE I-IV ȘOIMI",593,ŞOIMI,31422,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:00:57",639,631,0,7,1,203,195,0,7,1,173,19,689,493,4,61,7,98,1,0,0,0,2
5,BIHOR,"FOSTA ȘCOALĂ CU CLASELE I - VIII",599,ŞOIMI,31422,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:26:21",109,103,0,6,0,68,62,0,6,0,65,3,115,47,0,21,1,40,3,0,0,0,0
5,BIHOR,"FOSTA ȘCOALĂ CU CLS.I-IV",532,SĂCĂDAT,30871,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:22:35",168,139,0,28,1,108,79,0,28,1,105,3,153,45,0,27,5,68,1,0,4,0,0
5,BIHOR,"FOSTA ȘCOALĂ PRIMARĂ CU CLASELE I-IV",589,ŞIMIAN,31333,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:32:13",149,138,0,8,3,113,102,0,8,3,109,4,158,45,102,0,2,5,0,0,0,0,0
5,BIHOR,"FOSTA ŞCOALA PRIMARĂ DIN SĂRSIG",333,CHIŞLAZ,28530,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:54:41",245,215,0,26,4,161,131,0,26,4,151,8,240,79,5,9,8,123,1,0,4,1,0
5,BIHOR,"FOST SEDIU PRIMARIE",581,"SUPLACU DE BARCĂU",31262,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:08:35",972,966,0,3,3,596,590,0,3,3,577,19,1086,490,200,86,36,222,18,2,7,3,3
5,BIHOR,"FOSTUL MAGAZIN WAGNER",166,"MUNICIPIUL SALONTA",26975,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:23:59",1508,1490,6,7,5,752,739,1,7,5,726,26,1645,893,491,43,25,125,13,12,4,11,2
5,BIHOR,"FUNDAŢIA DE SCLEROZĂ MULTIPLĂ",94,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:37:28",1182,1175,0,7,0,457,450,0,7,0,451,6,1334,877,78,44,17,286,10,8,4,3,1
5,BIHOR,"FUNDAŢIA DE SCLEROZĂ MULTIPLĂ",93,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:50:53",1042,1031,6,5,0,432,427,0,5,0,425,7,1131,696,50,58,15,276,10,5,10,1,0
5,BIHOR,GRADINITA,562,"SÂNNICOLAU ROMÂN",32179,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:49:37",582,542,0,30,10,463,423,0,30,10,420,43,600,137,4,146,13,244,2,0,9,0,2
5,BIHOR,GRĂDINIŢA,313,CEFA,28246,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:05:35",173,161,2,3,7,111,99,2,3,7,102,8,180,70,1,11,6,78,1,0,3,0,2
5,BIHOR,"GRĂDINIȚA CETEA",253,BOROD,27560,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:48:55",191,174,0,17,0,136,119,0,17,0,128,8,192,56,1,72,11,40,2,0,2,0,0
5,BIHOR,"GRĂDINIŢA CU PROGRAM NORMAL",292,BUNTEŞTI,27971,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:25:58",378,367,0,6,5,299,288,0,6,5,293,6,400,101,0,26,84,174,7,0,1,1,0
5,BIHOR,"GRĂDINIŢA CU PROGRAM NORMAL ”101 DALMAŢIENI” CORDĂU",557,SÂNMARTIN,26582,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:23:00",1431,1403,3,16,9,974,949,0,16,9,958,16,1531,557,5,400,27,513,2,1,7,2,1
5,BIHOR,"GRĂDINIȚA CU PROGRAM NORMAL BELFIR",633,TINCA,31789,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:37:32",472,462,0,8,2,227,217,0,8,2,190,37,503,276,39,20,7,71,5,46,0,0,2
5,BIHOR,"GRĂDINIȚA CU PROGRAM NORMAL NR. 1",184,"ORAŞ ALEŞD",26699,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:19:45",1235,1198,10,20,7,676,649,0,20,7,668,8,1321,645,145,95,35,363,21,1,5,3,0
5,BIHOR,"GRĂDINIŢA CU PROGRAM NORMAL NR. 15",81,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:14:44",1999,1987,9,3,0,832,820,9,3,0,818,14,2181,1349,402,37,27,285,17,31,14,1,4
5,BIHOR,"GRĂDINIŢA CU PROGRAM NORMAL NR.17",56,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:05:53",1478,1453,18,7,0,610,603,0,7,0,607,3,1653,1043,108,61,20,374,22,12,6,0,4
5,BIHOR,"GRĂDINIȚA CU PROGRAM NORMAL NR.1 PETREU",476,PETREU,27169,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:26:32",1423,1398,2,10,13,733,708,2,10,13,676,57,1565,832,549,37,17,58,4,5,4,1,1
5,BIHOR,"GRĂDINIŢA CU PROGRAM NORMAL NR.2",33,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:49:40",1595,1564,3,28,0,718,690,0,28,0,715,3,1715,997,84,60,30,499,18,10,9,3,2
5,BIHOR,"GRĂDINIȚA CU PROGRAM NORMAL NR.2 SITANI",496,POMEZEU,30470,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:11:07",355,335,0,6,14,283,263,0,6,14,275,8,385,102,0,66,14,194,0,0,1,0,0
5,BIHOR,"GRĂDINIȚA CU PROGRAM NORMAL NR. 2 ZĂVOIU",546,SÂMBĂTA,31057,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:20:53",237,178,0,46,13,200,142,0,46,12,196,4,215,15,1,92,7,84,9,0,1,2,0
5,BIHOR,"GRĂDINIŢA CU PROGRAM NORMAL NR.3",648,"UILEACU DE BEIUŞ",31921,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:06:21",351,309,0,29,13,305,263,0,29,13,291,14,353,48,3,189,4,79,13,0,2,0,1
5,BIHOR,"GRĂDINIȚA CU PROGRAM NORMAL NR,3",587,ŞIMIAN,31333,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:13:03",254,243,1,4,6,134,124,0,4,6,129,5,278,144,102,4,12,5,2,0,4,0,0
5,BIHOR,"GRĂDINIȚA CU PROGRAM NORMAL NR.3",363,DERNA,29038,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:16:15",227,211,0,12,4,132,116,0,12,4,125,7,232,100,3,63,17,38,1,0,2,0,1
5,BIHOR,"GRĂDINIȚĂ CU PROGRAM NORMAL NR.3",342,COPĂCEL,28816,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:08:08",403,352,1,38,12,268,217,1,38,12,256,12,391,123,5,139,9,89,8,0,2,0,4
5,BIHOR,"GRĂDINIȚA CU PROGRAM NORMAL NR. 3 MUNTENI",283,BULZ,27935,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:58:14",403,393,0,4,6,326,316,0,4,6,319,7,440,114,0,96,12,199,6,0,3,2,1
5,BIHOR,"GRĂDINIȚA CU PROGRAM NORMAL NR. 3 OGEȘTI",543,SÂMBĂTA,31057,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:48:25",170,155,0,4,11,141,126,0,4,11,136,5,184,43,6,28,8,90,2,0,1,1,0
5,BIHOR,"GRĂDINIȚA CU PROGRAM NORMAL NR.4 ROGOZ",544,SÂMBĂTA,31057,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:07:25",241,214,0,13,14,186,159,0,13,14,182,4,248,62,2,66,11,97,3,0,1,1,1
5,BIHOR,"GRĂDINIŢA CU PROGRAM NORMAL NR. 4 UCURIŞ",465,OLCEA,30229,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:37:45",450,444,0,6,0,195,189,0,6,0,184,11,495,300,2,10,45,95,4,0,2,0,26
5,BIHOR,"GRĂDINIȚA CU PROGRAM NORMAL SĂCĂDAT",531,SĂCĂDAT,30871,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:12:24",878,758,2,112,6,640,522,0,112,6,610,11,829,208,2,231,35,336,2,0,1,1,2
5,BIHOR,"GRĂDINIŢA CU PROGRAM PRELUNGIT",148,"MUNICIPIUL BEIUŞ",26804,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:05:26",1081,1063,0,14,4,514,496,0,14,4,506,8,1187,673,30,93,21,324,24,0,8,4,2
5,BIHOR,"GRĂDINIȚA CU PROGRAM PRELUNGIT",473,PALEU,32161,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:36:54",780,757,9,13,1,503,489,0,13,1,494,9,828,325,60,74,10,331,5,14,0,0,0
5,BIHOR,"GRĂDINIȚĂ CU PROGRAM PRELUNGIT",193,"ORAŞ SĂCUENI",30915,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:45:23",1179,1161,2,11,5,675,659,0,11,5,657,18,1268,593,423,13,12,71,4,133,0,1,0
5,BIHOR,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”5 URSULEŢI” RONTĂU",559,SÂNMARTIN,26582,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:19:07",1155,1141,1,13,0,726,712,1,13,0,700,26,1256,530,3,402,21,267,4,0,1,1,1
5,BIHOR,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”ALBĂ CA ZĂPADA” BĂILE FELIX",554,SÂNMARTIN,26582,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:30:04",483,460,2,14,7,341,319,1,14,7,334,6,506,163,6,80,12,220,4,0,8,1,3
5,BIHOR,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”CĂSUŢA POVEŞTILOR” BETFIA",555,SÂNMARTIN,26582,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:33:27",430,412,1,15,2,334,317,0,15,2,324,8,551,219,3,156,7,153,3,0,2,0,0
5,BIHOR,"GRĂDINIȚA CU PROGRAM PRELUNGIT ”CLOPOȚEL” LIVADA",459,NOJORID,30149,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:59:38",1369,1301,3,43,22,822,777,2,21,22,775,16,1435,644,2,181,41,528,8,0,4,4,7
5,BIHOR,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.1 TINCA",632,TINCA,31789,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:32:45",1084,1005,0,22,57,726,647,0,22,57,703,23,1199,473,115,177,28,339,4,34,4,1,1
5,BIHOR,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.20",57,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:59:56",1293,1279,0,14,0,464,450,0,14,0,450,14,1400,936,75,28,24,304,7,5,5,2,0
5,BIHOR,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.22",6,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:07:21",1330,1310,7,13,0,567,554,0,13,0,558,9,1529,962,40,56,19,391,30,10,10,0,2
5,BIHOR,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.22",5,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:04:36",1273,1264,0,9,0,415,406,0,9,0,412,3,1389,974,65,30,21,274,6,4,6,6,0
5,BIHOR,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 22",8,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:40:37",1126,1119,0,7,0,391,384,0,7,0,387,4,1224,833,54,44,15,246,9,5,6,4,4
5,BIHOR,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.24",22,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:59:08",1310,1288,5,14,3,564,546,1,14,3,555,9,1411,847,73,55,26,353,23,6,10,5,4
5,BIHOR,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.25",15,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:34:42",773,757,10,6,0,258,252,0,6,0,257,1,847,589,44,37,20,136,13,6,0,0,1
5,BIHOR,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.25",16,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:42:57",956,945,1,10,0,327,317,0,10,0,321,6,1061,734,58,21,12,208,8,3,5,3,3
5,BIHOR,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 28",35,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:27:08",1476,1455,1,20,0,630,610,0,20,0,622,8,1595,957,46,89,22,421,15,15,9,1,4
5,BIHOR,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 28",34,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:32:22",1283,1272,0,11,0,551,540,0,11,0,548,3,1462,911,53,63,18,362,19,7,17,4,5
5,BIHOR,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 28",36,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:48:39",1296,1284,5,7,0,543,536,0,7,0,541,2,1461,918,59,59,21,378,8,9,5,2,0
5,BIHOR,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 35",96,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:26:43",935,928,0,7,0,406,399,0,7,0,400,6,1014,608,75,38,14,253,7,8,2,1,2
5,BIHOR,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 35",95,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:59:57",1051,1043,4,4,0,406,402,0,4,0,394,12,1178,772,81,36,23,225,7,13,7,0,2
5,BIHOR,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.4",162,"MUNICIPIUL MARGHITA",26877,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:41:01",986,974,0,5,7,427,415,0,5,7,403,24,1098,671,212,54,23,103,1,4,5,0,1
5,BIHOR,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 41",108,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:00:55",1588,1571,8,7,2,651,642,0,7,2,640,11,1729,1078,130,58,26,384,20,6,9,3,4
5,BIHOR,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 41",109,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:47:26",1571,1560,6,5,0,650,645,0,5,0,649,1,1751,1101,107,57,21,423,13,12,8,4,4
