precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","TURCAN CLAUDIU-PAŞCU-voturi"
5,BIHOR,"CĂMIN CULTURAL",287,BUNTEŞTI,27971,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:30:08",242,235,0,5,2,198,191,0,5,2,193,5,255,57,53,94,37,9,0
5,BIHOR,"CĂMIN CULTURAL",286,BUNTEŞTI,27971,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:49:01",545,521,0,14,10,440,416,0,14,10,432,5,593,156,8,160,211,51,2
5,BIHOR,"CĂMIN CULTURAL",291,BUNTEŞTI,27971,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:50:13",526,505,1,6,14,405,385,0,6,14,394,11,575,170,77,252,40,23,2
5,BIHOR,"CĂMIN CULTURAL LELEȘTI",289,BUNTEŞTI,27971,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 01:38:36",316,302,0,4,10,263,249,0,4,10,261,2,348,85,9,160,47,45,0
5,BIHOR,"GRĂDINIŢA CU PROGRAM NORMAL",292,BUNTEŞTI,27971,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:25:59",378,367,0,6,5,299,288,0,6,5,295,4,400,101,42,115,34,98,6
5,BIHOR,"PRIMĂRIA COMUNEI BUNTEȘTI",285,BUNTEŞTI,27971,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:17:01",483,463,1,11,8,391,372,0,11,8,378,13,530,139,23,204,76,59,16
5,BIHOR,"ŞCOALA CU CLASELE I-VIII",290,BUNTEŞTI,27971,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:27:53",488,464,1,10,13,384,360,1,10,13,379,5,530,146,171,111,73,22,2
5,BIHOR,"ȘCOALA GIMNAZIALĂ FERICE",288,BUNTEŞTI,27971,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:04:07",400,389,0,2,9,296,285,0,2,9,287,9,438,142,27,110,38,109,3
5,BIHOR,"ȘCOALA GIMNAZIALĂ NR.3",293,BUNTEŞTI,27971,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:03:30",237,230,0,3,4,199,192,0,3,4,196,3,266,67,6,107,60,8,15
