precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL ROMÂNIA ÎN ACȚIUNE-voturi"
31,PRAHOVA,"GRADINITA DE COPII SOIMESTI",367,CEPTURA,132510,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:57:38",568,563,0,2,3,308,303,0,2,3,293,15,600,292,227,44,22
31,PRAHOVA,"SCOALA CU CLASELE I - IV",365,CEPTURA,132510,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:31:30",118,108,0,9,1,60,50,0,9,1,60,0,200,140,45,11,4
31,PRAHOVA,"SCOALA CU CLASELE I-VIII ”NICHITA STANESCU” CEPTURA",363,CEPTURA,132510,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:56:20",908,904,0,2,2,458,454,0,2,2,439,19,1003,545,291,117,31
31,PRAHOVA,"SCOALA CU CLASELE I-VIII ”NICHITA STANESCU” CEPTURA",362,CEPTURA,132510,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:24:04",922,920,0,2,0,496,494,0,2,0,461,35,1003,507,296,127,38
31,PRAHOVA,"SCOALA CU CLASELE I - VIII ROTARI",366,CEPTURA,132510,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:21:20",587,582,0,4,1,287,282,0,4,1,280,7,600,313,233,34,13
31,PRAHOVA,"SEDIUL SERVICIULUI PUBLIC DE GOSPODARIE COMUNALA CEPTURA",364,CEPTURA,132510,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:15:16",480,476,0,4,0,247,243,0,4,0,241,6,500,253,190,38,13
