precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
2,ARAD,"LICEUL TEHNOLOGIC „FRANCISC NEUMAN” ARAD",97,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:45:02",955,944,2,9,0,376,365,2,9,0,368,8,1050,674,41,78,97,45,10,90,7
2,ARAD,"LICEUL TEHNOLOGIC „FRANCISC NEUMAN” ARAD",94,"MUNICIPIUL ARAD",9262,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 17:10:58",1225,1213,4,7,1,276,268,1,6,1,262,14,1370,1094,49,66,47,42,6,27,25
2,ARAD,"LICEUL TEHNOLOGIC „FRANCISC NEUMAN” ARAD",96,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:36:02",1169,1147,17,5,0,362,357,0,5,0,343,19,1290,928,53,70,79,44,8,63,26
2,ARAD,"LICEUL TEHNOLOGIC „FRANCISC NEUMAN” ARAD",95,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:25:26",1423,1410,6,7,0,437,430,0,7,0,427,10,1570,1133,63,107,81,69,7,75,25
2,ARAD,"LICEUL TEHNOLOGIC „FRANCISC NEUMAN” ARAD (LICEUL TEHNOLOGIC „IULIU MOLDOVAN” ARAD - FOST GRUP ŞCOLAR FORESTIER)",110,"MUNICIPIUL ARAD",9262,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 17:03:15",1518,1503,9,6,0,552,545,1,6,0,517,35,1630,1078,103,137,124,34,13,79,27
2,ARAD,"LICEUL TEHNOLOGIC „ION CREANGĂ”",121,"ORAŞ CURTICI",9495,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:40:16",1382,1379,1,1,1,604,602,0,1,1,579,24,1510,907,84,256,101,33,2,52,51
2,ARAD,"LICEUL TEHNOLOGIC „ION CREANGĂ”",122,"ORAŞ CURTICI",9495,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 15:19:01",1436,1427,2,4,3,534,527,0,4,3,505,29,1580,1046,73,256,73,19,4,51,29
2,ARAD,"LICEUL TEHNOLOGIC „ION CREANGĂ”",124,"ORAŞ CURTICI",9495,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:21:55",1349,1347,0,2,0,513,511,0,2,0,495,18,1490,977,64,239,91,12,10,45,34
2,ARAD,"LICEUL TEHNOLOGIC „ION CREANGĂ”",123,"ORAŞ CURTICI",9495,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:37:36",1572,1569,1,0,2,514,512,0,0,2,460,54,1730,1216,58,224,61,28,1,62,26
2,ARAD,"LICEUL TEHNOLOGIC STEFAN HELL SÂNTANA",160,"ORAŞ SÂNTANA",12091,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:23:58",1694,1678,7,7,2,594,585,0,7,2,578,16,1850,1256,147,231,121,9,16,30,24
2,ARAD,"LICEUL TEHNOLOGIC VASILE JUNCU MINIȘ-CORP B",269,GHIOROC,10872,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:20:04",1609,1581,16,6,6,747,735,0,6,6,724,23,1740,993,67,437,68,106,11,18,17
2,ARAD,"LICEUL TEOLOGIC BAPTIST „ALEXA POPOVICI”",12,"MUNICIPIUL ARAD",9262,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:26:37",743,737,0,5,1,317,311,0,5,1,309,8,840,523,28,75,66,30,3,99,8
2,ARAD,"LICEUL TEOLOGIC BAPTIST „ALEXA POPOVICI”",13,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:51:22",888,872,6,10,0,365,355,0,10,0,357,8,990,625,43,91,78,28,3,103,11
2,ARAD,"LICEUL TEORETIC „ADAM MULLER GUTTENBRUNN”",105,"MUNICIPIUL ARAD",9262,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:36:49",990,980,6,4,0,339,334,1,4,0,331,8,1090,751,38,113,64,20,13,61,22
2,ARAD,"LICEUL TEORETIC „ADAM MULLER GUTTENBRUNN” ARAD",106,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:10:37",1099,1075,14,9,1,397,386,1,9,1,384,13,1220,823,55,113,89,17,10,70,30
2,ARAD,"LICEUL TEORETIC ”ADAM MULLER GUTTENBRUNN” ARAD (CORP P+1E - CLASA PREGĂTITOARE C)",107,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:38:50",916,904,3,9,0,328,328,0,0,0,315,13,1020,692,37,105,71,25,5,52,20
2,ARAD,"LICEUL TEORETIC ”ADAM MULLER GUTTENBRUNN” ARAD (CORP P+1E - SALA DE RELIGIE)",108,"MUNICIPIUL ARAD",9262,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:57:04",868,857,1,10,0,311,301,0,10,0,298,13,960,649,56,76,74,9,4,53,26
2,ARAD,"LICEUL TEORETIC „ADAM MULLER GUTTENBRUNN” ARAD (FOSTA ȘCOALĂ GENERALĂ NR. 20)",103,"MUNICIPIUL ARAD",9262,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:52:39",1768,1747,11,10,0,795,785,0,10,0,755,40,1905,1110,120,189,154,61,27,182,22
2,ARAD,"LICEUL TEORETIC ”ADAM MULLER GUTTENBRUNN” ARAD (SALA DE SPORT)",104,"MUNICIPIUL ARAD",9262,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:37:36",719,706,6,7,0,290,282,1,7,0,282,8,790,500,40,86,65,19,11,49,12
2,ARAD,"LICEUL TEORETIC „GHEORGHE LAZĂR”",151,"ORAŞ PECICA",11584,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:29:35",1671,1656,5,6,4,838,828,0,6,4,806,32,1860,1022,304,355,55,32,3,30,27
2,ARAD,"LICEUL TEORETIC „JOZEF GREGOR TAJOVSKY” NĂDLAC, ORAȘUL NĂDLAC - GRĂDINIȚA CU PROGRAM PRELUNGIT NR.2",144,"ORAŞ NĂDLAC",9627,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:20:09",1623,1591,4,6,22,855,826,1,6,22,826,29,1780,925,76,429,243,35,5,22,16
2,ARAD,"LICEUL TEORETIC „JOZEF GREGOR TAJOVSKY” NĂDLAC, PIAŢA UNIRII",141,"ORAŞ NĂDLAC",9627,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:55:59",1533,1500,3,7,23,813,783,0,7,23,793,18,1680,867,48,442,223,29,8,26,17
2,ARAD,"LICEUL TEORETIC „JOZEF GREGOR TAJOVSKY” NĂDLAC, STRADA 1 DECEMBRIE (STRADA 23 AUGUST)",143,"ORAŞ NĂDLAC",9627,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:36:30",1673,1639,1,8,25,859,826,0,8,25,834,25,1840,981,79,345,341,14,6,21,28
2,ARAD,"LICEUL TEORETIC „MIHAI VELICIU”",116,"ORAŞ CHIŞINEU-CRIŞ",9459,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 22:30:26",1278,1239,4,17,18,806,771,0,17,18,734,31,1365,530,101,240,205,74,14,75,25
2,ARAD,"LICEUL TEORETIC „MIHAI VELICIU”",117,"ORAŞ CHIŞINEU-CRIŞ",9459,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:14:24",865,836,4,15,10,508,483,0,15,10,482,26,920,412,66,150,143,55,8,48,12
2,ARAD,"LICEUL TEORETIC PÂNCOTA",147,"ORAŞ PÂNCOTA",9654,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:51:50",1402,1377,5,9,11,647,627,0,9,11,625,22,1530,883,72,134,318,34,11,34,22
2,ARAD,"LICEUL TEORETIC PÂNCOTA",146,"ORAŞ PÂNCOTA",9654,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:08:22",1354,1320,6,10,18,696,667,1,10,18,668,28,1450,754,101,166,313,33,6,23,26
2,ARAD,"PATINOARUL MUNICIPAL ARAD",102,"MUNICIPIUL ARAD",9262,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:40:32",855,820,29,6,0,393,387,0,6,0,386,7,910,517,53,130,50,23,13,103,14
2,ARAD,"POLICLINICA MUNICIPALĂ (CABINET PLANNING FAMILIAL)",2,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:04:39",1052,1003,35,13,1,422,406,2,13,1,410,12,1060,638,45,111,85,36,5,117,11
2,ARAD,"PRIMĂRIA COMUNEI ARCHIŞ",184,ARCHIŞ,9832,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:27:36",287,272,0,6,9,208,193,0,6,9,202,6,310,102,27,61,107,0,0,5,2
2,ARAD,"PRIMĂRIA COMUNEI BATA",188,BATA,9887,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:47:01",372,346,1,21,4,269,244,0,21,4,250,19,380,111,26,91,98,0,3,25,7
2,ARAD,"PRIMĂRIA COMUNEI BELIU",204,BELIU,9930,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:00:40",1498,1417,1,23,57,1012,931,1,23,57,982,30,1550,538,130,487,288,7,8,30,32
2,ARAD,"PRIMĂRIA COMUNEI BRAZII",217,BRAZII,10239,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:59:11",82,61,0,19,2,63,42,0,19,2,62,1,79,16,9,29,17,1,1,5,0
2,ARAD,"PRIMĂRIA COMUNEI BUTENI",223,BUTENI,10293,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:04:19",748,707,2,9,30,552,512,1,9,30,531,21,830,278,42,335,108,1,21,13,11
2,ARAD,"PRIMĂRIA COMUNEI CERMEI",230,CERMEI,10373,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:23:38",1482,1438,3,6,35,918,876,1,6,35,844,74,1630,712,110,549,124,21,5,15,20
2,ARAD,"PRIMĂRIA COMUNEI CHISINDIA",232,CHISINDIA,10417,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 14:57:06",731,676,0,36,19,553,498,0,36,19,529,24,750,197,83,157,219,0,0,62,8
2,ARAD,"PRIMĂRIA COMUNEI CRAIVA",242,CRAIVA,10532,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:11:19",512,481,0,17,14,312,281,0,17,14,281,31,540,228,23,90,154,2,2,9,1
2,ARAD,"PRIMĂRIA COMUNEI FÂNTÂNELE",261,FÂNTÂNELE,9280,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:36:50",1108,1094,1,2,11,633,620,0,2,11,609,24,1220,587,65,372,86,49,2,17,18
2,ARAD,"PRIMĂRIA COMUNEI GRĂNICERI",272,GRĂNICERI,10916,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:20:51",1068,1040,0,9,19,679,651,0,9,19,643,36,1169,490,75,368,162,3,2,11,22
2,ARAD,"PRIMĂRIA COMUNEI GURAHONŢ",274,GURAHONŢ,10943,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:07:42",739,695,0,19,25,481,437,0,19,25,463,18,790,309,46,230,122,7,27,16,15
2,ARAD,"PRIMĂRIA COMUNEI GURAHONŢ",275,GURAHONŢ,10943,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 15:04:59",678,647,0,17,14,476,445,0,17,14,449,27,760,284,29,235,113,0,39,26,7
2,ARAD,"PRIMĂRIA COMUNEI HĂLMĂGEL",290,HĂLMĂGEL,11174,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:38:13",376,324,0,24,28,376,324,0,24,28,364,11,478,103,17,159,161,0,7,10,10
2,ARAD,"PRIMĂRIA COMUNEI HĂLMAGIU",283,HĂLMAGIU,11058,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:22:17",920,825,0,47,48,698,603,0,47,48,682,11,980,287,103,373,159,0,13,16,18
2,ARAD,"PRIMĂRIA COMUNEI OLARI",320,OLARI,11502,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:20:01",1263,1216,1,14,32,764,717,1,14,32,732,32,1380,616,45,355,131,173,1,10,17
2,ARAD,"PRIMĂRIA COMUNEI PEREGU MARE",326,"PEREGU MARE",11637,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:12:02",735,721,1,4,9,382,368,1,4,9,360,22,810,428,46,127,50,104,4,18,11
2,ARAD,"PRIMĂRIA COMUNEI PILU",334,PILU,11735,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:48:18",950,897,0,32,21,713,660,0,32,21,678,35,980,267,23,306,279,5,4,48,13
2,ARAD,"PRIMĂRIA COMUNEI PLEŞCUŢA",336,PLEŞCUŢA,11762,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:36:14",220,205,0,10,5,171,156,0,10,5,161,10,230,59,19,104,32,0,0,2,4
2,ARAD,"PRIMĂRIA COMUNEI ȘAGU",363,ŞAGU,12144,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:48:35",1130,1113,2,3,12,619,604,0,3,12,604,15,1220,601,73,357,86,11,5,62,10
2,ARAD,"PRIMĂRIA COMUNEI ȘAGU",364,ŞAGU,12144,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:51:58",717,690,1,9,17,419,392,1,9,17,404,15,760,341,68,217,53,4,3,47,12
2,ARAD,"PRIMĂRIA COMUNEI SECUSIGIU",347,SECUSIGIU,11940,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:14:47",902,878,0,16,8,522,498,0,16,8,501,21,990,468,71,197,197,7,6,12,11
2,ARAD,"PRIMĂRIA COMUNEI ȘEITIN",369,ŞEITIN,12206,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:56:20",1233,1197,5,12,19,757,725,1,12,19,700,57,1320,563,96,272,287,8,5,12,20
2,ARAD,"PRIMĂRIA COMUNEI SELEUŞ",353,SELEUŞ,11995,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 16:14:11",1476,1411,1,9,55,1119,1056,0,9,54,1107,12,1620,501,130,734,214,1,8,8,12
2,ARAD,"PRIMĂRIA COMUNEI ȘIȘTAROVĂȚ",386,ŞIŞTAROVĂŢ,12402,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:09:56",382,329,5,44,4,283,232,3,44,4,276,7,360,77,75,96,85,3,1,11,5
2,ARAD,"PRIMĂRIA COMUNEI SOCODOR",361,SOCODOR,12126,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:13:15",969,893,0,30,46,689,613,0,30,46,655,34,980,291,45,462,109,12,4,11,12
2,ARAD,"PRIMĂRIA COMUNEI VĂRĂDIA DE MUREȘ",403,"VĂRĂDIA DE MUREŞ",12572,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:26:24",469,412,1,12,44,290,236,0,10,44,270,20,510,220,85,108,53,1,3,14,6
2,ARAD,"PRIMĂRIA COMUNEI VINGA",412,VINGA,12643,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:29:10",913,887,1,15,10,500,474,1,15,10,471,29,1000,500,48,238,71,29,44,30,11
2,ARAD,"PRIMĂRIA COMUNEI VLADIMIRESCU",418,VLADIMIRESCU,9397,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:31:55",1598,1590,0,8,0,656,648,0,8,0,623,33,1750,1094,93,340,76,26,4,60,24
2,ARAD,"PRIMĂRIA COMUNEI ZĂRAND",433,ZĂRAND,12812,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:41:50",1271,1192,0,16,63,785,708,0,16,61,738,45,1310,525,82,331,269,5,11,21,19
2,ARAD,"PRIMĂRIA COMUNEI ZERIND",435,ZERIND,12849,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:31:06",744,734,4,1,5,479,471,2,1,5,465,14,810,331,7,226,12,203,0,7,10
2,ARAD,"PRIMĂRIA MUNICIPIULUI ARAD, DIRECȚIA VENITURI",98,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:52:48",1420,1408,6,6,0,441,435,0,6,0,426,15,1560,1119,52,101,93,62,10,90,18
2,ARAD,"PRIMĂRIA ORAȘULUI PECICA",153,"ORAŞ PECICA",11584,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:26:45",1326,1271,10,9,36,688,641,4,8,35,668,20,1393,705,105,239,36,251,3,25,9
2,ARAD,"PRIMĂRIA PETRIŞ",328,PETRIŞ,11664,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:48:54",426,393,1,23,9,282,249,1,23,9,257,24,430,149,32,123,85,2,1,6,8
2,ARAD,"PUNCT DE LUCRU AL PRIMĂRIEI",231,CERMEI,10373,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:30:51",695,676,0,8,11,384,365,0,8,11,359,25,760,376,37,262,48,2,0,1,9
2,ARAD,"REMIZA P.S.I SÎNPETRU GERMAN",351,SECUSIGIU,11940,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:53:52",833,826,2,4,1,367,361,1,4,1,350,17,920,553,52,119,145,10,0,8,16
2,ARAD,"SALA DE ŞEDINŢE A CONSILIULUI LOCAL ZĂDĂRENI",430,ZĂDĂRENI,12938,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:32:14",1028,1006,2,4,16,535,515,0,4,16,515,20,1100,565,78,316,76,3,6,13,23
2,ARAD,"SALA DE SPORT",130,"ORAŞ INEU",9538,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:02:09",1291,1273,2,10,6,715,698,1,10,6,695,20,1402,687,100,355,158,21,11,24,26
2,ARAD,"SALA SPORTURILOR",15,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:56:05",929,904,18,7,0,394,387,0,7,0,381,13,1020,626,35,110,84,44,8,93,7
2,ARAD,"SALA SPORTURILOR",16,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:11:42",858,838,7,13,0,431,416,2,13,0,419,12,950,519,37,118,88,29,12,124,11
2,ARAD,"ŞCOALA GENERALĂ",365,ŞAGU,12144,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:24:47",616,584,1,8,23,340,309,0,8,23,324,16,650,310,41,200,36,4,3,29,11
2,ARAD,"ŞCOALA GENERALĂ",366,ŞAGU,12144,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:35:57",387,370,1,10,6,190,174,0,10,6,185,5,410,220,23,121,20,2,1,8,10
2,ARAD,"ŞCOALA GENERALĂ",285,HĂLMAGIU,11058,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:43:03",257,231,1,9,16,208,182,1,9,16,195,13,270,62,18,123,45,0,6,3,0
2,ARAD,"ŞCOALA GENERALĂ AVRAM IANCU",410,VÂRFURILE,12689,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:53:45",593,559,5,7,22,439,410,0,7,22,418,21,640,201,68,232,75,1,29,7,6
2,ARAD,"ŞCOALA GENERALĂ BĂTUŢA",197,BÂRZAVA,10104,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:40:03",52,45,0,5,2,25,18,0,5,2,24,1,50,25,3,2,15,1,0,3,0
2,ARAD,"ȘCOALA GENERALĂ CHIȘINEU-CRIȘ",118,"ORAŞ CHIŞINEU-CRIŞ",9459,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 21:58:11",1547,1502,2,20,23,1053,1010,0,20,23,1006,47,1670,617,110,407,272,89,12,84,32
2,ARAD,"ŞCOALA GENERALĂ LALAŞINŢ",201,BÂRZAVA,10104,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:27:59",259,224,0,17,18,166,131,0,17,18,161,5,270,104,3,12,133,1,4,4,4
2,ARAD,"ŞCOALA GENERALĂ MAILAT",415,VINGA,12643,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:52:37",855,821,3,16,15,404,372,1,16,15,388,16,910,506,21,45,22,278,12,7,3
2,ARAD,"ŞCOALA GENERALĂ MĂNĂŞTUR",416,VINGA,12643,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:25:24",1004,988,3,5,8,568,554,1,5,8,521,47,1080,512,47,297,140,4,18,6,9
2,ARAD,"ŞCOALA GENERALĂ MONOROŞTIA",202,BÂRZAVA,10104,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:05:53",258,243,3,7,5,140,128,0,7,5,131,9,270,130,16,18,84,0,0,3,10
2,ARAD,"ŞCOALA GENERALĂ MOŢIORI",183,APATEU,9798,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:17:01",225,218,0,1,6,157,150,0,1,6,146,11,250,93,13,58,62,0,0,9,4
2,ARAD,"ŞCOALA GIMNAZIALĂ",367,ŞAGU,12144,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:44:39",482,463,2,11,6,268,251,0,11,6,254,14,510,242,15,200,20,2,0,9,8
2,ARAD,"ŞCOALA GIMNAZIALĂ „ADAM NICOLAE” (FOSTA ŞCOALĂ GENERALĂ NR. 7)",113,"MUNICIPIUL ARAD",9262,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 11:25:43",1429,1403,11,11,4,586,571,0,11,4,551,35,1570,984,95,164,111,41,13,96,31
2,ARAD,"ŞCOALA GIMNAZIALĂ „ADAM NICOLAE” (FOSTA ŞCOALĂ GENERALĂ NR. 7)",112,"MUNICIPIUL ARAD",9262,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 16:17:17",1283,1266,14,3,0,479,476,0,3,0,453,17,1420,944,92,143,90,26,15,55,32
2,ARAD,"ŞCOALA GIMNAZIALĂ „ADAM NICOLAE” (FOSTA ŞCOALĂ GENERALĂ NR. 7)",111,"MUNICIPIUL ARAD",9262,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 16:05:29",1628,1595,2,7,24,540,507,2,7,24,514,26,1770,1230,105,141,121,47,14,39,47
2,ARAD,"ȘCOALA GIMNAZIALĂ AGRIŞU MARE",394,TÂRNOVA,12509,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:16:20",981,939,1,13,28,665,624,0,13,28,648,17,1030,365,64,244,305,6,6,9,14
2,ARAD,"ŞCOALA GIMNAZIALĂ „ARON COTRUŞ”ARAD (FOSTA ŞCOALĂ GENERALĂ NR. 13)",37,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:24:10",1153,1144,2,5,2,494,487,0,5,2,473,21,1340,846,91,163,70,17,14,94,24
2,ARAD,"ŞCOALA GIMNAZIALĂ „ARON COTRUŞ”ARAD (FOSTA ŞCOALĂ GENERALĂ NR. 13)",35,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:03:35",1187,1172,10,5,0,498,493,0,5,0,486,12,1310,812,86,130,80,44,9,108,29
2,ARAD,"ŞCOALA GIMNAZIALĂ „ARON COTRUŞ”ARAD (FOSTA ŞCOALĂ GENERALĂ NR. 13)",40,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:11:46",1206,1183,4,9,10,580,561,0,9,10,557,23,1370,790,81,145,125,34,12,129,31
2,ARAD,"ŞCOALA GIMNAZIALĂ „ARON COTRUŞ”ARAD (FOSTA ŞCOALĂ GENERALĂ NR. 13)",36,"MUNICIPIUL ARAD",9262,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:51:04",1489,1478,2,9,0,613,604,0,9,0,591,22,1610,997,80,184,135,46,12,109,25
2,ARAD,"ŞCOALA GIMNAZIALĂ „ARON COTRUŞ”ARAD (FOSTA ŞCOALĂ GENERALĂ NR. 13)",38,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:32:43",1649,1626,15,7,1,722,714,0,7,1,694,28,1700,978,93,191,150,64,18,137,41
2,ARAD,"ŞCOALA GIMNAZIALĂ „ARON COTRUŞ”ARAD (FOSTA ŞCOALĂ GENERALĂ NR. 13)",39,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:53:43",811,798,5,8,0,302,293,1,8,0,297,5,910,608,39,80,72,37,6,44,19
2,ARAD,"ŞCOALA GIMNAZIALĂ „ARON COTRUŞ”ARAD (FOSTA ŞCOALĂ GENERALĂ NR. 13)",41,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:30:05",1380,1374,0,6,0,593,587,0,6,0,585,8,1580,987,85,169,137,42,10,124,18
2,ARAD,"ȘCOALA GIMNAZIALĂ „AUREL SEBEȘAN” FELNAC",264,FELNAC,10827,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:01:35",1020,986,3,4,27,557,525,1,4,27,523,34,1120,563,62,68,336,4,7,20,26
2,ARAD,"ȘCOALA GIMNAZIALĂ „AUREL SEBEȘAN” FELNAC - SALA DE SPORT",265,FELNAC,10827,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:41:13",1291,1262,1,2,26,728,700,0,2,26,692,36,1410,682,60,53,538,5,2,10,24
2,ARAD,"ŞCOALA GIMNAZIALĂ „AUREL VLAICU”ARAD (FOSTA ŞCOALĂ GENERALĂ NR. 21)",47,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:41:31",1138,1125,1,11,1,468,455,1,11,1,457,11,1270,802,61,99,105,58,12,104,18
2,ARAD,"ŞCOALA GIMNAZIALĂ „AUREL VLAICU”ARAD (FOSTA ŞCOALĂ GENERALĂ NR. 21)",45,"MUNICIPIUL ARAD",9262,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 18:03:17",1225,1214,1,10,0,515,505,0,10,0,505,10,1350,835,71,117,124,65,15,86,27
2,ARAD,"ŞCOALA GIMNAZIALĂ „AUREL VLAICU”ARAD (FOSTA ŞCOALĂ GENERALĂ NR. 21)",46,"MUNICIPIUL ARAD",9262,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 18:22:31",959,948,0,10,1,424,413,0,10,1,412,12,1076,652,48,90,111,37,5,106,15
2,ARAD,"ȘCOALA GIMNAZIALĂ „AUREL VLAICU” ARAD (ȘCOALA GIMNAZIALĂ „FRAȚII NEUMAN” ARAD - FOSTA ŞCOALĂ GENERALĂ NR. 10)",57,"MUNICIPIUL ARAD",9262,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:18:52",1407,1401,0,6,0,560,554,0,6,0,550,10,1560,1000,73,131,103,97,17,83,46
