precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
2,ARAD,"ŞCOALA PRIMARĂ SEDERHAT",157,"ORAŞ PECICA",11584,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:44:34",269,258,1,9,1,128,118,0,9,1,122,6,290,162,21,73,11,7,1,2,7
2,ARAD,"ŞCOALA PRIMARĂ ŞIAD",250,CRAIVA,10532,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:45:16",194,172,0,10,12,143,121,0,10,12,139,4,254,111,5,22,103,0,1,5,3
2,ARAD,"ȘCOALA PRIMARĂ ŞIMAND",379,ŞIMAND,12340,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:43:04",1251,1208,1,5,37,826,784,0,5,37,779,47,1320,494,163,356,131,8,68,22,31
2,ARAD,"ŞCOALA PRIMARĂ SINTEA MICĂ",321,OLARI,11502,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:59:32",326,316,0,7,3,182,172,0,7,3,175,7,350,168,17,116,30,3,2,5,2
2,ARAD,"ŞCOALA PRIMARĂ STOINEŞTI",248,CRAIVA,10532,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:55:19",137,114,0,16,7,120,97,0,16,7,117,3,130,10,11,40,61,0,0,4,1
2,ARAD,"ŞCOALA PRIMARĂ SUSAG",249,CRAIVA,10532,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:21:42",284,251,0,15,18,218,185,0,15,18,213,5,310,92,9,11,183,0,1,1,8
2,ARAD,"ŞCOALA PRIMARĂ TÂRNĂVIŢA",293,HĂLMĂGEL,11174,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:38:13",109,93,0,12,4,99,83,0,12,4,97,2,110,11,7,39,49,0,1,1,0
2,ARAD,"ȘCOALA PRIMARĂ TURNU",158,"ORAŞ PECICA",11584,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:54:25",1058,1045,3,6,4,477,467,0,6,4,467,10,1170,693,164,190,21,35,7,38,12
2,ARAD,"ȘCOALA PRIMARĂ VASILE GOLDIŞ",209,BELIU,9930,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:17:48",435,415,0,5,15,258,238,0,5,15,243,15,460,202,39,134,63,1,2,1,3
2,ARAD,"ŞCOALA PRIMARĂ ZĂBALŢ",402,USUSĂU,10765,5,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:08:32",232,216,1,9,6,173,158,0,9,6,164,9,240,67,42,77,21,1,1,7,15
2,ARAD,"SEDIU AGENȚIA DE PLĂȚI ȘI INTERVENȚIE PENTRU AGRICULTURĂ RADNA",138,"ORAŞ LIPOVA",9574,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:50:15",1039,1027,4,4,4,490,482,0,4,4,481,9,1140,650,30,151,263,8,4,15,10
2,ARAD,"SEDIUL ASOCIAŢIA CARITAS BANAT SANCTUS GERHARDUS LIPOVA",133,"ORAŞ LIPOVA",9574,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:18:03",1126,1114,2,7,3,618,608,0,7,3,601,17,1230,612,78,222,245,10,11,21,14
2,ARAD,"SEDIU S.V.S.U. ZĂDĂRENI",431,ZĂDĂRENI,12938,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:44:28",1255,1211,4,3,37,678,636,2,3,37,660,18,1330,652,87,389,106,9,7,37,25
2,ARAD,"SPITALUL CLINIC JUDEȚEAN ARAD – SECȚIA CLINICĂ ORL (SALA DE ȘEDINȚE)",3,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:32:29",1110,1046,12,13,39,480,427,1,13,39,470,10,1260,780,64,100,117,64,13,100,12
2,ARAD,"STAȚIUNEA DE CERCETARE - DEZVOLTARE PENTRU CREȘTEREA BOVINELOR ARAD",88,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:31:23",348,305,1,7,35,131,89,0,7,35,124,7,410,279,16,32,52,11,1,6,6
2,ARAD,"UNIVERSITATEA „AUREL VLAICU”",17,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:16:02",1534,1511,17,5,1,599,593,0,5,1,581,18,1620,1021,82,162,143,35,13,119,27
2,ARAD,"UNIVERSITATEA „AUREL VLAICU”",20,"MUNICIPIUL ARAD",9262,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 15:03:27",1252,1235,10,7,0,474,467,0,7,0,455,19,1370,896,74,131,107,20,13,98,12
2,ARAD,"UNIVERSITATEA „AUREL VLAICU”",18,"MUNICIPIUL ARAD",9262,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:10:44",1267,1255,4,8,0,556,548,0,8,0,546,10,1400,844,65,142,133,25,24,144,13
2,ARAD,"UNIVERSITATEA „AUREL VLAICU”",19,"MUNICIPIUL ARAD",9262,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:42:48",1125,1118,0,7,0,493,486,0,7,0,482,11,1240,747,68,133,127,22,12,105,15
