precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
39,VASLUI,"ŞCOALA PRIMARĂ PODU-OPRII",238,BUNEŞTI-AVEREŞTI,162924,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:36:02",198,187,0,9,2,114,103,0,9,2,107,7,200,86,26,4,71,2,0,4
39,VASLUI,"ŞCOALA PRIMARA POIANA LUI ALEXA",442,PUŞCAŞI,167320,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:47:32",260,249,0,6,5,132,121,0,6,5,122,10,300,168,88,11,18,3,0,2
39,VASLUI,"ŞCOALA PRIMARĂ POPEŞTI",382,MICLEŞTI,164892,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:35:54",341,333,0,5,3,162,154,0,5,3,148,14,400,238,79,18,46,3,1,1
39,VASLUI,"ŞCOALA PRIMARĂ, RACOVIŢA",325,GÂRCENI,164062,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:10:24",206,206,0,0,0,132,132,0,0,0,128,4,300,168,109,10,7,1,0,1
39,VASLUI,"ŞCOALA PRIMARĂ RĂDEŞTI",255,COSTEŞTI,163137,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:30:17",104,99,0,5,0,59,54,0,5,0,52,7,200,141,14,23,5,3,2,5
39,VASLUI,"ŞCOALA PRIMARĂ, RĂDUIEȘTI",275,DELEŞTI,163379,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:22:00",166,162,0,4,0,92,88,0,4,0,84,8,200,108,20,10,36,2,0,16
39,VASLUI,"ŞCOALA PRIMARĂ, RÂŞNIŢA",361,LAZA,164598,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:40:11",242,242,0,0,0,121,121,0,0,0,115,6,300,179,45,12,50,1,1,6
39,VASLUI,"ŞCOALA PRIMARĂ RATEŞU-CUZEI",450,REBRICEA,165719,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:26:46",432,411,0,4,17,227,206,0,4,17,217,10,500,263,129,28,36,9,2,13
39,VASLUI,"ŞCOALA PRIMARĂ REDIU",458,ROŞIEŞTI,165817,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:15:03",136,122,0,12,2,78,66,0,10,2,71,7,200,122,34,10,18,0,2,7
39,VASLUI,"ŞCOALA PRIMARA RUSCA",401,PĂDURENI,165185,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:43:03",507,502,0,4,1,192,187,0,4,1,183,9,600,408,91,19,51,4,1,17
39,VASLUI,"ŞCOALA PRIMARĂ SASOVA",451,REBRICEA,165719,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:51:50",249,242,0,7,0,150,143,0,7,0,142,8,266,116,63,10,65,1,0,3
39,VASLUI,"ŞCOALA PRIMARĂ SAT ARMĂŞENI",200,BĂCEŞTI,162381,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:13:25",308,304,0,1,3,168,164,0,1,3,164,4,400,232,107,10,19,2,2,24
39,VASLUI,"ŞCOALA PRIMARA, SAT ARMÃŞOAIA",434,PUNGEŞTI,165611,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:03:20",421,416,0,5,0,246,241,0,5,0,232,14,500,254,102,21,98,2,1,8
39,VASLUI,"ȘCOALA PRIMARĂ SAT AVRĂMEȘTI",525,VOINEŞTI,166869,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:57:01",488,484,0,4,0,209,205,0,4,0,186,23,500,291,92,21,16,4,1,52
39,VASLUI,"ŞCOALA PRIMARĂ SAT BĂBUŞA",201,BĂCEŞTI,162381,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:55:45",318,311,0,3,4,171,164,0,3,4,161,10,400,229,110,21,24,2,3,1
39,VASLUI,"ŞCOALA PRIMARĂ SAT BĂCĂOANI",384,"MUNTENII DE JOS",164936,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:17:50",1157,1144,0,5,8,649,636,0,5,8,619,30,1300,651,155,81,333,11,8,31
39,VASLUI,"ŞCOALA PRIMARĂ, SAT BĂRTĂLUŞ -MOCANI",422,PUIEŞTI,165470,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:48:59",175,168,0,5,2,104,97,0,5,2,95,9,200,96,69,17,5,1,2,1
39,VASLUI,"ŞCOALA PRIMARĂ SAT. BENEŞTI",483,TANACU,166182,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:04:57",249,238,0,9,2,137,126,0,9,2,117,20,300,163,22,12,65,1,2,15
39,VASLUI,"SCOALA PRIMARA .SAT BIRLALESTI",304,EPURENI,163789,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:22:49",572,562,0,5,5,295,285,0,5,5,270,16,600,305,207,19,39,2,2,1
39,VASLUI,"ŞCOALA PRIMARĂ SAT BOGDĂNEŞTI",309,FĂLCIU,163832,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:57:01",437,429,0,3,5,225,217,0,3,5,211,14,500,275,85,5,97,6,6,12
39,VASLUI,"ŞCOALA PRIMARĂ SAT BOZIA",310,FĂLCIU,163832,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:33:18",285,274,1,7,3,153,143,0,7,3,140,13,300,147,89,13,25,4,3,6
39,VASLUI,"ŞCOALA PRIMARĂ SAT BROSCOŞEŞTI",369,"LUNCA BANULUI",164749,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:25:01",347,333,0,5,9,203,189,0,5,9,196,7,400,197,116,16,58,1,3,2
39,VASLUI,"ŞCOALA PRIMARA, SAT BUDA",223,BOGDĂNEŞTI,162693,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:39:38",268,254,0,5,9,162,148,0,5,9,153,9,300,138,55,8,9,1,0,80
39,VASLUI,"ŞCOALA PRIMARĂ, SAT CĂLIMĂNEŞTI",423,PUIEŞTI,165470,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:11:25",290,282,0,4,4,160,152,0,4,4,149,11,300,140,106,25,10,2,1,5
39,VASLUI,"ŞCOALA PRIMARĂ SAT CĂPUŞNENI",364,LIPOVĂŢ,164687,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:05:31",200,194,0,6,0,107,101,0,6,0,105,2,200,93,90,5,4,2,0,4
39,VASLUI,"ȘCOALA PRIMARĂ SAT CÂRJA",156,"ORAŞ MURGENI",164981,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:02:15",742,730,0,9,3,395,383,0,9,3,362,21,800,417,187,78,78,5,7,7
39,VASLUI,"ŞCOALA PRIMARĂ SAT CĂZĂNEȘTI",166,"ORAŞ NEGREŞTI",161856,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:37:33",330,323,0,7,0,165,158,0,7,0,159,6,400,235,56,11,83,0,1,8
39,VASLUI,"ŞCOALA PRIMARĂ, SAT CETĂŢUIA",424,PUIEŞTI,165470,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:56:23",321,312,0,6,3,221,212,0,6,3,212,8,400,179,192,10,4,0,1,5
39,VASLUI,"ŞCOALA PRIMARĂ SAT CIOATELE",167,"ORAŞ NEGREŞTI",161856,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:36:24",295,289,0,5,1,155,149,0,5,1,143,10,303,150,21,25,82,0,5,10
39,VASLUI,"ȘCOALA PRIMARĂ,SAT CIOFENI",540,ZĂPODENI,167071,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:01:24",110,101,0,7,2,73,64,0,7,2,71,2,200,127,26,5,32,4,0,4
39,VASLUI,"ŞCOALA PRIMARĂ SAT COPĂCEANA",311,FĂLCIU,163832,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:36:54",402,393,0,6,3,208,199,0,6,3,188,20,400,192,99,7,66,3,3,10
39,VASLUI,"ŞCOALA PRIMARĂ SAT CORBU",366,LIPOVĂŢ,164687,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:06:49",440,435,0,5,0,219,214,0,5,0,210,9,500,281,121,23,47,3,0,16
39,VASLUI,"ŞCOALA PRIMARA SAT CORODESTI",330,GHERGHEŞTI,163967,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:31:35",161,159,0,2,0,80,78,0,2,0,74,6,200,120,45,20,8,1,0,0
39,VASLUI,"ŞCOALA PRIMARĂ, SAT CRISTEŞTI",425,PUIEŞTI,165470,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:01:36",348,340,0,7,1,209,201,0,7,1,202,7,400,191,94,100,5,1,1,1
39,VASLUI,"ŞCOALA PRIMARA,SAT CURSEŞTI DEAL",435,PUNGEŞTI,165611,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:53:18",170,170,0,0,0,101,101,0,0,0,96,5,200,99,5,2,86,3,0,0
39,VASLUI,"ŞCOALA PRIMARA, SAT CURSEŞTI VALE",436,PUNGEŞTI,165611,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:18:19",197,196,0,1,0,106,105,0,1,0,105,1,200,94,57,1,40,5,0,2
39,VASLUI,"ȘCOALA PRIMARĂ SAT DEALU MARE",549,ZORLENI,167179,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:54:05",214,209,0,5,0,110,105,0,5,0,105,5,300,190,72,18,5,4,1,5
39,VASLUI,"ȘCOALA PRIMARĂ, SAT DELEA",541,ZĂPODENI,167071,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:43:03",169,161,0,2,6,94,86,0,2,6,90,4,200,106,29,2,50,1,0,8
39,VASLUI,"ȘCOALA PRIMARĂ, SAT DOBROSLOVEȘTI",542,ZĂPODENI,167071,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:45:10",278,264,0,6,8,156,142,0,6,8,149,7,300,144,82,30,29,2,0,6
39,VASLUI,"ŞCOALA PRIMARA SAT DRĂGEŞTI",495,TODIREŞTI,166413,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:07:51",312,308,0,4,0,155,151,0,4,0,144,11,400,245,112,12,11,1,2,6
39,VASLUI,"ŞCOALA PRIMARĂ SAT DRAXENI (CONTAINER MODULAR)",331,GHERGHEŞTI,163967,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:17:57",118,112,0,3,3,64,58,0,3,3,59,5,200,136,36,16,4,1,0,2
39,VASLUI,"ŞCOALA PRIMARĂ, SAT DRÎNCENI",293,DRÂNCENI,163618,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:33:25",563,558,0,5,0,180,175,0,5,0,172,8,600,420,80,11,72,3,0,6
39,VASLUI,"ŞCOALA PRIMARA SAT DRUJEŞTI",196,BĂCANI,162327,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:16:45",372,368,0,3,1,220,216,0,3,1,208,12,400,180,59,62,61,2,19,5
39,VASLUI,"ŞCOALA PRIMARĂ, SAT FÎNTÎNELE",426,PUIEŞTI,165470,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:04:00",105,97,0,8,0,66,58,0,8,0,64,2,100,34,36,19,6,1,1,1
39,VASLUI,"ŞCOALA PRIMARĂ SAT FOCŞA",370,"LUNCA BANULUI",164749,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:14:25",150,140,0,6,4,105,95,0,6,4,101,4,200,95,43,8,46,2,0,2
39,VASLUI,"ŞCOALA PRIMARĂ, SAT FULGU",427,PUIEŞTI,165470,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:13:41",119,114,0,5,0,77,72,0,5,0,76,1,200,123,57,18,1,0,0,0
39,VASLUI,"ŞCOALA PRIMARĂ,SAT GÎLŢEŞTI",428,PUIEŞTI,165470,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:03:59",122,114,0,8,0,78,70,0,8,0,70,8,200,122,45,19,4,0,0,2
39,VASLUI,"SCOALA PRIMARĂ SAT GLODENI",168,"ORAŞ NEGREŞTI",161856,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:29:25",226,216,0,8,2,109,99,0,8,2,104,5,300,191,38,10,30,3,0,23
39,VASLUI,"SCOALA PRIMARA ,SAT HORGA",306,EPURENI,163789,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:07:35",305,304,0,0,1,143,142,0,0,1,136,7,400,257,104,10,15,4,1,2
39,VASLUI,"ŞCOALA PRIMARĂ, SAT HOROIATA",224,BOGDĂNEŞTI,162693,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:55:17",143,135,0,8,0,93,85,0,8,0,90,3,200,107,26,13,8,0,0,43
39,VASLUI,"SCOALA PRIMARA SAT HREASCA",248,COROIEŞTI,163057,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:00:24",314,308,0,6,0,134,128,0,6,0,129,5,400,266,94,22,12,1,0,0
39,VASLUI,"ŞCOALA PRIMARA SAT HUC",496,TODIREŞTI,166413,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:38:30",465,465,0,0,0,245,245,0,0,0,235,10,500,255,192,16,20,4,0,3
39,VASLUI,"ŞCOALA PRIMARĂ,SAT IEZER",429,PUIEŞTI,165470,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:04:56",223,218,0,5,0,117,112,0,5,0,114,3,300,183,92,15,2,2,0,3
39,VASLUI,"ȘCOALA PRIMARĂ SAT LĂȚEȘTI",158,"ORAŞ MURGENI",164981,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:24:10",260,254,0,6,0,131,125,0,6,0,122,9,300,169,65,10,44,0,0,3
39,VASLUI,"ŞCOALA PRIMARĂ SAT LUNCA VECHE",371,"LUNCA BANULUI",164749,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:24:11",76,75,0,1,0,38,37,0,1,0,33,5,100,62,26,2,3,0,0,2
39,VASLUI,"ŞCOALA PRIMARĂ SAT MÎNJEŞTI",385,"MUNTENII DE JOS",164936,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:41:31",635,621,0,7,7,371,357,0,7,7,361,10,700,329,73,25,252,3,1,7
39,VASLUI,"ŞCOALA PRIMARĂ SAT. MÎNZAŢI",348,IBĂNEŞTI,167222,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:19:54",508,496,0,6,6,337,325,0,6,6,334,3,600,263,34,9,276,1,5,9
39,VASLUI,"ŞCOALA PRIMARĂ SAT MOARA DOMNEASCĂ",510,VĂLENI,166636,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:56:15",1306,1304,0,1,1,514,512,0,1,1,478,36,1400,886,229,73,81,41,7,47
39,VASLUI,"SCOALA PRIMARA SAT NOU",155,"ORAŞ MURGENI",164981,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:39:33",1187,1180,0,7,0,376,369,0,7,0,351,25,1200,824,160,139,42,7,1,2
39,VASLUI,"ŞCOALA PRIMARĂ SAT ODAIA BOGDANA",312,FĂLCIU,163832,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:33:01",249,239,0,8,2,139,129,0,8,2,134,5,300,161,43,7,62,3,1,18
39,VASLUI,"ŞCOALA PRIMARĂ SAT OŢETOAIA",372,"LUNCA BANULUI",164749,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:00:46",636,630,0,4,2,330,324,0,4,2,318,12,700,370,170,21,109,4,2,12
39,VASLUI,"ŞCOALA PRIMARĂ SAT PĂDURENI",397,OŞEŞTI,165130,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:09:52",277,271,0,6,0,134,128,0,6,0,112,22,300,166,49,19,39,2,0,3
39,VASLUI,"ŞCOALA PRIMARĂ SAT PĂLTINIŞ",202,BĂCEŞTI,162381,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:08:37",275,271,0,4,0,152,148,0,4,0,136,16,300,148,110,6,13,2,1,4
39,VASLUI,"ŞCOALA PRIMARA SAT PLOPOASA",497,TODIREŞTI,166413,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:59:20",206,199,0,7,0,127,120,0,7,0,117,3,200,80,101,6,8,0,0,2
39,VASLUI,"ȘCOALA PRIMARĂ SAT POIANA",170,"ORAŞ NEGREŞTI",161856,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:03:13",201,200,0,0,1,103,102,0,0,1,91,12,300,197,35,5,46,1,1,3
39,VASLUI,"ȘCOALA PRIMARĂ, SAT PORTARI",543,ZĂPODENI,167071,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:50:47",332,305,0,9,18,332,305,0,9,18,284,21,1400,1095,62,19,194,1,3,5
39,VASLUI,"ȘCOALA PRIMARĂ SAT RAIU",159,"ORAŞ MURGENI",164981,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:44:01",511,506,0,5,0,209,204,0,5,0,195,14,600,391,86,20,78,5,4,2
39,VASLUI,"ŞCOALA PRIMARĂ, SAT ROTARI",431,PUIEŞTI,165470,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:39:52",107,100,0,6,1,65,58,0,6,1,62,3,200,135,38,11,3,0,9,1
39,VASLUI,"ŞCOALA PRIMARĂ,SAT RUŞI",432,PUIEŞTI,165470,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:36:47",291,281,0,9,1,178,168,0,9,1,167,11,300,122,106,51,2,2,6,0
39,VASLUI,"ȘCOALA PRIMARĂ SAT SCHINENI",161,"ORAŞ MURGENI",164981,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:01:37",345,333,0,10,2,179,167,0,10,2,171,8,400,221,87,8,70,2,0,4
39,VASLUI,"ŞCOALA PRIMARA SAT SILIŞTEA",498,TODIREŞTI,166413,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:25:16",303,298,0,4,1,159,155,0,3,1,143,16,331,172,89,16,24,0,2,12
39,VASLUI,"ŞCOALA PRIMARA,SAT SILIŞTEA",437,PUNGEŞTI,165611,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:17:35",200,199,0,1,0,113,112,0,1,0,113,0,200,87,66,7,38,1,0,1
39,VASLUI,"ŞCOALA PRIMARĂ SAT SIMILA",552,ZORLENI,167179,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:07:22",1147,1144,0,3,0,562,559,0,3,0,535,27,1300,738,305,73,46,15,13,83
39,VASLUI,"ŞCOALA PRIMARA SAT SOFRONEŞTI",499,TODIREŞTI,166413,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:53:29",127,121,0,5,1,63,57,0,5,1,57,6,200,137,22,4,26,1,1,3
39,VASLUI,"ŞCOALA PRIMARA, SAT STEJARU",438,PUNGEŞTI,165611,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:03:00",198,193,0,5,0,106,101,0,5,0,99,7,200,94,67,1,30,0,1,0
39,VASLUI,"SCOALA PRIMARA - SAT STROIESTI",492,TĂTĂRĂNI,166315,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:48:32",247,242,0,5,0,136,131,0,5,0,127,9,300,164,69,9,37,8,0,4
39,VASLUI,"ȘCOALA PRIMARĂ, SAT TELEJNA",544,ZĂPODENI,167071,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:46:11",299,285,0,7,7,192,178,0,7,7,170,8,300,122,94,18,30,4,2,22
39,VASLUI,"ŞCOALA PRIMARĂ SAT ŢIBĂNEŞTII BUHLII",203,BĂCEŞTI,162381,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:14:13",172,160,0,10,2,84,72,0,10,2,81,3,200,116,59,8,8,0,0,6
39,VASLUI,"ŞCOALA PRIMARA, SAT TOPORĂŞTI",439,PUNGEŞTI,165611,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:45:53",507,500,0,0,7,279,272,0,0,7,266,13,600,321,93,40,126,3,2,2
39,VASLUI,"ŞCOALA PRIMARĂ, SAT ULEA",225,BOGDĂNEŞTI,162693,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:46:26",175,154,0,13,8,175,154,0,13,8,155,20,300,125,50,16,12,5,1,71
39,VASLUI,"ȘCOALA PRIMARĂ, SAT UNCEȘTI",545,ZĂPODENI,167071,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:43:35",275,265,0,3,7,152,142,0,3,7,145,7,300,148,97,19,23,1,1,4
39,VASLUI,"SCOALA PRIMARA, SATU NOU",388,"MUNTENII DE SUS",167302,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:38:07",1090,1082,1,3,4,424,417,0,3,4,393,31,1200,776,161,46,113,15,2,56
39,VASLUI,"ŞCOALA PRIMARĂ, SATU-NOU",387,"MUNTENII DE SUS",167302,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:01:52",1161,1160,1,0,0,444,444,0,0,0,415,29,1300,856,169,38,122,11,5,70
39,VASLUI,"ŞCOALA PRIMARA SAT VALEA -POPII",500,TODIREŞTI,166413,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:11:55",84,81,0,3,0,47,44,0,3,0,47,0,100,53,34,2,9,0,1,1
39,VASLUI,"ŞCOALA PRIMARA SAT VIIŞOARA",501,TODIREŞTI,166413,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:03:31",103,95,0,8,0,67,59,0,8,0,64,3,100,33,36,11,16,1,0,0
39,VASLUI,"ŞCOALA PRIMARĂ, SAT VIȘINARI",227,BOGDĂNEŞTI,162693,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:44:30",171,157,0,11,3,83,69,0,11,3,78,3,201,120,25,3,5,4,2,39
39,VASLUI,"ŞCOALA PRIMARĂ SAT VOVRIEŞTI",204,BĂCEŞTI,162381,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:57:32",231,218,0,8,5,231,218,0,8,5,108,3,300,189,58,9,23,0,1,17
39,VASLUI,"ŞCOALA PRIMARA ,SAUCA",362,LAZA,164598,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:52:45",867,866,0,0,1,379,378,0,0,1,365,14,1000,621,177,39,116,2,0,31
39,VASLUI,"ŞCOALA PRIMARA SIPENI",216,BLĂGEŞTI,162559,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:13:47",70,54,0,16,0,45,29,0,16,0,40,5,100,55,11,24,3,1,0,1
39,VASLUI,"ŞCOALA PRIMARĂ, SLOBOZIA",326,GÂRCENI,164062,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:11:59",364,364,0,0,0,217,217,0,0,0,205,12,400,183,184,12,4,1,2,2
39,VASLUI,"ŞCOALA PRIMARĂ STOIŞEŞTI",191,BANCA,162194,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:55:51",470,450,0,10,10,296,276,0,10,10,270,26,500,204,141,27,101,0,1,0
39,VASLUI,"ŞCOALĂ PRIMARĂ STROE BELLOESCU CUPLATĂ CU GRĂDINIŢĂ – PROGRAM NORMAL",334,GRIVIŢA,164133,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:08:07",426,421,0,5,0,177,172,0,5,0,168,9,500,323,143,9,12,1,3,0
39,VASLUI,"ŞCOALA PRIMARĂ STUHULEŢ",213,BEREZENI,162498,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:56:32",164,158,0,6,0,74,68,0,6,0,71,3,200,126,13,43,15,0,0,0
39,VASLUI,"ŞCOALA PRIMARA TĂTĂRĂNI",267,DĂNEŞTI,163253,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:15:08",153,149,0,4,0,71,67,0,4,0,63,8,200,129,30,11,13,4,1,4
39,VASLUI,"ŞCOALA PRIMARĂ TATOMIREŞTI",452,REBRICEA,165719,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:22:27",260,249,0,5,6,133,122,0,5,6,127,6,300,167,93,6,25,0,1,2
39,VASLUI,"SCOALA PRIMARA TEIŞORU",443,PUŞCAŞI,167320,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:19:49",430,422,0,5,3,159,151,0,5,3,141,18,500,341,107,11,14,4,4,1
39,VASLUI,"ŞCOALA PRIMARĂ, TROHAN",327,GÂRCENI,164062,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:48:54",187,184,0,3,0,90,87,0,3,0,88,2,200,110,68,2,8,3,1,6
39,VASLUI,"ŞCOALA PRIMARĂ TUFEŞTII DE JOS",453,REBRICEA,165719,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:58:55",316,314,0,2,0,162,160,0,2,0,152,10,400,238,63,16,67,0,1,5
39,VASLUI,"ŞCOALA PRIMARĂ TULEŞTI",290,DRAGOMIREŞTI,163486,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:29:11",144,138,0,6,0,73,67,0,6,0,66,7,200,127,31,7,16,3,1,8
39,VASLUI,"ŞCOALA PRIMARA TUNSEŞTI",231,BOGDĂNIŢA,162791,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:40:48",236,225,0,4,7,140,129,0,4,7,130,10,300,160,33,37,42,12,0,6
39,VASLUI,"ŞCOALA PRIMARĂ URDEŞTI",282,DODEŞTI,167286,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:40:47",212,194,0,10,8,133,115,0,10,8,126,7,300,167,91,21,10,2,0,2
39,VASLUI,"ŞCOALA PRIMARĂ URLAŢI",280,"DIMITRIE CANTEMIR",164277,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:49:37",180,176,0,0,4,103,99,0,0,4,98,5,200,97,63,3,28,0,2,2
39,VASLUI,"ȘCOALA PRIMARĂ VADURILE",346,IANA,164339,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:21:30",242,237,0,5,0,113,108,0,5,0,109,4,300,187,88,11,5,1,0,4
39,VASLUI,"ŞCOALA PRIMARĂ VALEA LUI DARIE",459,ROŞIEŞTI,165817,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:57:20",449,422,0,4,23,229,202,0,4,23,215,14,500,271,139,30,17,5,4,20
39,VASLUI,"ŞCOALA PRIMARA VALEA LUNGĂ",523,VINDEREI,166770,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:28:47",394,390,0,3,1,143,139,0,3,1,127,16,400,257,98,9,16,2,2,0
39,VASLUI,"ŞCOALA PRIMARĂ VALEA MARE",302,DUMEŞTI,163734,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:54:09",698,690,0,6,2,354,346,0,6,2,326,28,800,446,190,96,20,2,2,16
