precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"GOIA ADRIAN-NICOLAE-UNIUNEA SALVAȚI ROMÂNIA-voturi","ŢĂRAN RADU-PARTIDUL SOCIAL DEMOCRAT-voturi","BLAGA CĂTĂLIN-NICOLAE-PARTIDUL NAȚIONAL LIBERAL-voturi","URZICĂ ILIE-VASILE-PARTIDUL S.O.S. ROMÂNIA-voturi","BUZILA IOAN-UNIUNEA NAȚIUNII ROMÂNE-voturi"
21,HARGHITA,"ŞCOALA GIMNAZIALĂ ”DUMITRU GAFTON” GĂLĂUȚAȘ",149,GĂLĂUŢAŞ,84460,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:12:45",934,924,2,1,7,448,440,0,1,7,430,18,900,452,16,254,20,125,15
21,HARGHITA,"ŞCOALA GIMNAZIALĂ ”DUMITRU GAFTON” GĂLĂUȚAȘ",150,GĂLĂUŢAŞ,84460,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:44:32",697,693,1,2,1,271,268,0,2,1,253,18,800,529,17,96,33,101,6
21,HARGHITA,"ȘCOALA GIMNAZIALĂ ”DUMITRU GAFTON” GĂLĂUȚAȘ",151,GĂLĂUŢAŞ,84460,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:33:46",308,304,1,2,1,193,190,0,2,1,190,3,400,207,8,66,11,96,9
