precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
17,DOLJ,"SCOALA DIN VALE NR.1",514,UNIREA,74536,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:14:39",1624,1560,1,10,53,1004,941,0,10,53,967,37,1768,764,0,219,581,145,22
17,DOLJ,"SCOALA NR.2",515,UNIREA,74536,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:13:36",1362,1314,0,14,34,821,773,0,14,34,757,42,1500,679,8,142,485,99,23
