precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"POPA IOAN-PARTIDUL NAȚIONAL LIBERAL-voturi","BOCA DORIN-TRAIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","CULDA VIOLETA-LIVIA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
5,BIHOR,"CĂMINUL CULTURAL BRIHENI",438,LUNCA,29948,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:58:06",265,232,2,19,12,206,175,0,19,12,200,6,255,46,85,100,15
5,BIHOR,"CĂMINUL CULTURAL HOTĂREL",439,LUNCA,29948,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:48:16",236,210,0,22,4,188,162,0,22,4,187,1,210,22,88,89,10
5,BIHOR,"CĂMINUL CULTURAL LUNCA",437,LUNCA,29948,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:52:57",779,733,3,33,10,557,513,1,33,10,543,14,853,296,293,216,34
5,BIHOR,"CĂMINUL CULTURAL SEGHIŞTE",441,LUNCA,29948,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:34:48",511,464,2,28,17,405,360,0,28,17,400,5,509,104,282,113,5
5,BIHOR,"CAMINUL CULTURAL SIRBESTI",440,LUNCA,29948,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:10:08",258,209,1,43,5,211,163,0,43,5,207,4,234,23,65,138,4
5,BIHOR,"CĂMINUL CULTURAL ŞUŞTIU",442,LUNCA,29948,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:22:30",397,339,0,52,6,341,283,0,52,6,336,4,388,44,55,278,3
