precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MUNTEANU SILVESTRU-PARTIDUL NAȚIONAL LIBERAL-voturi","SOLOMON ŞTEFAN-PARTIDUL SOCIAL DEMOCRAT-voturi","MIHĂEŞ CORNEL-UNIUNEA SALVAȚI ROMÂNIA-voturi"
41,VRANCEA,"SCOALA GENERALA NR.1, CORP A",244,PLOSCUŢENI,178894,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:44:10",990,958,0,0,32,490,458,0,0,32,439,19,1086,596,135,240,64
41,VRANCEA,"SCOALA GENERALA NR.1, CORP B",245,PLOSCUŢENI,178894,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:14:56",1127,1088,0,3,36,609,571,0,3,35,582,27,1233,624,180,318,84
41,VRANCEA,"SCOALA PRIMARA SAT ARGEA",246,PLOSCUŢENI,178894,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:56:05",390,381,0,4,5,220,211,0,4,5,208,12,418,198,65,136,7
