precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","FORȚA DREPTEI-voturi"
31,PRAHOVA,"CĂMIN CULTURAL GORNET-CRICOV",440,GORNET-CRICOV,133615,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:47:43",769,736,0,12,21,550,517,0,12,21,531,19,800,250,65,108,347,11
31,PRAHOVA,"GRĂDINIȚA COȘERELE",441,GORNET-CRICOV,133615,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:08:40",637,613,1,2,21,414,391,0,2,21,400,14,700,286,35,104,239,22
31,PRAHOVA,"GRĂDINIȚA DOBROTA",442,GORNET-CRICOV,133615,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:59:26",364,350,0,7,7,257,243,0,7,7,247,10,397,140,25,69,102,51
