precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BURLEANU CRISTIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","PETRESCU ADRIAN-PARTIDUL NAȚIONAL LIBERAL-voturi"
40,VÂLCEA,"SCOALA GIMNAZIALA COMUNA SINESTI",366,SINEŞTI,172992,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:32:19",716,642,0,53,21,481,407,0,53,21,464,17,720,239,394,70
40,VÂLCEA,"ȘCOALA PRIMARĂ, SAT POPEȘTI",368,SINEŞTI,172992,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:21:50",556,514,0,17,25,345,303,0,17,25,332,13,570,225,290,42
40,VÂLCEA,"ȘCOALA URZICA, SAT URZICA",367,SINEŞTI,172992,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:18:22",829,767,0,30,32,503,441,0,30,32,490,13,850,347,431,59
