precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"NAHOI GHEORGHE-PARTIDUL SOCIAL DEMOCRAT-voturi","MERFEA CONSTANTIN-BOGDAN-UNIUNEA SALVAȚI ROMÂNIA-voturi","CUCU PAUL-DANIEL-PARTIDUL NAȚIONAL LIBERAL-voturi","CRÎŞMARIU VASILE-CIPRIAN-ROMÂNIA SOCIALISTĂ-voturi"
29,NEAMŢ,"CĂMINUL CULTURAL CÂRLIG",263,DULCEŞTI,122463,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:45:21",372,327,0,15,30,327,282,0,15,30,316,11,500,173,35,185,94,2
29,NEAMŢ,"CĂMINUL CULTURAL CORHANA",264,DULCEŞTI,122463,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:48:53",492,461,0,7,24,279,249,0,7,23,270,9,500,221,17,135,118,0
29,NEAMŢ,"CĂMINUL CULTURAL DULCEȘTI",262,DULCEŞTI,122463,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:09:16",880,836,0,9,35,570,526,0,9,35,554,16,1000,430,192,56,302,4
29,NEAMŢ,"ŞCOALA ROŞIORI",265,DULCEŞTI,122463,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:48:08",222,204,0,10,8,204,186,0,10,8,199,5,292,88,38,39,121,1
