precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
37,TIMIŞ,"CĂMINUL CULTURAL GAD",408,GHILAD,159400,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:10:07",127,120,0,6,1,71,64,0,6,1,70,1,201,130,3,47,15,5
37,TIMIŞ,"ŞCOALA GIMNAZIALA GHILAD",407,GHILAD,159400,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 11:02:39",1619,1604,1,14,0,962,948,0,14,0,933,24,1700,743,133,333,360,107
