precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi"
34,SIBIU,"LICEUL TEHNOLOGIC IACOBENI",278,IACOBENI,144651,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:56:58",912,911,0,0,1,541,540,0,0,1,489,52,1000,459,208,26,198,44,13
34,SIBIU,"ȘCOALA GIMNAZIALĂ NOIȘTAT",281,IACOBENI,144651,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:27:03",458,457,0,1,0,202,201,0,1,0,187,15,500,298,42,5,135,1,4
34,SIBIU,"ȘCOALA PRIMARĂ MOVILE",279,IACOBENI,144651,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:37:05",272,270,1,1,0,136,134,1,1,0,131,5,300,164,25,10,91,0,5
34,SIBIU,"ȘCOALA PRIMARĂ NETUȘ",280,IACOBENI,144651,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:34:57",409,407,0,2,0,225,223,0,2,0,214,11,454,229,36,23,145,8,2
34,SIBIU,"ȘCOALA PRIMARĂ STEJĂRIȘU",282,IACOBENI,144651,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:09:02",418,415,3,0,0,180,180,0,0,0,177,3,450,270,98,11,41,20,7
