precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ANDRONACHE PETRU-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","POTOLINCĂ IOAN-UNIUNEA SALVAȚI ROMÂNIA-voturi","FLORESCU GELU-TRAIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","MIRON NECULAI-PARTIDUL SOCIAL DEMOCRAT-voturi","ROMAN VALERIU-PARTIDUL MIȘCAREA POPULARĂ-voturi","MORMECI MIHAIL-PARTIDUL VERDE-voturi","PLEŞCAN GHEORGHIŢĂ-BOGDAN-PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","UNGUREANU GHEORGHE-PARTIDUL S.O.S. ROMÂNIA-voturi"
24,IAŞI,"SCOALA GIMNAZIALA CONTESTI",756,"VALEA SEACĂ",99968,2,PART,PRCNCT,P,P_SV,"2024-06-10 12:38:59",1459,1456,0,1,2,741,738,0,1,2,709,32,1600,859,16,12,48,607,12,1,7,6
24,IAŞI,"SCOALA GIMNAZIALA TOPILE",757,"VALEA SEACĂ",99968,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:52:38",1888,1856,0,6,26,976,944,0,6,26,927,49,2059,1083,23,0,528,167,189,5,10,5
24,IAŞI,"SCOALA GIMNAZIALA VALEA SEACA",755,"VALEA SEACĂ",99968,3,PART,PRCNCT,P,P_SV,"2024-06-10 10:55:43",1642,1633,0,4,5,768,759,0,4,5,743,25,1800,1032,18,12,86,470,69,15,13,60
