precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BOBIN DANIEL-PARTIDUL SOCIAL DEMOCRAT-voturi","CATALINA MARIN-PARTIDUL NAȚIONAL LIBERAL-voturi","GHIORGHIŢĂ VALERIU-DAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
17,DOLJ,"CĂMIN CULTURAL SĂLCUȚA",281,CALOPĂR,71457,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:12:02",972,914,0,54,4,463,405,0,54,4,435,28,1000,537,262,172,1
17,DOLJ,"ȘCOALA CU CLS I-IV PANAGHIA",280,CALOPĂR,71457,2,PART,PRCNCT,P,P_SV,"2024-06-12 14:25:20",659,573,0,79,7,469,383,0,79,7,457,12,600,131,344,113,0
17,DOLJ,"ȘCOALA CU CLS I-VIII BELCINU",279,CALOPĂR,71457,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:22:00",443,412,0,29,2,292,261,0,29,2,281,11,500,208,187,90,4
17,DOLJ,"ȘCOALA CU CLS.I-VIII CALOPĂR",278,CALOPĂR,71457,3,PART,PRCNCT,P,P_SV,"2024-06-12 14:15:52",1216,1102,0,113,1,758,644,0,113,1,737,21,1187,429,549,183,5
