precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
34,SIBIU,"FOSTA PRIMĂRIE VALCHID",277,HOGHILAG,144615,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:29:31",680,664,3,6,7,348,334,1,6,7,339,9,727,379,288,12,35,4
34,SIBIU,"PRIMĂRIA HOGHILAG",275,HOGHILAG,144615,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:36:46",1061,1042,2,5,12,546,527,2,5,12,508,38,1150,604,392,56,14,46
34,SIBIU,"SCOALA PRIMARĂ PROD",276,HOGHILAG,144615,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 09:05:07",225,202,0,9,14,138,115,0,9,14,135,1,220,84,123,7,1,4
