precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"IANCU-SĂLĂJANU DINU-PARTIDUL NAȚIONAL LIBERAL-voturi","SZILÁGYI RÓBERT-ISTVÁN-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","FLORIAN FLORIN-PARTIDUL SOCIAL DEMOCRAT-voturi","PERNEŞ AMBROZIU-FELICIAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PÜSÖK FERENC-PARTIDUL S.O.S. ROMÂNIA-voturi","ARDELEAN COSMIN-VASILE-ALIANȚA DREAPTA UNITĂ USR - PMP-voturi"
33,SĂLAJ,"ŞCOALA GENERALĂ",196,ILEANDA,141580,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:00:25",102,99,0,2,1,66,63,0,2,1,66,0,120,54,39,0,16,8,2,1
33,SĂLAJ,"ŞCOALA GENERALĂ",194,ILEANDA,141580,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:04:54",97,81,0,16,0,67,51,0,16,0,59,8,100,33,16,1,24,9,6,3
33,SĂLAJ,"ŞCOALA GENERALĂ",197,ILEANDA,141580,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 19:19:08",83,71,2,10,0,59,49,0,10,0,58,1,97,38,21,0,12,9,4,12
33,SĂLAJ,"ŞCOALA GENERALĂ",180,HIDA,141447,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:32:05",26,16,0,10,0,16,6,0,10,0,16,0,40,24,7,1,5,1,0,2
33,SĂLAJ,"ȘCOALA GENERALĂ ”ADY ENDRE” LOMPIRT",291,ŞĂRMĂŞAG,142881,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:16:34",696,655,1,8,32,433,393,0,8,32,404,29,750,317,18,330,27,7,15,7
33,SĂLAJ,"ȘCOALA GENERALĂ BORZA",120,CREACA,140672,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-09 23:38:56",169,162,0,7,0,91,84,0,7,0,82,9,180,89,43,1,29,6,2,1
33,SĂLAJ,"ȘCOALA GENERALĂ BOZNA",296,TREZNEA,179631,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:33:23",209,181,0,23,5,169,141,0,23,5,166,3,217,48,51,1,72,16,1,25
33,SĂLAJ,"ȘCOALA GENERALĂ BREBI",121,CREACA,140672,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-09 23:42:55",451,441,1,7,2,239,230,0,7,2,232,7,490,251,109,0,75,27,7,14
33,SĂLAJ,"ȘCOALA GENERALĂ BRUSTURI",122,CREACA,140672,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:56:17",159,145,0,9,5,118,104,0,9,5,117,1,170,52,78,0,19,18,0,2
33,SĂLAJ,"ȘCOALA GENERALĂ CIGLEAN",123,CREACA,140672,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-09 23:36:55",114,107,0,6,1,72,65,0,6,1,71,1,130,58,27,1,30,5,4,4
33,SĂLAJ,"ŞCOALA GENERALĂ DOLHENI",191,ILEANDA,141580,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:11:20",77,69,0,6,2,53,45,0,6,2,49,4,90,37,29,0,11,7,0,2
33,SĂLAJ,"ŞCOALA GENERALĂ ”GEORGE COŞBUC”, CARTIER ORTELEC",38,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:35:42",1743,1737,0,6,0,867,861,0,6,0,841,26,1949,1082,148,17,531,65,27,53
33,SĂLAJ,"ŞCOALA GENERALĂ LUMINIŞU",192,ILEANDA,141580,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:01:37",82,65,1,15,1,67,50,1,15,1,65,2,90,23,40,0,13,3,0,9
33,SĂLAJ,"ȘCOALA GENERALĂ LUPOAIA",125,CREACA,140672,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:44:07",262,254,0,8,0,160,152,0,8,0,144,16,289,129,61,6,44,27,1,5
33,SĂLAJ,"ȘCOALA GENERALĂ NR.2 ȘĂRMĂȘAG",289,ŞĂRMĂŞAG,142881,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:14:58",1187,1179,2,3,3,467,460,1,3,3,441,26,1300,833,64,251,59,35,14,18
33,SĂLAJ,"ȘCOALA GENERALĂ PRODĂNEȘTI",126,CREACA,140672,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:42:44",196,191,0,5,0,127,122,0,5,0,123,4,221,94,50,1,47,14,0,11
33,SĂLAJ,"ȘCOALA GENERALĂ ”SELYMES PETER” ILIȘUA",290,ŞĂRMĂŞAG,142881,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:48:41",555,512,1,2,40,349,307,0,2,40,340,9,640,291,28,304,5,1,0,2
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ",301,"VALCĂU DE JOS",142952,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 20:42:23",727,703,0,6,18,486,462,0,6,18,453,33,790,304,290,2,121,18,5,17
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ",299,"VALCĂU DE JOS",142952,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 20:52:59",502,492,0,3,7,370,360,0,3,7,359,11,540,170,244,1,69,31,8,6
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ ”ANDREI MUREȘANU”",41,"ORAŞ CEHU SILVANIEI",139740,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:37:30",1450,1418,2,0,30,771,741,0,0,30,755,16,1550,779,159,400,138,23,8,27
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ ARCHID",112,COŞEIU,140583,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 17:51:32",383,352,1,13,17,296,266,0,13,17,286,10,400,104,16,261,6,1,1,1
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ ”AVRAM IANCU”",87,BENESAT,140244,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 18:03:03",456,433,1,10,12,333,311,0,10,12,317,16,490,157,136,2,130,32,4,13
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ BĂLAN",78,BĂLAN,140146,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 14:01:30",765,706,0,28,31,536,477,0,28,31,524,12,800,264,369,2,94,18,2,39
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ CIZER",108,CIZER,140547,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 21:32:11",1350,1266,1,70,13,907,824,0,70,13,860,47,1350,443,346,2,338,84,38,52
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ ”CORNELIU COPOSU”",25,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:15:33",1176,1167,0,9,0,585,576,0,9,0,570,15,1350,765,142,83,235,36,12,62
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ ”CORNELIU COPOSU”",24,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:22:23",1211,1211,0,0,0,463,463,0,0,0,459,4,1450,987,142,46,195,38,2,36
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ ”CORNELIU COPOSU”",23,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:25:52",1440,1430,0,10,0,573,563,0,10,0,554,19,1600,1027,137,53,257,38,6,63
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ ”CORNELIU COPOSU”",22,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:37:55",1237,1224,4,8,1,468,459,0,8,1,458,10,1400,932,118,30,227,32,5,46
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ CU CLASELE I-VIII",297,"VALCĂU DE JOS",142952,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:21:04",705,691,0,6,8,423,409,0,6,8,406,17,750,327,221,19,84,31,11,40
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ CUZĂPLAC, NR.242",134,CUZĂPLAC,140869,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:02:05",386,361,0,14,11,290,265,0,14,11,284,6,421,131,157,43,38,38,2,6
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ DEJA",261,SĂLĂŢIG,142550,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:52:06",959,928,0,6,25,683,652,0,6,25,668,15,1000,317,19,633,13,1,1,1
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ FETINDIA",227,"MESEŞENII DE JOS",142079,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:34:28",178,158,2,16,2,121,103,0,16,2,117,4,180,59,24,5,46,35,1,6
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ ”GHEORGHE LAZĂR”",12,"MUNICIPIUL ZALĂU",139704,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:41:31",1710,1697,4,6,3,779,770,0,6,3,767,12,1900,1121,186,98,332,60,14,77
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ GÎLGĂU ALMAŞULUI",82,BĂLAN,140146,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:13:35",862,815,2,34,11,586,541,0,34,11,569,17,900,314,380,3,104,35,8,39
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ GIURTELECU ȘIMLEULUI",222,MĂERIŞTE,142006,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:06:09",717,678,3,17,19,449,413,0,17,19,439,10,753,304,281,6,72,55,10,15
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ GURUSLĂU",175,HERECLEAN,141376,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:10:58",527,505,0,8,14,318,296,0,8,14,312,6,560,242,13,278,14,3,0,4
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ ”HOREA”",56,"ORAŞ ŞIMLEU SILVANIEI",139884,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:19:15",1642,1630,4,6,2,924,916,0,6,2,891,33,1800,876,451,74,234,67,17,48
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ ”IULIU MANIU”",17,"MUNICIPIUL ZALĂU",139704,5,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 23:23:35",1629,1614,7,8,0,548,540,0,8,0,533,15,1800,1252,132,61,235,48,6,51
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ JAC",124,CREACA,140672,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:34:54",573,560,1,4,8,395,383,0,4,8,390,5,604,209,239,1,74,62,5,9
33,SĂLAJ,"ȘCOALĂ GIMNAZIALĂ ”LUCIAN BLAGA” PARTER SALĂ DE CLASĂ NR.1,STR.GAROAFELOR NR.7",50,"ORAŞ JIBOU",139811,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:06:27",1617,1567,2,45,3,836,788,0,45,3,816,20,1800,964,206,39,424,47,7,93
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ MĂERIȘTE",219,MĂERIŞTE,142006,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:26:37",620,592,6,10,12,378,353,3,10,12,371,7,670,292,153,4,167,27,7,13
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ MARCUS AURELIUS CREACA",119,CREACA,140672,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:34:46",375,370,1,3,1,207,202,1,3,1,199,8,410,203,92,3,68,22,1,13
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ ”MIHAI EMINESCU”",36,"MUNICIPIUL ZALĂU",139704,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:09:09",1533,1525,1,6,1,636,629,0,6,1,623,13,1700,1064,162,70,274,42,6,69
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ NR.1",64,"ORAŞ ŞIMLEU SILVANIEI",139884,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 13:08:05",1505,1500,0,5,0,863,858,0,5,0,761,102,1635,772,622,5,108,12,7,7
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ NR.1 AGRIJ",65,AGRIJ,139937,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 11:29:02",862,805,1,24,32,600,543,1,24,32,572,28,874,274,291,1,150,63,8,59
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ NR.1 BORLA",93,BOCŞA,140324,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:01:24",1281,1220,1,9,51,875,814,1,9,51,869,6,1380,505,16,758,76,5,3,11
33,SĂLAJ,"SCOALA GIMNAZIALA NR. 1 COSEIU",111,COŞEIU,140583,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 17:46:03",419,343,1,65,10,310,234,1,65,10,303,7,374,64,152,88,36,18,1,8
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ NR.1 ZALHA",304,ZALHA,143067,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 21:03:46",272,200,2,63,7,208,136,2,63,7,205,3,220,12,141,0,50,7,1,6
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ ”PETRE DULFU” SĂLĂȚIG",259,SĂLĂŢIG,142550,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:56:17",384,365,1,5,13,278,259,1,5,13,275,3,420,142,113,70,41,31,6,14
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ ”PETRE HOSSU”",234,NĂPRADEA,142177,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:21:17",724,702,1,9,12,471,450,0,9,12,439,32,758,287,106,1,300,20,8,4
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ PLESCA",109,CIZER,140547,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 21:27:56",171,155,0,11,5,102,86,0,11,5,100,2,200,98,42,0,23,9,4,22
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ POIANA BLENCHII",248,"POIANA BLENCHII",142373,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 17:31:22",599,553,1,16,29,460,414,1,16,29,451,9,625,165,262,3,162,6,7,11
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ ”POROLISSUM”",15,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:03:25",1691,1678,7,5,1,754,748,0,5,1,737,17,1850,1096,205,57,349,44,20,62
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ ”POROLISSUM”",16,"MUNICIPIUL ZALĂU",139704,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 22:27:00",1826,1811,8,7,0,823,816,0,7,0,807,16,1950,1127,261,64,334,67,13,68
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ RUS",256,RUS,142499,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:49:49",629,531,1,83,14,460,363,0,83,14,441,19,586,126,237,2,143,31,5,23
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ ”SIMION BĂRNUȚIU”",11,"MUNICIPIUL ZALĂU",139704,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 23:57:12",1410,1395,4,10,1,690,679,0,10,1,682,8,1900,1210,210,84,300,29,12,47
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ ȘIMIȘNA",293,ŞIMIŞNA,179695,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:41:36",697,636,0,35,26,413,352,0,35,26,405,8,721,308,193,3,191,14,2,2
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ TREZNEA",295,TREZNEA,179631,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:35:41",737,657,1,66,13,583,504,0,66,13,558,25,700,117,172,1,306,59,6,14
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ ” VASILE BREBAN ”” CRIȘENI",131,CRIŞENI,140823,5,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 14:53:52",1672,1610,4,36,22,1210,1152,0,36,22,1198,12,1735,525,549,25,466,50,29,79
33,SĂLAJ,"SCOALA GIMNAZIALA ZIMBOR",309,ZIMBOR,143147,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:31:18",489,472,3,6,8,342,328,0,6,8,328,14,519,177,227,1,74,21,3,2
33,SĂLAJ,"ȘCOALA HUREZ",186,"HOROATU CRASNEI",141535,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:42:56",290,271,0,18,1,174,155,0,18,1,170,4,300,126,128,3,21,13,4,1
33,SĂLAJ,"ŞCOALA LEMNIU",207,LETCA,141786,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 20:06:11",366,316,0,41,9,266,216,0,41,9,261,5,342,76,50,4,161,17,4,25
33,SĂLAJ,"ȘCOALA NOUĂ DRIGHIU",170,HALMĂŞD,141312,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:45:55",301,286,0,9,6,190,175,0,9,6,182,8,330,140,84,1,60,33,1,3
33,SĂLAJ,"ŞCOALA PECEIU, NR. 137",85,BĂNIŞOR,140208,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 14:11:21",722,705,0,14,3,472,455,0,14,3,457,15,750,278,190,1,177,30,8,51
33,SĂLAJ,"ŞCOALA POIENIŢA",77,BĂBENI,140084,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 12:26:48",178,150,0,17,11,130,102,0,17,11,124,6,180,50,75,2,37,7,0,3
33,SĂLAJ,"ŞCOALA POSTLICEALĂ SANITARĂ",31,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:37:20",1264,1250,5,7,2,508,499,0,7,2,502,6,1450,942,119,57,253,35,5,33
33,SĂLAJ,"ŞCOALA PRIMARĂ",105,CARASTELEC,140477,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:36:49",32,24,0,8,0,19,11,0,8,0,17,2,50,31,2,5,4,6,0,0
33,SĂLAJ,"ȘCOALA PRIMARĂ",165,GÂRBOU,141232,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 19:13:32",252,242,0,5,5,120,110,0,5,5,112,8,270,150,37,1,49,1,1,23
33,SĂLAJ,"ȘCOALA PRIMARĂ",164,GÂRBOU,141232,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:48:52",85,76,0,9,0,72,63,0,9,0,72,0,100,28,24,0,45,1,0,2
33,SĂLAJ,"ȘCOALA PRIMARĂ",162,GÂRBOU,141232,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 20:00:52",201,179,0,13,9,146,124,0,13,9,137,9,200,54,61,0,56,7,2,11
33,SĂLAJ,"ŞCOALA PRIMARĂ BADON",172,HERECLEAN,141376,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:21:28",651,629,2,10,10,399,378,1,10,10,381,18,700,301,98,13,170,45,21,34
33,SĂLAJ,"ŞCOALA PRIMARĂ BENESAT",86,BENESAT,140244,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 17:50:03",351,329,0,12,10,252,230,0,12,10,241,11,365,113,155,13,45,13,3,12
33,SĂLAJ,"SCOALA PRIMARĂ BERCEA",270,"SÂNMIHAIU ALMAŞULUI",142676,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:06:19",139,134,0,5,0,80,75,0,5,0,72,8,150,70,8,1,49,13,0,1
33,SĂLAJ,"ȘCOALA PRIMARĂ BÎRSA",273,SOMEŞ-ODORHEI,142710,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:41:03",82,68,0,8,6,45,31,0,8,6,45,0,100,55,23,0,7,11,0,4
33,SĂLAJ,"ŞCOALA PRIMARĂ BIUŞA",88,BENESAT,140244,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 18:07:51",376,358,0,3,15,290,272,0,3,15,271,19,415,125,89,140,26,6,6,4
33,SĂLAJ,"ŞCOALA PRIMARĂ BUZAŞ",257,RUS,142499,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:06:38",133,104,0,26,3,110,81,0,26,3,110,0,120,10,96,1,7,3,0,3
33,SĂLAJ,"ȘCOALA PRIMARĂ CLASELE I-IV CRISTOLȚEL",279,SURDUC,142774,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:30:07",360,331,0,23,6,260,231,0,23,6,251,9,380,120,98,3,138,5,5,2
33,SĂLAJ,"ȘCOALA PRIMARĂ CLASELE I-IV TURBUȚA",283,SURDUC,142774,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 21:34:33",296,235,0,56,5,204,143,0,56,5,199,5,270,66,166,0,28,2,0,3
33,SĂLAJ,"SCOALA PRIMARA CU CLASELE I-IV",151,"FILDU DE JOS",141081,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:26:37",300,266,0,25,9,258,224,0,25,9,243,15,330,72,164,1,60,10,7,1
33,SĂLAJ,"ȘCOALA PRIMARĂ DIOȘOD",174,HERECLEAN,141376,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:39:48",690,639,1,16,34,482,432,0,16,34,471,11,740,258,4,457,5,0,5,0
33,SĂLAJ,"ȘCOALA PRIMARĂ DOMNIN",274,SOMEŞ-ODORHEI,142710,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:51:12",246,234,0,5,7,136,124,0,5,7,122,14,280,144,72,1,26,4,1,18
33,SĂLAJ,"ŞCOALA PRIMARĂ FILDU DE JOS",149,"FILDU DE JOS",141081,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:57:47",198,177,1,19,1,158,138,0,19,1,149,9,212,54,53,1,76,10,4,5
33,SĂLAJ,"ŞCOALA PRIMARĂ FÎNTÎNELE-RUS",258,RUS,142499,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:01:31",165,132,1,29,3,141,108,1,29,3,136,5,150,9,105,0,20,7,0,4
33,SĂLAJ,"ŞCOALA PRIMARĂ GĂLPÎIA",81,BĂLAN,140146,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 11:40:59",343,300,1,30,12,255,213,0,30,12,240,15,378,123,169,1,55,8,0,7
33,SĂLAJ,"ȘCOALA PRIMARĂ GÎRCEIU",133,CRIŞENI,140823,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 14:18:50",700,663,3,14,20,459,425,0,14,20,440,19,770,311,177,79,154,15,4,11
33,SĂLAJ,"ŞCOALA PRIMARĂ LEŞMIR",216,MARCA,141946,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 18:33:22",302,296,0,6,0,171,165,0,6,0,160,11,350,179,32,104,13,5,5,1
33,SĂLAJ,"SCOALA PRIMARA MESTEACANU",69,ALMAŞU,139982,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 12:00:24",273,249,0,18,6,200,176,0,18,6,186,14,275,75,86,17,64,6,5,8
33,SĂLAJ,"ŞCOALA PRIMARĂ MUNCEL",128,CRISTOLŢ,140770,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 18:11:37",140,125,0,10,5,112,97,0,10,5,111,1,150,38,63,0,43,3,1,1
33,SĂLAJ,"ȘCOALA PRIMARĂ NOȚIG",263,SĂLĂŢIG,142550,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:03:30",351,310,0,10,31,267,226,0,10,31,263,4,380,113,169,5,62,18,2,7
33,SĂLAJ,"ŞCOALA PRIMARĂ POIANA ONŢII",129,CRISTOLŢ,140770,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 18:21:22",66,58,0,7,1,49,41,0,7,1,49,0,80,31,26,0,19,2,1,1
33,SĂLAJ,"ŞCOALA PRIMARĂ PORŢ",217,MARCA,141946,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:19:49",210,207,0,3,0,141,138,0,3,0,133,8,240,99,68,0,42,14,1,8
33,SĂLAJ,"ȘCOALA PRIMARĂ SIGHETU SILVANIEI",107,CHIEŞD,140501,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:02:55",401,387,1,13,0,229,216,0,13,0,218,11,473,244,25,1,83,65,4,40
33,SĂLAJ,"ȘCOALA PRIMARĂ SÎRBI",267,SÂG,142612,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-09 23:45:33",208,201,0,7,0,125,118,0,7,0,120,5,244,119,75,0,31,4,0,10
33,SĂLAJ,"ŞCOALA PRIMARĂ STÎNA",39,"MUNICIPIUL ZALĂU",139704,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:43:03",231,221,0,9,1,114,104,0,9,1,112,2,300,186,18,0,78,10,2,4
33,SĂLAJ,"ŞCOALA PRIMARĂ TETIŞU",152,"FILDU DE JOS",141081,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:32:48",223,202,0,12,9,171,150,0,12,9,164,7,230,59,4,140,17,1,0,2
33,SĂLAJ,"ŞCOALA PRIMARĂ VĂLENI",130,CRISTOLŢ,140770,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 18:30:18",322,294,0,27,1,223,195,0,27,1,216,7,310,87,60,1,145,1,2,7
33,SĂLAJ,"ŞCOALA PURCĂREŢ",208,LETCA,141786,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:01:51",99,87,0,8,4,68,56,0,8,4,66,2,100,32,34,2,19,5,0,6
33,SĂLAJ,"ŞCOALA ŞOIMUŞENI",209,LETCA,141786,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:51:59",60,48,0,7,5,50,38,0,7,5,48,2,70,20,4,1,27,13,0,3
33,SĂLAJ,"ŞCOALA SOMEŞ GURUSLĂU",235,NĂPRADEA,142177,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:01:43",356,348,0,8,0,214,206,0,8,0,206,8,390,176,79,2,97,13,9,6
33,SĂLAJ,"ŞCOALA TOPLIŢA",210,LETCA,141786,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:17:49",99,80,0,17,2,82,63,0,17,2,81,1,100,18,11,1,47,14,0,8
33,SĂLAJ,"ŞCOALA TRANIŞ",236,NĂPRADEA,142177,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 21:02:18",269,269,0,0,0,152,152,0,0,0,146,6,300,148,67,0,56,15,4,4
33,SĂLAJ,"ŞCOALA VĂDURELE",237,NĂPRADEA,142177,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:24:22",159,159,0,0,0,132,132,0,0,0,130,2,190,58,41,0,81,7,1,0
33,SĂLAJ,"ȘCOALA VECHE",169,HALMĂŞD,141312,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:57:51",434,423,1,4,6,281,270,1,4,6,272,9,484,203,113,0,124,20,4,11
