precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL PRO ROMÂNIA-voturi"
7,BOTOŞANI,"GRĂDINIŢA CU PROGRAM NORMAL NR.1 CRISTINEŞTI",213,CRISTINEŞTI,36952,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:13:47",934,864,0,21,49,575,505,0,21,49,537,38,1000,425,293,96,10,79,59
7,BOTOŞANI,"SCOALA BARANCA",214,CRISTINEŞTI,36952,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:23:18",551,542,0,9,0,242,233,0,9,0,215,27,606,364,159,26,2,18,10
7,BOTOŞANI,"SCOALA DRAGALINA",216,CRISTINEŞTI,36952,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:00:00",571,517,0,37,17,342,288,0,37,17,327,15,607,265,211,44,6,35,31
7,BOTOŞANI,"SCOALA FUNDU HERTII",217,CRISTINEŞTI,36952,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:47:07",540,526,0,4,10,299,285,0,4,10,286,13,568,269,196,36,9,24,21
7,BOTOŞANI,"ȘCOALA PRIMARĂ „IOAN ŞI NATALIA CORBU” DĂMILENI",215,CRISTINEŞTI,36952,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:20:34",260,241,0,12,7,157,141,0,9,7,145,12,300,143,68,24,17,32,4
