precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","ALIANȚA DREAPTA UNITĂ USR - FORȚA DREPTEI-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
31,PRAHOVA,"COLEGIUL FERDINAND I",479,MĂNECIU,134096,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 11:18:51",1218,1211,0,5,2,650,643,0,5,2,637,13,1300,650,55,377,138,3,20,44
31,PRAHOVA,"COLEGIUL FERDINAND I",480,MĂNECIU,134096,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:05:51",1047,1041,0,6,0,535,529,0,6,0,525,10,1200,665,48,237,138,25,25,52
31,PRAHOVA,"GRĂDINIȚA CU PROGRAM NORMAL NR.3",476,MĂNECIU,134096,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 12:49:52",1318,1308,0,8,2,787,777,0,8,2,765,22,1400,613,64,472,144,14,37,34
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ MĂNECIU-PĂMÎNTENI, NR.1229",483,MĂNECIU,134096,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 12:51:48",1540,1534,0,0,6,777,771,0,0,6,763,14,1700,923,86,367,232,14,19,45
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ MĂNECIU-PĂMÎNTENI, NR.267",481,MĂNECIU,134096,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:48:11",859,849,2,7,1,490,482,0,7,1,474,16,900,410,69,249,83,13,18,42
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ MĂNECIU-PĂMÎNTENI, NR.267",482,MĂNECIU,134096,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 19:02:14",944,937,0,6,1,494,487,0,6,1,478,16,1000,506,53,243,132,5,3,42
31,PRAHOVA,"ŞCOALA MICĂ MĂNECIU",478,MĂNECIU,134096,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:52:49",1235,1225,0,9,1,689,679,0,9,1,668,21,1400,711,52,341,183,9,24,59
31,PRAHOVA,"ŞCOALA PRIMARĂ CHEIA, NR.1",477,MĂNECIU,134096,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:51:33",327,317,0,10,0,147,137,0,10,0,138,9,422,275,27,38,62,2,5,4
