precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"DOBRIN ION-UNIUNEA SALVAȚI ROMÂNIA-voturi","GÎFU MARICEL-PARTIDUL SOCIAL DEMOCRAT-voturi","STANCIU TOADER-PARTIDUL NAȚIONAL LIBERAL-voturi","STUPU SILVIU-FORȚA DREPTEI-voturi","TĂTARU MARIA-CLAUDIA-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","SIMINESCU CĂTĂLINA-LORENA-PARTIDUL MIȘCAREA POPULARĂ-voturi"
39,VASLUI,"ŞCOALA GIMNAZIALA NR. 1 POGANA",409,POGANA,165416,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:17:28",667,658,1,1,7,368,360,0,1,7,355,13,696,328,23,154,62,93,2,21
39,VASLUI,"ŞCOALA GIMNAZIALA SAT BOGEŞTI",410,POGANA,165416,2,PART,PRCNCT,P,P_SV,"2024-06-13 11:42:05",561,537,0,9,15,347,323,0,9,15,324,23,600,253,2,97,174,2,1,48
39,VASLUI,"ŞCOALA GIMNAZIALA SAT MĂSCUREI",411,POGANA,165416,2,PART,PRCNCT,P,P_SV,"2024-06-13 13:42:54",526,518,0,5,3,331,323,0,5,3,297,34,600,269,27,167,57,28,2,16
39,VASLUI,"ŞCOALA GIMNAZIALA SAT TOMEŞTI",412,POGANA,165416,2,PART,PRCNCT,P,P_SV,"2024-06-13 12:22:24",728,713,0,10,5,383,368,0,10,5,373,10,800,417,3,248,64,13,12,33
