precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"SAVIUC ALEODOR-CLAUDIU-PARTIDUL SOCIAL DEMOCRAT-voturi","FRÎNCU ADRIAN-PARTIDUL NAȚIONAL LIBERAL-voturi"
35,SUCEAVA,"SALA DE SPORT CALAFINDESTI SALA A",252,CALAFINDEŞTI,147580,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:00:33",1006,994,0,3,9,600,588,0,3,9,591,9,1100,500,150,441
35,SUCEAVA,"SALA DE SPORT CALAFINDESTI- SALA B",253,CALAFINDEŞTI,147580,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:48:08",1019,1013,1,0,5,623,618,0,0,5,614,9,1200,577,150,464
35,SUCEAVA,"SCOALA PRIMARA BOTOŞANIŢA MARE",254,CALAFINDEŞTI,147580,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:12:11",283,282,0,0,1,155,154,0,0,1,149,6,233,78,59,90
