precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
2,ARAD,"CĂMINUL CULTURAL BERINDIA",225,BUTENI,10293,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:44:37",177,168,0,2,7,139,130,0,2,7,136,3,200,61,27,60,30,14,5
2,ARAD,"GRĂDINIȚA CU PROGRAM NORMAL PĂULIAN",227,BUTENI,10293,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:27:02",255,239,0,9,7,169,153,0,9,7,164,5,280,111,25,107,13,16,3
2,ARAD,"PRIMĂRIA COMUNEI BUTENI",223,BUTENI,10293,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:04:20",748,707,2,9,30,552,512,1,9,30,535,17,830,278,90,333,35,55,22
2,ARAD,"ȘCOALA GIMNAZIALĂ ”GABRIEL BROLA” BUTENI",224,BUTENI,10293,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:43:11",951,881,0,11,59,709,639,0,11,59,669,40,1030,321,172,368,70,51,8
2,ARAD,"ȘCOALA PRIMARĂ CUIED",226,BUTENI,10293,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:31:46",550,498,2,6,44,397,356,1,6,34,391,5,584,188,105,205,49,31,1
