precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BLAJ DANIEL-PARTIDUL SOCIAL DEMOCRAT-voturi","IACOB GIGEL-CORNEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","MOŢ FLAVIUS-BENIAMIN-PARTIDUL NAȚIONAL LIBERAL-voturi","STANILĂ FLAVIUS-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","COJOCARU GHEORGHE-MIHAI-FORȚA DREPTEI-voturi","PETRIŞOR SÎNZIANA-MIHAELA-voturi"
2,ARAD,"CĂMIN CULTURAL",277,GURAHONŢ,10943,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:04:11",62,49,0,8,5,53,40,0,8,5,52,1,65,12,20,0,24,5,0,3
2,ARAD,"CĂMIN CULTURAL",276,GURAHONŢ,10943,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:02:38",525,495,0,13,17,344,314,0,13,17,338,6,570,226,213,12,71,19,1,22
2,ARAD,"CĂMINUL CULTURAL FENIŞ",278,GURAHONŢ,10943,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:44:44",85,69,0,8,8,68,52,0,8,8,65,3,90,22,30,1,27,2,2,3
2,ARAD,"CĂMINUL CULTURAL HONŢIŞOR",279,GURAHONŢ,10943,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:11:10",262,251,0,1,10,203,192,0,1,10,199,4,290,87,51,0,108,17,1,22
2,ARAD,"CĂMINUL CULTURAL IOSAŞ",280,GURAHONŢ,10943,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:30:15",176,163,0,4,9,131,118,0,4,9,130,1,200,69,74,2,39,6,5,4
2,ARAD,"CĂMINUL CULTURAL PESCARI",281,GURAHONŢ,10943,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:31:48",234,216,0,12,6,160,142,0,12,6,156,4,250,90,45,1,97,8,0,5
2,ARAD,"CĂMINUL CULTURAL ZIMBRU",282,GURAHONŢ,10943,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:54:00",296,276,1,6,13,210,190,1,6,13,201,9,320,110,50,5,122,11,1,12
2,ARAD,"PRIMĂRIA COMUNEI GURAHONŢ",274,GURAHONŢ,10943,1,PART,PRCNCT,P,P_SV,"2024-06-10 11:07:42",739,695,0,19,25,481,437,0,19,25,461,20,782,301,97,8,265,49,7,35
2,ARAD,"PRIMĂRIA COMUNEI GURAHONŢ",275,GURAHONŢ,10943,2,PART,PRCNCT,P,P_SV,"2024-06-10 15:04:59",678,647,0,17,14,476,445,0,17,14,463,13,750,274,94,4,255,51,9,50
