precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BODO KAROLY-GYULA-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","SZÉKELY ZOLTAN-MIŞCAREA PENTRU COMUNĂ - MOZGALOM A KŐZSÉGÉRT-voturi"
28,MUREŞ,"CĂMIN CULTURAL CRĂCIUNEŞTI SALA MICĂ",321,CRĂCIUNEŞTI,116288,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:14:31",751,726,0,9,16,283,258,0,9,16,270,13,824,541,239,31
28,MUREŞ,"CĂMINUL CULTURAL CORNEŞTI",325,CRĂCIUNEŞTI,116288,3,PART,PRCNCT,P,P_SV,"2024-06-10 05:00:42",721,700,5,4,12,550,530,4,4,12,536,14,790,240,152,384
28,MUREŞ,"CĂMINUL CULTURAL CRĂCIUNEŞTI SALA MARE",322,CRĂCIUNEŞTI,116288,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:03:33",1080,1071,2,3,4,624,617,0,3,4,604,20,1145,521,449,155
28,MUREŞ,"ŞCOALA PRIMARĂ BUDIU MIC",323,CRĂCIUNEŞTI,116288,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:20:21",396,392,3,1,0,182,181,0,1,0,175,7,430,248,117,58
28,MUREŞ,"ŞCOALA PRIMARĂ CINTA",324,CRĂCIUNEŞTI,116288,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:53:17",407,392,0,5,10,297,282,0,5,10,289,8,450,153,245,44
