precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PANŢA LUCIAN-SIMION-UNIUNEA SALVAȚI ROMÂNIA-voturi","DOBRA MARIUS-IOAN-PARTIDUL SOCIAL DEMOCRAT-voturi","SAVU GHEORGHE-PETRU-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PETRUSE MARIN-IOAN-PARTIDUL NAȚIONAL LIBERAL-voturi"
1,ALBA,"CLĂDIRE ADMINISTRATIVĂ (FOSTA ŞCOALĂ GENERALĂ CU CLASELE I-IV) PLAIURI",339,PIANU,6217,1,PART,PRCNCT,P,P_SV,"2024-06-09 23:52:54",36,27,0,9,0,22,13,0,9,0,22,0,30,8,2,3,1,16
1,ALBA,"ŞCOALA GIMNAZIALĂ ”AUGUSTIN BENA” PIANU DE JOS",338,PIANU,6217,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:01:46",1127,1089,3,5,30,649,614,0,5,30,638,11,1242,593,45,81,115,397
1,ALBA,"ŞCOALA GIMNAZIALĂ PIANU DE SUS",337,PIANU,6217,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:03:26",1343,1301,2,2,38,919,879,0,2,38,898,21,1483,564,173,183,39,503
1,ALBA,"ŞCOALA GIMNAZIALĂ STRUNGARI",341,PIANU,6217,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:53:44",224,212,0,5,7,155,143,0,5,7,153,2,237,82,8,39,1,105
1,ALBA,"ŞCOALA PRIMARĂ ”GHEORGHE PAVELESCU” PURCĂREŢI",340,PIANU,6217,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:45:50",222,213,0,9,0,119,110,0,9,0,118,1,235,116,5,20,1,92
