precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BUTA ANDREI-IULIAN-UNIUNEA SALVAȚI ROMÂNIA-voturi","LUPU CONSTANTIN-PARTIDUL SOCIAL DEMOCRAT-voturi","MITRICĂ RĂZVAN-DĂNUŢ-PARTIDUL NAȚIONAL LIBERAL-voturi","ANECHITEI IONEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
24,IAŞI,"CAMINUL CULTURAL VINATORI",758,VÂNĂTORI,100086,2,PART,PRCNCT,P,P_SV,"2024-06-10 05:26:29",885,854,0,17,14,498,467,0,17,14,486,12,1000,502,32,408,40,6
24,IAŞI,"SCOALA CU CLASELE I-IV GURA-BIDILITEI",760,VÂNĂTORI,100086,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:45:30",488,475,0,13,0,253,240,0,13,0,242,11,500,247,5,132,102,3
24,IAŞI,"ȘCOALA CU CLASELE I-VIII CRIVEȘTI",759,VÂNĂTORI,100086,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:14:28",1216,1185,0,19,12,662,631,0,19,12,634,28,1228,566,4,402,187,41
24,IAŞI,"ȘCOALA GIMNAZIALĂ HÎRTOAPE",761,VÂNĂTORI,100086,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:55:26",941,902,0,32,7,588,549,0,32,7,564,24,1000,412,4,468,79,13
24,IAŞI,"ȘCOALA PRIMARĂ VLĂDNICUȚ",762,VÂNĂTORI,100086,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:28:00",119,115,0,4,0,71,67,0,4,0,67,4,200,129,1,53,11,2
