precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi"
12,CĂLĂRAŞI,"GRADINITA CU 4 GRUPE",202,SĂRULEŞTI,104886,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:48:53",1209,1163,0,25,21,894,848,0,25,21,870,22,1300,408,779,37,54
12,CĂLĂRAŞI,"SCOALA CU CLASELE I-IV",203,SĂRULEŞTI,104886,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:36:45",206,203,0,3,0,132,129,0,3,0,119,13,274,142,94,19,6
12,CĂLĂRAŞI,"SCOALA CU CLASELE I-IV",200,SĂRULEŞTI,104886,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:56:38",345,325,0,14,6,244,224,0,14,6,239,5,364,120,203,33,3
12,CĂLĂRAŞI,"SCOALA CU CLASELE I-IV",201,SĂRULEŞTI,104886,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:56:20",516,495,1,13,7,397,377,0,13,7,376,21,560,163,335,18,23
