precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ASZTALOS STEFAN-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","TAMAS-GEBE LIVIU-PARTIDUL NAȚIONAL LIBERAL-voturi","NEAMŢ VIOREL-CLAUDIU-PARTIDUL SOCIAL DEMOCRAT-voturi"
13,CLUJ,"CĂMIN CULTURAL",615,SĂVĂDISLA,59327,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:48:40",232,227,0,5,0,151,146,0,5,0,150,1,250,99,6,112,32
13,CLUJ,"CĂMINUL CULTURAL",613,SĂVĂDISLA,59327,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:35:43",253,240,0,6,7,182,169,0,6,7,177,5,274,92,12,132,33
13,CLUJ,"CĂMINUL CULTURAL",616,SĂVĂDISLA,59327,1,PART,PRCNCT,P,P_SV,"2024-06-09 23:30:15",43,37,0,6,0,33,27,0,6,0,31,2,43,10,10,18,3
13,CLUJ,"CĂMINUL CULTURAL",617,SĂVĂDISLA,59327,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:19:37",798,754,3,16,25,565,524,0,16,25,559,6,859,294,478,79,2
13,CLUJ,"CĂMINUL CULTURAL",610,SĂVĂDISLA,59327,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:47:31",881,850,4,6,21,627,598,2,6,21,612,15,926,299,398,209,5
13,CLUJ,"ŞCOALA CU CLASELE I-IV",614,SĂVĂDISLA,59327,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:38:22",309,295,0,3,11,204,190,0,3,11,198,6,339,135,156,36,6
13,CLUJ,"ŞCOALA CU CLASELE I-VIII",612,SĂVĂDISLA,59327,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:43:38",377,367,1,7,2,259,249,1,7,2,245,14,409,150,28,135,82
13,CLUJ,"ŞCOALA CU CLASELE I-VIII",611,SĂVĂDISLA,59327,2,PART,PRCNCT,P,P_SV,"2024-06-10 04:46:24",663,643,1,12,7,418,399,0,12,7,409,9,708,290,61,299,49
