precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","CIOCAN NECULAI-voturi","AVĂCĂRIŢEI VASILE-voturi","VERDEŞ DUMITRU-voturi","SBÎRN GICU-voturi","ŞERBAN COSTICĂ-voturi"
35,SUCEAVA,"CĂMIN CULTURAL JAHALIA",450,RÂŞCA,150114,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:20:37",298,272,0,26,0,153,127,0,26,0,139,14,291,138,32,33,9,36,18,0,5,4,1,0,1
35,SUCEAVA,"CĂMIN CULTURAL RÎŞCA",446,RÂŞCA,150114,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:35:26",1501,1494,0,5,2,839,832,0,5,2,765,74,1700,861,130,130,28,206,149,19,43,17,13,8,22
35,SUCEAVA,"ȘCOALA DUMBRĂVENI",449,RÂŞCA,150114,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:59:40",324,320,0,3,1,209,205,0,3,1,196,13,350,141,73,25,4,58,9,1,7,9,0,10,0
35,SUCEAVA,"ŞCOALA GENERALĂ RÎŞCA 3",447,RÂŞCA,150114,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:02:59",742,733,0,6,3,427,418,0,6,3,382,45,835,408,65,33,19,103,48,1,62,16,3,7,25
35,SUCEAVA,"ȘCOALA PRIMARĂ NR. 2 RÎȘCA",448,RÂŞCA,150114,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:01:23",609,603,0,5,1,348,342,0,5,1,335,13,650,302,42,56,7,162,42,0,11,11,1,2,1
35,SUCEAVA,"ȘCOALA SLĂTIOARA",451,RÂŞCA,150114,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:47:12",680,670,0,10,0,396,386,0,10,0,361,35,700,304,49,93,14,127,70,1,3,1,1,1,1
