precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA DEMOCRATICĂ A SLOVACILOR ȘI CEHILOR DIN ROMÂNIA-voturi"
5,BIHOR,"CAMIN CULTURAL",582,"SUPLACU DE BARCĂU",31262,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:02:58",728,707,0,7,14,510,489,0,7,14,457,53,804,294,127,57,9,16,186,62
5,BIHOR,"CĂMIN CULTURAL DOLEA",583,"SUPLACU DE BARCĂU",31262,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:10:04",132,121,0,8,3,81,70,0,8,3,76,5,138,57,13,1,49,1,7,5
5,BIHOR,"FOST SEDIU PRIMARIE",581,"SUPLACU DE BARCĂU",31262,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:33:52",972,966,0,3,3,596,590,0,3,3,588,8,1086,490,130,65,231,30,109,23
5,BIHOR,"LIC. TEHNOLOGIC NR1 SUPLACU DE BARCAU",580,"SUPLACU DE BARCĂU",31262,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:59:55",979,959,1,6,13,590,571,0,6,13,569,21,1065,475,175,28,245,5,77,39
5,BIHOR,"SCOALA PRIMARA NR. 3",585,"SUPLACU DE BARCĂU",31262,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 13:27:39",352,327,1,6,18,228,204,0,6,18,215,13,383,155,17,13,13,1,9,162
5,BIHOR,"SCOALA PRIMARA NR. 4",586,"SUPLACU DE BARCĂU",31262,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:14:14",201,190,1,9,1,129,119,0,9,1,122,7,212,83,26,9,4,8,24,51
5,BIHOR,"SCOALA PRIMARA NR. 5",584,"SUPLACU DE BARCĂU",31262,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:11:29",163,153,0,4,6,111,101,0,4,6,106,5,178,67,24,5,3,2,10,62
