precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"LIHU IULIUS-MARIAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","TÎRZIU CONSTANTIN-PARTIDUL NAȚIONAL LIBERAL-voturi","BIRĂU DĂNUŢ-PARTIDUL SOCIAL DEMOCRAT-voturi","FUGARU ION-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","GIUBALCĂ IONUŢ-MIREL-ALIANȚA DREAPTA UNITĂ USR - PMP-voturi"
20,GORJ,"CĂMIN CULTURAL",98,"ORAŞ TÂRGU CĂRBUNEŞTI",78329,2,PART,PRCNCT,P,P_SV,"2024-06-10 05:37:51",547,533,2,9,3,375,362,1,9,3,365,10,600,225,12,44,304,1,4
20,GORJ,"COLEGIU NAŢIONAL TUDOR ARGHEZI",97,"ORAŞ TÂRGU CĂRBUNEŞTI",78329,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:45:06",1500,1474,2,16,8,796,771,1,16,8,773,23,1600,804,8,164,569,10,22
20,GORJ,"ŞCOALA GIMNAZIALĂ CREŢEŞTI",100,"ORAŞ TÂRGU CĂRBUNEŞTI",78329,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:10:19",706,686,1,5,14,418,398,1,5,14,410,8,800,382,16,55,326,2,11
20,GORJ,"ŞCOALA GIMNAZIALĂ GEORGE USCĂTESCU",95,"ORAŞ TÂRGU CĂRBUNEŞTI",78329,2,PART,PRCNCT,P,P_SV,"2024-06-13 19:32:15",1303,1284,2,13,4,672,655,0,13,4,649,23,1400,728,9,140,478,9,13
20,GORJ,"ȘCOALA GIMNAZIALĂ GEORGE USCĂTESCU",96,"ORAŞ TÂRGU CĂRBUNEŞTI",78329,2,PART,PRCNCT,P,P_SV,"2024-06-10 12:48:39",1214,1191,2,19,2,651,629,1,19,2,640,11,1400,749,26,170,413,4,27
20,GORJ,"ŞCOALA GIMNAZIALĂ POJOGENI",101,"ORAŞ TÂRGU CĂRBUNEŞTI",78329,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:47:46",597,574,0,15,8,318,295,0,15,8,305,13,600,282,13,46,226,7,13
20,GORJ,"ŞCOALA PRIMARĂ COJANI",99,"ORAŞ TÂRGU CĂRBUNEŞTI",78329,1,PART,PRCNCT,P,P_SV,"2024-06-10 11:00:08",368,352,1,9,6,228,212,1,9,6,220,8,400,172,5,45,163,2,5
20,GORJ,"ŞCOALA PRIMARĂ POJOGENI CERĂT",102,"ORAŞ TÂRGU CĂRBUNEŞTI",78329,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:36:45",257,235,0,17,5,173,151,0,17,5,167,6,300,127,10,23,131,3,0
20,GORJ,"ŞCOALA PRIMARĂ ŞTEFĂNEŞTI",103,"ORAŞ TÂRGU CĂRBUNEŞTI",78329,5,PART,PRCNCT,P,P_SV,"2024-06-13 20:20:23",425,411,0,12,2,275,261,0,12,2,273,0,485,210,8,34,230,1,0
