precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","COSTAŞ DUMITRU-FLORIN-voturi"
7,BOTOŞANI,"LICEUL TEHNOLOGIC PLOPENII MARI",398,UNGURENI,39417,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:28:29",778,769,1,5,3,370,361,1,5,3,339,30,823,454,59,78,139,14,49
7,BOTOŞANI,"ŞCOALA GIMNAZIALĂ NR. 1 UNGURENI",393,UNGURENI,39417,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:58:29",1113,1104,0,8,1,490,481,0,8,1,474,16,1207,717,69,158,190,48,9
7,BOTOŞANI,"ȘCOALA GIMNAZIALĂ NR. 2 UNGURENI",394,UNGURENI,39417,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:24:42",1054,1052,0,2,0,485,483,0,2,0,468,17,1214,729,68,185,199,16,0
7,BOTOŞANI,"ŞCOALA GIMNAZIALĂ NR. 3 BORZEŞTI",395,UNGURENI,39417,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:06:58",1102,1095,1,4,2,522,516,0,4,2,503,19,1200,678,93,89,316,2,3
7,BOTOŞANI,"ŞCOALA PRIMARĂ NR. 5 MIHAI VITEAZU",397,UNGURENI,39417,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:06:17",382,381,0,1,0,195,194,0,1,0,175,20,450,255,35,34,71,23,12
7,BOTOŞANI,"ŞCOALA PRIMARĂ NR. 9, CĂLUGĂRENII NOI",396,UNGURENI,39417,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:00:30",569,569,0,0,0,255,255,0,0,0,247,8,659,404,74,40,127,6,0
