precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi"
29,NEAMŢ,"FOSTA ȘCOALA PRIMARĂ (SALA DE FESTIVITĂȚI)",467,ŢIBUCANI,124803,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:32:22",310,301,0,9,0,154,145,0,9,0,149,5,400,246,83,16,6,44
29,NEAMŢ,"ȘCOALA GIMNAZIALĂ DAVIDENI",466,ŢIBUCANI,124803,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:32:40",749,727,1,8,13,387,366,0,8,13,359,28,800,413,225,22,9,103
29,NEAMŢ,"ȘCOALA GIMNAZIALĂ NR.1 ȚIBUCANI",464,ŢIBUCANI,124803,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:43:16",1277,1241,1,22,13,778,743,0,22,13,738,40,1400,622,529,39,28,142
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ NR.3 ȚIBUCANI",465,ŢIBUCANI,124803,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:30:39",813,802,1,4,6,524,513,1,4,6,499,25,906,382,330,22,12,135
