precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
39,VASLUI,"CĂMINUL CULTURAL BOGDĂNEŞTI",222,BOGDĂNEŞTI,162693,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:13:43",799,771,1,5,22,466,438,1,5,22,441,25,800,334,338,27,70,3,3
39,VASLUI,"ŞCOALA GIMNAZIALĂ, SAT UNȚEȘTI",226,BOGDĂNEŞTI,162693,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:04:11",790,774,0,7,9,463,447,0,7,9,438,20,800,342,216,13,170,23,16
39,VASLUI,"ŞCOALA PRIMARA, SAT BUDA",223,BOGDĂNEŞTI,162693,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:39:38",268,254,0,5,9,162,148,0,5,9,158,4,300,138,107,7,42,0,2
39,VASLUI,"ŞCOALA PRIMARĂ, SAT HOROIATA",224,BOGDĂNEŞTI,162693,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:55:17",143,135,0,8,0,93,85,0,8,0,91,2,200,107,68,4,19,0,0
39,VASLUI,"ŞCOALA PRIMARĂ, SAT ULEA",225,BOGDĂNEŞTI,162693,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:46:26",175,154,0,13,8,175,154,0,13,8,169,6,300,125,108,15,43,2,1
39,VASLUI,"ŞCOALA PRIMARĂ, SAT VIȘINARI",227,BOGDĂNEŞTI,162693,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:44:28",171,157,0,11,3,83,69,0,11,3,79,0,200,120,51,3,22,3,0
