precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CHITEZ ILIE-PARTIDUL SOCIAL DEMOCRAT-voturi","PREDA IONUŢ-MIRCEL-PARTIDUL NAȚIONAL LIBERAL-voturi","BARBU GIORGICĂ-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
30,OLT,"CĂMINUL CULTURAL",136,BOBICEŞTI,125873,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:21:22",1240,1212,1,8,19,700,673,0,8,19,684,16,1365,665,580,31,73
30,OLT,"CAMINUL CULTURAL BOBICESTI",133,BOBICEŞTI,125873,2,PART,PRCNCT,P,P_SV,"2024-06-10 04:20:11",864,850,0,8,6,481,467,0,8,6,464,17,936,455,368,17,79
30,OLT,"SCOALA GENERALA BECHET",134,BOBICEŞTI,125873,2,PART,PRCNCT,P,P_SV,"2024-06-10 05:27:42",299,293,0,5,1,193,187,0,5,1,187,6,322,129,140,40,7
30,OLT,"SCOALA GENERALA CHINTESTI",135,BOBICEŞTI,125873,2,PART,PRCNCT,P,P_SV,"2024-06-10 03:27:34",221,209,1,4,7,147,135,1,4,7,142,5,241,94,111,4,27
