precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"STAN DUMITRU-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","NAIE RADU-PARTIDUL SOCIAL DEMOCRAT-voturi","DUMITRU CONSTANTIN-ROBERT-PARTIDUL NAȚIONAL LIBERAL-voturi","DINU NICOLAE-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
16,DÂMBOVIŢA,"GRĂDINIȚA NOUĂ POROINICA",296,MĂTĂSARU,68048,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:32:02",615,613,1,1,0,416,415,0,1,0,411,5,680,264,17,110,250,34
16,DÂMBOVIŢA,"GRĂDINIȚA PUŢU CU SALCIE",297,MĂTĂSARU,68048,1,PART,PRCNCT,P,P_SV,"2024-06-10 10:26:40",729,717,0,12,0,500,488,0,12,0,481,19,810,310,9,166,299,7
16,DÂMBOVIŢA,"GRĂDINIŢA TEŢCOIU",293,MĂTĂSARU,68048,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:35:57",1050,1040,0,9,1,659,649,0,9,1,628,31,1140,481,12,252,337,27
16,DÂMBOVIŢA,"ŞCOALA GENERALĂ MĂTĂSARU",294,MĂTĂSARU,68048,2,PART,PRCNCT,P,P_SV,"2024-06-10 09:27:51",767,759,0,7,1,469,461,0,7,1,454,15,840,371,24,241,184,5
16,DÂMBOVIŢA,"ŞCOALA PRIMARĂ ODAIA TURCULUI",295,MĂTĂSARU,68048,1,PART,PRCNCT,P,P_SV,"2024-06-10 10:15:47",828,820,0,4,4,606,598,0,4,4,591,15,911,305,34,331,219,7
