precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BARBU ŞTEFAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","MUNTEANU ADRIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","GENTIMIR ION-PARTIDUL SOCIAL DEMOCRAT-voturi","DASCĂLU CĂTĂLIN-PARTIDUL ALTERNATIVA PENTRU DEMNITATE NATIONALĂ-voturi"
39,VASLUI,"CĂMINUL CULTURAL LEOȘTI",491,TĂTĂRĂNI,166315,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:50:17",230,221,0,5,4,126,117,0,5,4,119,7,250,124,14,34,57,14
39,VASLUI,"ŞCOALA GIMNAZIALĂ ”ION ANGHELUȚĂ” ( ȘCOALA NOUĂ)",490,TĂTĂRĂNI,166315,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:38:50",460,456,0,2,2,241,237,0,2,2,230,11,500,259,2,92,132,4
39,VASLUI,"ȘCOALA GIMNAZIALĂ NR.1",489,TĂTĂRĂNI,166315,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:49:50",558,542,0,10,6,298,282,0,10,6,285,13,591,293,10,59,188,28
39,VASLUI,"SCOALA PRIMARA - SAT STROIESTI",492,TĂTĂRĂNI,166315,2,PART,PRCNCT,P,P_SV,"2024-06-10 05:44:28",247,242,0,5,0,136,131,0,5,0,133,3,250,114,2,32,96,3
