precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MUŞAT DĂNUŢ-PARTIDUL NAȚIONAL LIBERAL-voturi","BUTNARU IOAN-PARTIDUL SOCIAL DEMOCRAT-voturi","IFTIMIE-STREDIE MIOARA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","VATAVU SORIN-PARTIDUL S.O.S. ROMÂNIA-voturi"
7,BOTOŞANI,"SCOALA GIMNAZIALA NR. 1 HILISEU HORIA",270,HILIŞEU-HORIA,37672,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:22:08",551,550,0,1,0,251,250,0,1,0,248,3,600,349,2,222,9,15
7,BOTOŞANI,"SCOALA GIMNAZIALA NR. 2 HILISEU CRISAN",272,HILIŞEU-HORIA,37672,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:44:33",1101,1099,0,2,0,528,526,0,2,0,499,29,1200,672,17,393,60,29
7,BOTOŞANI,"SCOALA GIMNAZIALA NR. 3 IEZER",273,HILIŞEU-HORIA,37672,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:57:57",476,472,2,2,0,238,235,1,2,0,234,4,498,260,12,201,7,14
7,BOTOŞANI,"SCOALA PRIMARA NR. 4 HILISEU CLOSCA",271,HILIŞEU-HORIA,37672,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:45:14",515,508,0,7,0,259,252,0,7,0,246,13,600,341,9,221,8,8
